No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,ReefMom,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,Percent_Survival_atend,CrossType,Survival,Region_cross
5408,8,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5409,9,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5410,10,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5411,11,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5412,12,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5413,13,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5414,14,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5415,15,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5416,16,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5417,17,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5418,18,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5419,19,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5420,20,2,17.12.20,2020,10:00,Ambient,27.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,53,C,20,20,0,100,IndivCross,1,NorthxCentral
5421,1,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5422,2,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5423,3,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5424,4,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5425,5,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5426,6,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5427,7,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5428,8,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5429,9,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5430,10,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5431,11,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5432,12,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5433,13,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5434,14,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5435,15,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5436,16,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5437,17,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,1,NorthxCentral
5438,18,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,0,NorthxCentral
5439,19,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,0,NorthxCentral
5440,20,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,A,20,17,3,85,IndivCross,0,NorthxCentral
5441,1,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,1,NorthxCentral
5442,2,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,1,NorthxCentral
5443,3,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,1,NorthxCentral
5444,4,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,1,NorthxCentral
5445,5,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5446,6,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5447,7,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5448,8,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5449,9,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5450,10,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5451,11,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5452,12,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5453,13,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5454,14,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5455,15,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5456,16,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5457,17,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5458,18,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5459,19,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5460,20,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,B,20,4,16,20,IndivCross,0,NorthxCentral
5461,1,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,1,NorthxCentral
5462,2,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5463,3,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5464,4,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5465,5,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5466,6,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5467,7,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5468,8,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5469,9,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5470,10,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5471,11,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5472,12,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5473,13,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5474,14,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5475,15,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5476,16,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5477,17,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5478,18,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5479,19,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5480,20,2,17.12.20,2020,10:00,Hot,35.5C,92,Parke2xDavies8,ParkexDavies,T.F24,Parke2,Parke2,Davies8,A.ten,56,C,20,1,19,5,IndivCross,0,NorthxCentral
5481,1,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5482,2,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5483,3,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5484,4,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5485,5,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5486,6,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5487,7,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5488,8,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5489,9,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5490,10,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5491,11,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5492,12,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5493,13,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5494,14,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5495,15,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5496,16,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5497,17,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5498,18,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5499,19,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5500,20,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,A,20,20,0,100,IndivCross,1,CentralxCentral
5501,1,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5502,2,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5503,3,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5504,4,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5505,5,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5506,6,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5507,7,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5508,8,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5509,9,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5510,10,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5511,11,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5512,12,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5513,13,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5514,14,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5515,15,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5516,16,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5517,17,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5518,18,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5519,19,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5520,20,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,B,20,20,0,100,IndivCross,1,CentralxCentral
5521,1,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5522,2,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5523,3,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5524,4,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5525,5,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5526,6,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5527,7,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5528,8,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5529,9,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5530,10,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5531,11,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5532,12,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5533,13,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5534,14,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5535,15,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5536,16,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5537,17,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5538,18,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5539,19,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,1,CentralxCentral
5540,20,2,17.12.20,2020,10:00,Ambient,27.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,11,C,20,19,1,95,IndivCross,0,CentralxCentral
5541,1,2,17.12.20,2020,10:00,Hot,35.5C,94,Palms4xPalms2,PalmsxPalms,T.F33,Palms4,Palms4,Palms2,A.ten,12,A,17,0,17,0,IndivCross,0,CentralxCentral
