Tank,Treatment,Cassette,Plate.Slide,Temp,Species,Cross,popcross,Family,Cone,MatchID,Crosstype,Timepoint,Survival,IndID,Mum,Dad,RegionCross
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,2,Individual Cross,0,1,1.601.1403.2,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,3,Individual Cross,0,1,1.601.1403.3,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,4,Individual Cross,0,1,1.601.1403.4,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,5,Individual Cross,0,1,1.601.1403.5,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,6,Individual Cross,0,1,1.601.1403.6,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,7,Individual Cross,0,1,1.601.1403.7,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,8,Individual Cross,0,1,1.601.1403.8,Switzer7,Switzer6,Northern x Northern
1,SS,601,1403,HOT,A.tenuis,Switzer7xSwitzer6,SwitzerxSwitzer,T.F10,C80,9,Individual Cross,0,1,1.601.1403.9,Switzer7,Switzer6,Northern x Northern
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,2,Individual Cross,0,1,1.601.1447.2,Davies8,Davies6,Central x Central
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,3,Individual Cross,0,1,1.601.1447.3,Davies8,Davies6,Central x Central
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,4,Individual Cross,0,1,1.601.1447.4,Davies8,Davies6,Central x Central
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,5,Individual Cross,0,1,1.601.1447.5,Davies8,Davies6,Central x Central
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,6,Individual Cross,0,1,1.601.1447.6,Davies8,Davies6,Central x Central
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,7,Individual Cross,0,1,1.601.1447.7,Davies8,Davies6,Central x Central
1,SS,601,1447,HOT,A.tenuis,Davies8xDavies6,DaviesxDavies,T.F14,C70,8,Individual Cross,0,1,1.601.1447.8,Davies8,Davies6,Central x Central
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,1,Individual Cross,0,1,1.601.1556.1,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,10,Individual Cross,0,1,1.601.1556.10,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,11,Individual Cross,0,1,1.601.1556.11,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,12,Individual Cross,0,1,1.601.1556.12,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,2,Individual Cross,0,1,1.601.1556.2,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,3,Individual Cross,0,1,1.601.1556.3,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,4,Individual Cross,0,1,1.601.1556.4,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,5,Individual Cross,0,1,1.601.1556.5,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,6,Individual Cross,0,1,1.601.1556.6,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,7,Individual Cross,0,1,1.601.1556.7,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,8,Individual Cross,0,1,1.601.1556.8,Switzer2,Davies1,Hybrid
1,SS,601,1556,HOT,A.tenuis,Switzer2xDavies1,SwitzerxDavies,T.F26,C96,9,Individual Cross,0,1,1.601.1556.9,Switzer2,Davies1,Hybrid
1,SS,601,1560,HOT,A.tenuis,Jewell6xPalms4,JewellxPalms,T.F43,C39,1,Individual Cross,0,1,1.601.1560.1,Jewell6,Palms4,Hybrid
1,SS,601,1560,HOT,A.tenuis,Jewell6xPalms4,JewellxPalms,T.F43,C39,2,Individual Cross,0,1,1.601.1560.2,Jewell6,Palms4,Hybrid
1,SS,601,1560,HOT,A.tenuis,Jewell6xPalms4,JewellxPalms,T.F43,C39,3,Individual Cross,0,1,1.601.1560.3,Jewell6,Palms4,Hybrid
1,SS,601,1560,HOT,A.tenuis,Jewell6xPalms4,JewellxPalms,T.F43,C39,4,Individual Cross,0,1,1.601.1560.4,Jewell6,Palms4,Hybrid
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,1,Individual Cross,0,1,1.601.2797.1,Switzer4,Switzer7,Northern x Northern
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,2,Individual Cross,0,1,1.601.2797.2,Switzer4,Switzer7,Northern x Northern
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,3,Individual Cross,0,1,1.601.2797.3,Switzer4,Switzer7,Northern x Northern
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,4,Individual Cross,0,1,1.601.2797.4,Switzer4,Switzer7,Northern x Northern
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,5,Individual Cross,0,1,1.601.2797.5,Switzer4,Switzer7,Northern x Northern
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,6,Individual Cross,0,1,1.601.2797.6,Switzer4,Switzer7,Northern x Northern
1,SS,601,2797,HOT,A.tenuis,Switzer4xSwitzer7,SwitzerxSwitzer,T.F12,C69,7,Individual Cross,0,1,1.601.2797.7,Switzer4,Switzer7,Northern x Northern
1,SS,613,1594,HOT,A.tenuis,Palms2xPalms5,PalmsxPalms,T.F35,C86,1,Individual Cross,0,1,1.613.1594.1,Palms2,Palms5,Central x Central
1,SS,613,1594,HOT,A.tenuis,Palms2xPalms5,PalmsxPalms,T.F35,C86,2,Individual Cross,0,1,1.613.1594.2,Palms2,Palms5,Central x Central
1,SS,613,1594,HOT,A.tenuis,Palms2xPalms5,PalmsxPalms,T.F35,C86,3,Individual Cross,0,1,1.613.1594.3,Palms2,Palms5,Central x Central
1,SS,613,1594,HOT,A.tenuis,Palms2xPalms5,PalmsxPalms,T.F35,C86,4,Individual Cross,0,1,1.613.1594.4,Palms2,Palms5,Central x Central
1,SS,613,1688,HOT,A.tenuis,Jewell8xDavies1,JewellxDavies,T.F17,C71,1,Individual Cross,0,1,1.613.1688.1,Jewell8,Davies1,Hybrid
1,SS,613,1688,HOT,A.tenuis,Jewell8xDavies1,JewellxDavies,T.F17,C71,2,Individual Cross,0,1,1.613.1688.2,Jewell8,Davies1,Hybrid
1,SS,613,1688,HOT,A.tenuis,Jewell8xDavies1,JewellxDavies,T.F17,C71,3,Individual Cross,0,1,1.613.1688.3,Jewell8,Davies1,Hybrid
1,SS,613,1942,HOT,A.tenuis,Palms4xPalms2,PalmsxPalms,T.F33,C94,1,Individual Cross,0,1,1.613.1942.1,Palms4,Palms2,Central x Central
1,SS,613,1942,HOT,A.tenuis,Palms4xPalms2,PalmsxPalms,T.F33,C94,2,Individual Cross,0,1,1.613.1942.2,Palms4,Palms2,Central x Central
1,SS,613,1942,HOT,A.tenuis,Palms4xPalms2,PalmsxPalms,T.F33,C94,3,Individual Cross,0,1,1.613.1942.3,Palms4,Palms2,Central x Central
1,SS,613,1942,HOT,A.tenuis,Palms4xPalms2,PalmsxPalms,T.F33,C94,4,Individual Cross,0,1,1.613.1942.4,Palms4,Palms2,Central x Central
1,SS,613,1942,HOT,A.tenuis,Palms4xPalms2,PalmsxPalms,T.F33,C94,5,Individual Cross,0,1,1.613.1942.5,Palms4,Palms2,Central x Central
1,SS,613,2361,HOT,A.tenuis,Parke5xDavies6,ParkexDavies,T.F22,C78,1,Individual Cross,0,1,1.613.2361.1,Parke5,Davies6,Hybrid
1,SS,613,2361,HOT,A.tenuis,Parke5xDavies6,ParkexDavies,T.F22,C78,2,Individual Cross,0,1,1.613.2361.2,Parke5,Davies6,Hybrid
1,SS,613,2361,HOT,A.tenuis,Parke5xDavies6,ParkexDavies,T.F22,C78,3,Individual Cross,0,1,1.613.2361.3,Parke5,Davies6,Hybrid
1,SS,613,2361,HOT,A.tenuis,Parke5xDavies6,ParkexDavies,T.F22,C78,4,Individual Cross,0,1,1.613.2361.4,Parke5,Davies6,Hybrid
1,SS,613,2361,HOT,A.tenuis,Parke5xDavies6,ParkexDavies,T.F22,C78,5,Individual Cross,0,1,1.613.2361.5,Parke5,Davies6,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,1,Individual Cross,0,1,1.613.2707.1,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,10,Individual Cross,0,1,1.613.2707.10,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,11,Individual Cross,0,1,1.613.2707.11,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,2,Individual Cross,0,1,1.613.2707.2,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,3,Individual Cross,0,1,1.613.2707.3,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,4,Individual Cross,0,1,1.613.2707.4,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,5,Individual Cross,0,1,1.613.2707.5,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,6,Individual Cross,0,1,1.613.2707.6,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,7,Individual Cross,0,1,1.613.2707.7,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,8,Individual Cross,0,1,1.613.2707.8,Jewell8,Davies13,Hybrid
1,SS,613,2707,HOT,A.tenuis,Jewell8xDavies13,JewellxDavies,T.F65,C62,9,Individual Cross,0,1,1.613.2707.9,Jewell8,Davies13,Hybrid
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,10,Individual Cross,0,1,1.619.1438.10,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,11,Individual Cross,0,1,1.619.1438.11,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,12,Individual Cross,0,1,1.619.1438.12,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,13,Individual Cross,0,1,1.619.1438.13,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,2,Individual Cross,0,1,1.619.1438.2,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,3,Individual Cross,0,1,1.619.1438.3,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,4,Individual Cross,0,1,1.619.1438.4,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,5,Individual Cross,0,1,1.619.1438.5,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,6,Individual Cross,0,1,1.619.1438.6,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,7,Individual Cross,0,1,1.619.1438.7,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,8,Individual Cross,0,1,1.619.1438.8,Jewell8,Jewell3,Northern x Northern
1,SS,619,1438,HOT,A.tenuis,Jewell8xJewell3,JewellxJewell,T.F68,C100,9,Individual Cross,0,1,1.619.1438.9,Jewell8,Jewell3,Northern x Northern
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,1,Individual Cross,0,1,1.619.1538.1,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,2,Individual Cross,0,1,1.619.1538.2,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,3,Individual Cross,0,1,1.619.1538.3,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,4,Individual Cross,0,1,1.619.1538.4,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,5,Individual Cross,0,1,1.619.1538.5,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,6,Individual Cross,0,1,1.619.1538.6,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,7,Individual Cross,0,1,1.619.1538.7,Jewell3,Davies1,Hybrid
1,SS,619,1538,HOT,A.tenuis,Jewell3xDavies1,JewellxDavies,T.F58,C101,8,Individual Cross,0,1,1.619.1538.8,Jewell3,Davies1,Hybrid
1,SS,619,1622,HOT,A.tenuis,Jewell5xPalms4,JewellxPalms,T.F45,C34,1,Individual Cross,0,1,1.619.1622.1,Jewell5,Palms4,Hybrid
1,SS,619,1622,HOT,A.tenuis,Jewell5xPalms4,JewellxPalms,T.F45,C34,2,Individual Cross,0,1,1.619.1622.2,Jewell5,Palms4,Hybrid
1,SS,619,1622,HOT,A.tenuis,Jewell5xPalms4,JewellxPalms,T.F45,C34,3,Individual Cross,0,1,1.619.1622.3,Jewell5,Palms4,Hybrid
1,SS,619,1622,HOT,A.tenuis,Jewell5xPalms4,JewellxPalms,T.F45,C34,4,Individual Cross,0,1,1.619.1622.4,Jewell5,Palms4,Hybrid
1,SS,619,1622,HOT,A.tenuis,Jewell5xPalms4,JewellxPalms,T.F45,C34,5,Individual Cross,0,1,1.619.1622.5,Jewell5,Palms4,Hybrid
1,SS,619,2975,HOT,A.tenuis,Davies8xDavies10,DaviesxDavies,T.F15,C91,2,Individual Cross,0,1,1.619.2975.2,Davies8,Davies10,Central x Central
1,SS,619,2975,HOT,A.tenuis,Davies8xDavies10,DaviesxDavies,T.F15,C91,3,Individual Cross,0,1,1.619.2975.3,Davies8,Davies10,Central x Central
1,SS,619,2975,HOT,A.tenuis,Davies8xDavies10,DaviesxDavies,T.F15,C91,4,Individual Cross,0,1,1.619.2975.4,Davies8,Davies10,Central x Central
1,SS,619,2975,HOT,A.tenuis,Davies8xDavies10,DaviesxDavies,T.F15,C91,5,Individual Cross,0,1,1.619.2975.5,Davies8,Davies10,Central x Central
1,SS,619,2975,HOT,A.tenuis,Davies8xDavies10,DaviesxDavies,T.F15,C91,7,Individual Cross,0,1,1.619.2975.7,Davies8,Davies10,Central x Central
1,SS,619,2975,HOT,A.tenuis,Davies8xDavies10,DaviesxDavies,T.F15,C91,8,Individual Cross,0,1,1.619.2975.8,Davies8,Davies10,Central x Central
1,SS,619,3197,HOT,A.tenuis,Jewell5xPalms5,JewellxPalms,T.F51,C64,1,Individual Cross,0,1,1.619.3197.1,Jewell5,Palms5,Hybrid
1,SS,619,3197,HOT,A.tenuis,Jewell5xPalms5,JewellxPalms,T.F51,C64,2,Individual Cross,0,1,1.619.3197.2,Jewell5,Palms5,Hybrid
1,SS,625,1934,HOT,A.tenuis,Jewell6xPalms1,JewellxPalms,T.F38,C31,1,Individual Cross,0,1,1.625.1934.1,Jewell6,Palms1,Hybrid
1,SS,625,1934,HOT,A.tenuis,Jewell6xPalms1,JewellxPalms,T.F38,C31,2,Individual Cross,0,1,1.625.1934.2,Jewell6,Palms1,Hybrid
1,SS,625,1934,HOT,A.tenuis,Jewell6xPalms1,JewellxPalms,T.F38,C31,3,Individual Cross,0,1,1.625.1934.3,Jewell6,Palms1,Hybrid
1,SS,625,1934,HOT,A.tenuis,Jewell6xPalms1,JewellxPalms,T.F38,C31,4,Individual Cross,0,1,1.625.1934.4,Jewell6,Palms1,Hybrid
1,SS,625,1934,HOT,A.tenuis,Jewell6xPalms1,JewellxPalms,T.F38,C31,5,Individual Cross,0,1,1.625.1934.5,Jewell6,Palms1,Hybrid
1,SS,625,1934,HOT,A.tenuis,Jewell6xPalms1,JewellxPalms,T.F38,C31,6,Individual Cross,0,1,1.625.1934.6,Jewell6,Palms1,Hybrid
1,SS,625,2804,HOT,A.tenuis,Palms4xDavies1,PalmsxDavies,T.F36,C81,1,Individual Cross,0,1,1.625.2804.1,Palms4,Davies1,Central x Central
1,SS,625,2804,HOT,A.tenuis,Palms4xDavies1,PalmsxDavies,T.F36,C81,2,Individual Cross,0,1,1.625.2804.2,Palms4,Davies1,Central x Central
1,SS,625,2804,HOT,A.tenuis,Palms4xDavies1,PalmsxDavies,T.F36,C81,3,Individual Cross,0,1,1.625.2804.3,Palms4,Davies1,Central x Central
1,SS,625,2804,HOT,A.tenuis,Palms4xDavies1,PalmsxDavies,T.F36,C81,4,Individual Cross,0,1,1.625.2804.4,Palms4,Davies1,Central x Central
1,SS,625,2804,HOT,A.tenuis,Palms4xDavies1,PalmsxDavies,T.F36,C81,5,Individual Cross,0,1,1.625.2804.5,Palms4,Davies1,Central x Central
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,1,Bulk Cross,0,1,1.625.2823.1,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,2,Bulk Cross,0,1,1.625.2823.2,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,3,Bulk Cross,0,1,1.625.2823.3,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,4,Bulk Cross,0,1,1.625.2823.4,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,5,Bulk Cross,0,1,1.625.2823.5,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,6,Bulk Cross,0,1,1.625.2823.6,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2823,HOT,A.tenuis,Parke6bulkxDavies6bulk,ParkebulkxDaviesbulk,Model3rep1,C5,7,Bulk Cross,0,1,1.625.2823.7,Parke6bulk,Davies6bulk,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,1,Individual Cross,0,1,1.625.2911.1,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,10,Individual Cross,0,1,1.625.2911.10,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,11,Individual Cross,0,1,1.625.2911.11,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,12,Individual Cross,0,1,1.625.2911.12,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,2,Individual Cross,0,1,1.625.2911.2,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,3,Individual Cross,0,1,1.625.2911.3,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,4,Individual Cross,0,1,1.625.2911.4,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,5,Individual Cross,0,1,1.625.2911.5,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,6,Individual Cross,0,1,1.625.2911.6,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,7,Individual Cross,0,1,1.625.2911.7,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,8,Individual Cross,0,1,1.625.2911.8,Switzer4,Davies8,Hybrid
1,SS,625,2911,HOT,A.tenuis,Switzer4xDavies8,SwitzerxDavies,T.F31,C65,9,Individual Cross,0,1,1.625.2911.9,Switzer4,Davies8,Hybrid
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,1,Individual Cross,0,1,1.625.2961.1,Parke5,Parke4,Northern x Northern
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,2,Individual Cross,0,1,1.625.2961.2,Parke5,Parke4,Northern x Northern
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,3,Individual Cross,0,1,1.625.2961.3,Parke5,Parke4,Northern x Northern
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,4,Individual Cross,0,1,1.625.2961.4,Parke5,Parke4,Northern x Northern
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,5,Individual Cross,0,1,1.625.2961.5,Parke5,Parke4,Northern x Northern
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,6,Individual Cross,0,1,1.625.2961.6,Parke5,Parke4,Northern x Northern
1,SS,625,2961,HOT,A.tenuis,Parke5xParke4,ParkexParke,T.F6,C83,7,Individual Cross,0,1,1.625.2961.7,Parke5,Parke4,Northern x Northern
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,1,Individual Cross,0,1,1.644.1290.1,Jewell2,Palms1,Hybrid
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,2,Individual Cross,0,1,1.644.1290.2,Jewell2,Palms1,Hybrid
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,3,Individual Cross,0,1,1.644.1290.3,Jewell2,Palms1,Hybrid
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,4,Individual Cross,0,1,1.644.1290.4,Jewell2,Palms1,Hybrid
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,5,Individual Cross,0,1,1.644.1290.5,Jewell2,Palms1,Hybrid
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,6,Individual Cross,0,1,1.644.1290.6,Jewell2,Palms1,Hybrid
1,SS,644,1290,HOT,A.tenuis,Jewell2xPalms1,JewellxPalms,T.F39,C30,7,Individual Cross,0,1,1.644.1290.7,Jewell2,Palms1,Hybrid
1,SS,644,1415,HOT,A.tenuis,Jewell3xPalms1,JewellxPalms,T.F40,C60,1,Individual Cross,0,1,1.644.1415.1,Jewell3,Palms1,Hybrid
1,SS,644,1415,HOT,A.tenuis,Jewell3xPalms1,JewellxPalms,T.F40,C60,2,Individual Cross,0,1,1.644.1415.2,Jewell3,Palms1,Hybrid
1,SS,644,1415,HOT,A.tenuis,Jewell3xPalms1,JewellxPalms,T.F40,C60,3,Individual Cross,0,1,1.644.1415.3,Jewell3,Palms1,Hybrid
1,SS,644,1415,HOT,A.tenuis,Jewell3xPalms1,JewellxPalms,T.F40,C60,4,Individual Cross,0,1,1.644.1415.4,Jewell3,Palms1,Hybrid
1,SS,644,1517,HOT,A.tenuis,Jewell2xDavies8,JewellxDavies,T.F20,C77,1,Individual Cross,0,1,1.644.1517.1,Jewell2,Davies8,Hybrid
1,SS,644,1517,HOT,A.tenuis,Jewell2xDavies8,JewellxDavies,T.F20,C77,2,Individual Cross,0,1,1.644.1517.2,Jewell2,Davies8,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,1,Individual Cross,0,1,1.644.1678.1,Switzer2,Davies6,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,2,Individual Cross,0,1,1.644.1678.2,Switzer2,Davies6,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,3,Individual Cross,0,1,1.644.1678.3,Switzer2,Davies6,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,4,Individual Cross,0,1,1.644.1678.4,Switzer2,Davies6,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,5,Individual Cross,0,1,1.644.1678.5,Switzer2,Davies6,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,6,Individual Cross,0,1,1.644.1678.6,Switzer2,Davies6,Hybrid
1,SS,644,1678,HOT,A.tenuis,Switzer2xDavies6,SwitzerxDavies,T.F28,C98,7,Individual Cross,0,1,1.644.1678.7,Switzer2,Davies6,Hybrid
