,Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM
720,3,Ambient,2,6,Switzer,Goniastrea retiformis,Gon.Swi.5,3,Gon.Swi.5.3,3,1,6,4.174,NA
721,3,Ambient,2,7,Jewell,Acropora hyacinthus,Hya.Jew.7,12,Hya.Jew.7.12,3,1,5,4.495,NA
722,3,Ambient,2,8,Jewell,Acropora tenuis,Ten.Jew.6,5,Ten.Jew.6.5,3,1,4,NA,NA
723,3,Ambient,2,9,Switzer,Goniastrea retiformis,Gon.Swi.6,5,Gon.Swi.6.5,3,1,6,4.591,NA
724,3,Ambient,2,10,Switzer,Goniastrea retiformis,Gon.Swi.6,6,Gon.Swi.6.6,3,1,6,4.406,NA
725,3,Ambient,2,11,Switzer,Goniastrea retiformis,Gon.Swi.11,5,Gon.Swi.11.5,3,1,6,4.318,NA
726,3,Ambient,3,1,Davies,Acropora hyacinthus,Hya.Dav.8,4,Hya.Dav.8.4,3,1,4,2.521,NA
727,3,Ambient,3,2,Davies,Acropora tenuis,Ten.Dav.13,3,Ten.Dav.13.3,3,1,6,5.281,NA
728,3,Ambient,3,3,Jewell,Acropora tenuis,Ten.Jew.7,4,Ten.Jew.7.4,3,1,5,4.864,NA
729,3,Ambient,3,4,Parke,Acropora tenuis,Ten.Par.5,5,Ten.Par.5.5,3,1,5,4.432,NA
730,3,Ambient,3,5,Parke,Goniastrea retiformis,Gon.Par.7,5,Gon.Par.7.5,3,1,6,4.682,NA
731,3,Ambient,3,6,Jewell,Acropora tenuis,Ten.Jew.5,5,Ten.Jew.5.5,3,1,4,5.56,NA
732,3,Ambient,3,7,Parke,Acropora tenuis,Ten.Par.5,6,Ten.Par.5.6,3,1,4,3.835,NA
733,3,Ambient,3,8,Davies,Acropora tenuis,Ten.Dav.12,13,Ten.Dav.12.13,3,1,6,5.867,NA
734,3,Ambient,3,9,Switzer,Acropora hyacinthus,Hya.Swi.2,5,Hya.Swi.2.5,3,1,6,5.955,NA
735,3,Ambient,3,11,Jewell,Acropora hyacinthus,Hya.Jew.7,3,Hya.Jew.7.3,3,1,4,6.828,NA
736,3,Ambient,4,1,Davies,Acropora tenuis,Ten.Dav.1,5,Ten.Dav.1.5,3,1,6,5.196,NA
737,3,Ambient,4,2,Switzer,Goniastrea retiformis,Gon.Swi.10,3,Gon.Swi.10.3,3,1,6,3.77,NA
738,3,Ambient,4,3,Palms,Acropora tenuis,Ten.Pal.1,5,Ten.Pal.1.5,3,1,6,4.445,NA
739,3,Ambient,4,4,Switzer,Goniastrea retiformis,Gon.Swi.12,4,Gon.Swi.12.4,3,1,6,3.783,NA
740,3,Ambient,4,5,Jewell,Goniastrea retiformis,Gon.Jew.8,3,Gon.Jew.8.3,3,1,6,3.055,NA
741,3,Ambient,4,6,Davies,Acropora hyacinthus,Hya.Dav.4,3,Hya.Dav.4.3,3,1,6,6.4,NA
742,3,Ambient,4,7,Parke,Goniastrea retiformis,Gon.Par.2,3,Gon.Par.2.3,3,1,6,4.162,NA
743,3,Ambient,4,8,Jewell,Acropora hyacinthus,Hya.Jew.3,6,Hya.Jew.3.6,3,1,5,6.832,NA
744,3,Ambient,4,9,Parke,Goniastrea retiformis,Gon.Par.3,5,Gon.Par.3.5,3,1,6,4.391,NA
745,3,Ambient,4,10,Jewell,Acropora tenuis,Ten.Jew.6,6,Ten.Jew.6.6,3,1,4,5.548,NA
746,3,Ambient,4,11,Switzer,Acropora hyacinthus,Hya.Swi.2,20,Hya.Swi.2.20,3,1,6,4.635,NA
747,3,Ambient,5,1,Jewell,Goniastrea retiformis,Gon.Jew.8,4,Gon.Jew.8.4,3,1,6,3.171,NA
748,3,Ambient,5,2,Parke,Goniastrea retiformis,Gon.Par.6,5,Gon.Par.6.5,3,1,6,4.547,NA
749,3,Ambient,5,3,Davies,Acropora tenuis,Ten.Dav.12,3,Ten.Dav.12.3,3,1,6,5.067,NA
750,3,Ambient,5,4,Davies,Acropora hyacinthus,Hya.Dav.11,6,Hya.Dav.11.6,3,1,3,5.148,NA
751,3,Ambient,5,5,Davies,Acropora tenuis,Ten.Dav.6,5,Ten.Dav.6.5,3,1,6,5.522,NA
752,3,Ambient,5,6,Switzer,Goniastrea retiformis,Gon.Swi.7,6,Gon.Swi.7.6,3,1,6,2.173,NA
753,3,Ambient,5,7,Jewell,Goniastrea retiformis,Gon.Jew.11,4,Gon.Jew.11.4,3,1,6,3.661,NA
754,3,Ambient,5,8,Davies,Acropora tenuis,Ten.Dav.D1,4,Ten.Dav.D1.4,3,1,5,4.619,NA
755,3,Ambient,5,9,Jewell,Acropora tenuis,Ten.Jew.7,5,Ten.Jew.7.5,3,1,4,7.156,NA
756,3,Ambient,5,10,Switzer,Goniastrea retiformis,Gon.Swi.10,4,Gon.Swi.10.4,3,1,6,3.675,NA
757,3,Ambient,5,11,Davies,Acropora tenuis,Ten.Dav.1,6,Ten.Dav.1.6,3,1,4,3.26,NA
758,3,Ambient,6,1,Davies,Acropora tenuis,Ten.Dav.10,5,Ten.Dav.10.5,3,1,5,2.867,NA
759,3,Ambient,6,2,Davies,Acropora tenuis,Ten.Dav.13,4,Ten.Dav.13.4,3,1,6,3.452,NA
760,3,Ambient,6,3,Parke,Goniastrea retiformis,Gon.Par.2,4,Gon.Par.2.4,3,1,6,4.335,NA
761,3,Ambient,6,5,Parke,Acropora tenuis,Ten.Par.2,4,Ten.Par.2.4,3,1,2,3.569,NA
762,3,Ambient,6,6,Parke,Goniastrea retiformis,Gon.Par.3,6,Gon.Par.3.6,3,1,6,3.922,NA
763,3,Ambient,6,7,Palms,Acropora tenuis,Ten.Pal.1,6,Ten.Pal.1.6,3,1,5,3.971,NA
764,3,Ambient,6,8,Switzer,Goniastrea retiformis,Gon.Swi.11,6,Gon.Swi.11.6,3,1,5,3.055,NA
765,3,Ambient,6,9,Jewell,Goniastrea retiformis,Gon.Jew.10,5,Gon.Jew.10.5,3,1,6,2.872,NA
766,3,Ambient,6,10,Parke,Goniastrea retiformis,Gon.Par.7,6,Gon.Par.7.6,3,1,6,4.34,NA
767,3,Ambient,6,11,Jewell,Goniastrea retiformis,Gon.Jew.11,5,Gon.Jew.11.5,3,1,6,3.538,NA
768,4,Ambient,1,1,Davies,Acropora tenuis,Ten.Dav.13,5,Ten.Dav.13.5,3,1,6,NA,NA
769,4,Ambient,1,2,Switzer,Goniastrea retiformis,Gon.Swi.5,4,Gon.Swi.5.4,3,1,6,2.251,NA
770,4,Ambient,1,3,Davies,Acropora tenuis,Ten.Dav.12,4,Ten.Dav.12.4,3,1,5,NA,NA
771,4,Ambient,1,4,Jewell,Goniastrea retiformis,Gon.Jew.7,13,Gon.Jew.7.13,3,1,6,2.061,NA
772,4,Ambient,1,5,Davies,Acropora tenuis,Ten.Dav.1,7,Ten.Dav.1.7,3,1,5,NA,NA
773,4,Ambient,1,7,Davies,Acropora tenuis,Ten.Dav.1,8,Ten.Dav.1.8,3,1,6,NA,NA
774,4,Ambient,1,9,Jewell,Goniastrea retiformis,Gon.Jew.11,6,Gon.Jew.11.6,3,1,6,2.681,NA
775,4,Ambient,1,10,Jewell,Goniastrea retiformis,Gon.Jew.8,5,Gon.Jew.8.5,3,1,6,3.09,NA
776,4,Ambient,1,11,Davies,Acropora tenuis,Ten.Dav.10,6,Ten.Dav.10.6,3,1,4,NA,NA
777,4,Ambient,2,1,Jewell,Acropora tenuis,Ten.Jew.5,6,Ten.Jew.5.6,3,1,3,3.357,NA
778,4,Ambient,2,2,Parke,Goniastrea retiformis,Gon.Par.6,6,Gon.Par.6.6,3,1,6,3.463,NA
779,4,Ambient,2,4,Switzer,Goniastrea retiformis,Gon.Swi.12,5,Gon.Swi.12.5,3,1,6,3.449,NA
780,4,Ambient,2,5,Davies,Acropora hyacinthus,Hya.Dav.4,4,Hya.Dav.4.4,3,1,5,3.159,NA
781,4,Ambient,2,6,Parke,Goniastrea retiformis,Gon.Par.8,7,Gon.Par.8.7,3,1,5,1.632,NA
782,4,Ambient,2,7,Jewell,Acropora hyacinthus,Hya.Jew.7,4,Hya.Jew.7.4,3,1,4,2.639,NA
783,4,Ambient,2,8,Switzer,Goniastrea retiformis,Gon.Swi.7,7,Gon.Swi.7.7,3,1,6,2.298,NA
784,4,Ambient,2,9,Jewell,Acropora tenuis,Ten.Jew.6,7,Ten.Jew.6.7,3,1,4,4.167,NA
785,4,Ambient,3,1,Palms,Acropora tenuis,Ten.Pal.1,7,Ten.Pal.1.7,3,1,5,4.549,NA
786,4,Ambient,3,2,Davies,Acropora tenuis,Ten.Dav.6,6,Ten.Dav.6.6,3,1,6,6.742,NA
787,4,Ambient,3,3,Jewell,Goniastrea retiformis,Gon.Jew.10,6,Gon.Jew.10.6,3,1,5,2.027,NA
788,4,Ambient,3,4,Switzer,Goniastrea retiformis,Gon.Swi.10,5,Gon.Swi.10.5,3,1,6,3.032,NA
789,4,Ambient,3,5,Switzer,Goniastrea retiformis,Gon.Swi.12,6,Gon.Swi.12.6,3,1,6,3.735,NA
790,4,Ambient,3,6,Parke,Goniastrea retiformis,Gon.Par.7,7,Gon.Par.7.7,3,1,5,2.049,NA
791,4,Ambient,3,8,Parke,Goniastrea retiformis,Gon.Par.2,6,Gon.Par.2.6,3,1,6,3.897,NA
792,4,Ambient,3,9,Parke,Acropora tenuis,Ten.Par.5,7,Ten.Par.5.7,3,1,4,2.477,NA
793,4,Ambient,3,10,Parke,Goniastrea retiformis,Gon.Par.3,7,Gon.Par.3.7,3,1,6,2.869,NA
794,4,Ambient,3,11,Switzer,Acropora hyacinthus,Hya.Swi.2,6,Hya.Swi.2.6,3,1,6,5.096,NA
795,4,Ambient,4,1,Palms,Acropora tenuis,Ten.Pal.1,8,Ten.Pal.1.8,3,1,6,3.311,NA
796,4,Ambient,4,2,Jewell,Acropora hyacinthus,Hya.Jew.3,20,Hya.Jew.3.20,3,1,6,5.084,NA
797,4,Ambient,4,3,Parke,Acropora tenuis,Ten.Par.2,5,Ten.Par.2.5,3,1,2,4.829,NA
798,4,Ambient,4,4,Parke,Acropora tenuis,Ten.Par.2,6,Ten.Par.2.6,3,1,1,4.355,NA
799,4,Ambient,4,5,Jewell,Goniastrea retiformis,Gon.Jew.6,4,Gon.Jew.6.4,3,1,6,3.368,NA
800,4,Ambient,4,6,Davies,Acropora tenuis,Ten.Dav.D1,5,Ten.Dav.D1.5,3,1,5,2.368,NA
801,4,Ambient,4,7,Davies,Acropora tenuis,Ten.Dav.12,17,Ten.Dav.12.17,3,1,5,2.268,NA
802,4,Ambient,4,8,Palms,Acropora tenuis,Ten.Pal.3,5,Ten.Pal.3.5,3,1,4,2.029,NA
803,4,Ambient,4,9,Jewell,Acropora tenuis,Ten.Jew.7,6,Ten.Jew.7.6,3,1,6,1.917,NA
804,4,Ambient,4,10,Jewell,Acropora tenuis,Ten.Jew.5,7,Ten.Jew.5.7,3,1,5,3.107,NA
805,4,Ambient,5,1,Davies,Acropora tenuis,Ten.Dav.6,7,Ten.Dav.6.7,3,1,5,3.299,NA
806,4,Ambient,5,2,Davies,Acropora hyacinthus,Hya.Dav.3,4,Hya.Dav.3.4,3,1,6,5.186,NA
807,4,Ambient,5,3,Switzer,Goniastrea retiformis,Gon.Swi.6,7,Gon.Swi.6.7,3,1,6,2.853,NA
808,4,Ambient,5,4,Davies,Acropora tenuis,Ten.Dav.9,6,Ten.Dav.9.6,3,1,5,2.735,NA
809,4,Ambient,5,5,Jewell,Acropora tenuis,Ten.Jew.6,8,Ten.Jew.6.8,3,1,4,5.012,NA
810,4,Ambient,5,6,Jewell,Goniastrea retiformis,Gon.Jew.11,7,Gon.Jew.11.7,3,1,6,2.894,NA
811,4,Ambient,5,7,Switzer,Goniastrea retiformis,Gon.Swi.6,8,Gon.Swi.6.8,3,1,6,2.515,NA
812,4,Ambient,5,8,Switzer,Goniastrea retiformis,Gon.Swi.11,7,Gon.Swi.11.7,3,1,6,2.002,NA
813,4,Ambient,5,9,Davies,Acropora tenuis,Ten.Dav.10,7,Ten.Dav.10.7,3,1,6,2.863,NA
814,4,Ambient,5,10,Jewell,Acropora tenuis,Ten.Jew.7,7,Ten.Jew.7.7,3,1,5,4.134,NA
815,4,Ambient,5,11,Davies,Acropora hyacinthus,Hya.Dav.4,5,Hya.Dav.4.5,3,1,5,3.865,NA
816,4,Ambient,6,1,Davies,Acropora hyacinthus,Hya.Dav.3,5,Hya.Dav.3.5,3,1,5,8.021,NA
817,4,Ambient,6,2,Davies,Acropora tenuis,Ten.Dav.13,6,Ten.Dav.13.6,3,1,5,3.966,NA
818,4,Ambient,6,3,Parke,Acropora tenuis,Ten.Par.5,8,Ten.Par.5.8,3,1,5,3.696,NA
819,4,Ambient,6,5,Jewell,Goniastrea retiformis,Gon.Jew.8,6,Gon.Jew.8.6,3,1,6,3.576,NA
820,4,Ambient,6,6,Davies,Acropora hyacinthus,Hya.Dav.11,7,Hya.Dav.11.7,3,1,2,3.421,NA
821,4,Ambient,6,7,Davies,Acropora tenuis,Ten.Dav.9,7,Ten.Dav.9.7,3,1,5,1.894,NA
822,4,Ambient,6,8,Parke,Goniastrea retiformis,Gon.Par.7,8,Gon.Par.7.8,3,1,6,2.648,NA
823,4,Ambient,6,9,Jewell,Goniastrea retiformis,Gon.Jew.7,4,Gon.Jew.7.4,3,1,6,1.658,NA
824,4,Ambient,6,10,Parke,Goniastrea retiformis,Gon.Par.3,8,Gon.Par.3.8,3,1,6,2.446,NA
825,4,Ambient,6,11,Davies,Acropora hyacinthus,Hya.Dav.12,4,Hya.Dav.12.4,3,1,5,3.114,NA
826,5,Ambient,1,1,Davies,Acropora hyacinthus,Hya.Dav.3,6,Hya.Dav.3.6,3,1,6,6.792,NA
827,5,Ambient,1,2,Parke,Acropora tenuis,Ten.Par.5,9,Ten.Par.5.9,3,1,3,2.84,NA
828,5,Ambient,1,3,Jewell,Goniastrea retiformis,Gon.Jew.6,5,Gon.Jew.6.5,3,1,6,4.465,NA
829,5,Ambient,1,4,Davies,Acropora tenuis,Ten.Dav.13,7,Ten.Dav.13.7,3,1,4,2.715,NA
830,5,Ambient,1,5,Switzer,Goniastrea retiformis,Gon.Swi.12,7,Gon.Swi.12.7,3,1,6,3.406,NA
831,5,Ambient,1,8,Davies,Acropora tenuis,Ten.Dav.9,8,Ten.Dav.9.8,3,1,4,2.93,NA
832,5,Ambient,1,9,Davies,Acropora tenuis,Ten.Dav.D1,6,Ten.Dav.D1.6,3,1,6,6.233,NA
833,5,Ambient,1,11,Parke,Acropora tenuis,Ten.Par.2,7,Ten.Par.2.7,3,1,1,2.49,NA
834,5,Ambient,2,2,Parke,Goniastrea retiformis,Gon.Par.8,8,Gon.Par.8.8,3,1,6,2.501,NA
835,5,Ambient,2,4,Jewell,Acropora hyacinthus,Hya.Jew.7,5,Hya.Jew.7.5,3,1,4,3.476,NA
836,5,Ambient,2,5,Switzer,Goniastrea retiformis,Gon.Swi.11,8,Gon.Swi.11.8,3,1,6,2.451,NA
837,5,Ambient,2,6,Parke,Goniastrea retiformis,Gon.Par.2,7,Gon.Par.2.7,3,1,6,2.874,NA
838,5,Ambient,2,7,Switzer,Acropora hyacinthus,Hya.Swi.2,7,Hya.Swi.2.7,3,1,6,4.217,NA
839,5,Ambient,2,8,Switzer,Goniastrea retiformis,Gon.Swi.6,9,Gon.Swi.6.9,3,1,5,3.724,NA
840,5,Ambient,2,9,Jewell,Goniastrea retiformis,Gon.Jew.7,5,Gon.Jew.7.5,3,1,6,3.71,NA
841,5,Ambient,2,10,Parke,Goniastrea retiformis,Gon.Par.8,9,Gon.Par.8.9,3,1,6,3.076,NA
842,5,Ambient,2,11,Palms,Acropora tenuis,Ten.Pal.1,9,Ten.Pal.1.9,3,1,5,4.004,NA
843,5,Ambient,3,1,Jewell,Goniastrea retiformis,Gon.Jew.11,8,Gon.Jew.11.8,3,1,6,NA,NA
844,5,Ambient,3,2,Jewell,Acropora tenuis,Ten.Jew.5,8,Ten.Jew.5.8,3,1,5,3.393,NA
845,5,Ambient,3,3,Parke,Acropora tenuis,Ten.Par.2,8,Ten.Par.2.8,3,1,3,6.385,NA
846,5,Ambient,3,4,Davies,Acropora hyacinthus,Hya.Dav.3,7,Hya.Dav.3.7,3,1,6,3.327,NA
847,5,Ambient,3,5,Davies,Acropora tenuis,Ten.Dav.13,8,Ten.Dav.13.8,3,1,5,2.507,NA
848,5,Ambient,3,6,Jewell,Acropora tenuis,Ten.Jew.7,8,Ten.Jew.7.8,3,1,5,3.625,NA
849,5,Ambient,3,9,Parke,Acropora tenuis,Ten.Par.5,21,Ten.Par.5.21,3,1,5,4.747,NA
850,5,Ambient,3,10,Davies,Acropora hyacinthus,Hya.Dav.4,6,Hya.Dav.4.6,3,1,6,9.073,NA
851,6,Ambient,1,2,Palms,Acropora tenuis,Ten.Pal.3,7,Ten.Pal.3.7,3,1,5,2.221,NA
852,6,Ambient,1,3,Switzer,Acropora hyacinthus,Hya.Swi.2,9,Hya.Swi.2.9,3,1,6,5.752,NA
853,6,Ambient,1,4,Davies,Acropora tenuis,Ten.Dav.9,9,Ten.Dav.9.9,3,1,5,3.77,NA
854,6,Ambient,1,5,Parke,Goniastrea retiformis,Gon.Par.2,9,Gon.Par.2.9,3,1,6,2.92,NA
855,6,Ambient,1,6,Parke,Goniastrea retiformis,Gon.Par.6,8,Gon.Par.6.8,3,1,6,3.121,NA
856,6,Ambient,1,7,Davies,Acropora tenuis,Ten.Dav.8,9,Ten.Dav.8.9,3,1,5,4.404,NA
857,6,Ambient,1,8,Davies,Acropora tenuis,Ten.Dav.1,10,Ten.Dav.1.10,3,1,6,3.944,NA
858,6,Ambient,1,9,Jewell,Acropora hyacinthus,Hya.Jew.3,21,Hya.Jew.3.21,3,1,4,4.08,NA
859,6,Ambient,1,10,Jewell,Goniastrea retiformis,Gon.Jew.10,9,Gon.Jew.10.9,3,1,5,1.84,NA
860,6,Ambient,1,11,Switzer,Goniastrea retiformis,Gon.Swi.6,10,Gon.Swi.6.10,3,1,6,2.009,NA
861,6,Ambient,2,1,Switzer,Goniastrea retiformis,Gon.Swi.11,10,Gon.Swi.11.10,3,1,6,2.72,NA
862,6,Ambient,2,2,Switzer,Goniastrea retiformis,Gon.Swi.7,10,Gon.Swi.7.10,3,1,6,1.956,NA
863,6,Ambient,2,3,Jewell,Goniastrea retiformis,Gon.Jew.11,10,Gon.Jew.11.10,3,1,6,2.642,NA
864,6,Ambient,2,4,Parke,Goniastrea retiformis,Gon.Par.8,10,Gon.Par.8.10,3,1,6,1.811,NA
865,6,Ambient,2,5,Switzer,Goniastrea retiformis,Gon.Swi.12,9,Gon.Swi.12.9,3,1,6,3.349,NA
866,6,Ambient,2,6,Davies,Acropora hyacinthus,Hya.Dav.4,8,Hya.Dav.4.8,3,1,5,6.292,NA
867,6,Ambient,2,7,Jewell,Goniastrea retiformis,Gon.Jew.7,6,Gon.Jew.7.6,3,1,6,3.311,NA
868,6,Ambient,2,8,Jewell,Goniastrea retiformis,Gon.Jew.8,9,Gon.Jew.8.9,3,1,6,3.448,NA
869,6,Ambient,2,9,Parke,Goniastrea retiformis,Gon.Par.8,11,Gon.Par.8.11,3,1,6,2.783,NA
870,6,Ambient,2,11,Parke,Acropora tenuis,Ten.Par.2,9,Ten.Par.2.9,3,1,2,7.137,NA
871,6,Ambient,3,1,Switzer,Goniastrea retiformis,Gon.Swi.7,11,Gon.Swi.7.11,3,1,6,2.624,NA
872,6,Ambient,3,2,Davies,Acropora tenuis,Ten.Dav.10,9,Ten.Dav.10.9,3,1,5,2.373,NA
873,6,Ambient,3,4,Switzer,Goniastrea retiformis,Gon.Swi.12,10,Gon.Swi.12.10,3,1,6,2.516,NA
874,6,Ambient,3,6,Davies,Acropora tenuis,Ten.Dav.6,10,Ten.Dav.6.10,3,1,6,3.672,NA
875,6,Ambient,3,7,Jewell,Acropora hyacinthus,Hya.Jew.7,15,Hya.Jew.7.15,3,1,4,4.416,NA
876,6,Ambient,3,8,Parke,Acropora tenuis,Ten.Par.2,10,Ten.Par.2.10,3,1,4,4.607,NA
877,6,Ambient,3,9,Jewell,Goniastrea retiformis,Gon.Jew.8,10,Gon.Jew.8.10,3,1,6,2.494,NA
878,6,Ambient,3,10,Jewell,Acropora tenuis,Ten.Jew.6,10,Ten.Jew.6.10,3,1,4,2.846,NA
879,6,Ambient,3,11,Parke,Goniastrea retiformis,Gon.Par.8,12,Gon.Par.8.12,3,1,6,2.909,NA
880,6,Ambient,4,1,Davies,Acropora tenuis,Ten.Dav.D1,8,Ten.Dav.D1.8,3,1,5,2.704,NA
881,6,Ambient,4,2,Davies,Acropora hyacinthus,Hya.Dav.11,9,Hya.Dav.11.9,3,1,4,6.048,NA
882,6,Ambient,4,3,Switzer,Goniastrea retiformis,Gon.Swi.5,6,Gon.Swi.5.6,3,1,6,2.118,NA
883,6,Ambient,4,4,Davies,Acropora tenuis,Ten.Dav.13,9,Ten.Dav.13.9,3,1,5,3.957,NA
884,6,Ambient,4,5,Switzer,Goniastrea retiformis,Gon.Swi.5,7,Gon.Swi.5.7,3,1,6,2.152,NA
885,6,Ambient,4,6,Switzer,Goniastrea retiformis,Gon.Swi.10,8,Gon.Swi.10.8,3,1,6,2.295,NA
886,6,Ambient,4,7,Davies,Acropora hyacinthus,Hya.Dav.3,8,Hya.Dav.3.8,3,1,5,4.013,NA
887,6,Ambient,4,8,Switzer,Acropora hyacinthus,Hya.Swi.2,10,Hya.Swi.2.10,3,1,6,5.692,NA
888,6,Ambient,4,9,Palms,Acropora tenuis,Ten.Pal.3,8,Ten.Pal.3.8,3,1,4,1.639,NA
889,6,Ambient,4,10,Davies,Acropora tenuis,Ten.Dav.D1,9,Ten.Dav.D1.9,3,1,6,2.87,NA
890,6,Ambient,4,11,Davies,Acropora tenuis,Ten.Dav.12,6,Ten.Dav.12.6,3,1,5,3.277,NA
891,6,Ambient,5,1,Davies,Acropora hyacinthus,Hya.Dav.3,9,Hya.Dav.3.9,3,1,5,5.077,NA
892,6,Ambient,5,2,Parke,Goniastrea retiformis,Gon.Par.2,10,Gon.Par.2.10,3,1,5,2.711,NA
893,6,Ambient,5,3,Switzer,Goniastrea retiformis,Gon.Swi.10,9,Gon.Swi.10.9,3,1,6,2.749,NA
894,6,Ambient,5,4,Parke,Goniastrea retiformis,Gon.Par.6,9,Gon.Par.6.9,3,1,6,3.767,NA
895,6,Ambient,5,5,Davies,Acropora tenuis,Ten.Dav.10,10,Ten.Dav.10.10,3,1,5,4.412,NA
896,6,Ambient,5,7,Jewell,Acropora tenuis,Ten.Jew.6,21,Ten.Jew.6.21,3,1,4,1.948,NA
897,6,Ambient,5,9,Palms,Acropora tenuis,Ten.Pal.1,10,Ten.Pal.1.10,3,1,6,3.874,NA
898,6,Ambient,5,10,Jewell,Acropora tenuis,Ten.Jew.7,10,Ten.Jew.7.10,3,1,5,2.43,NA
899,6,Ambient,5,11,Jewell,Goniastrea retiformis,Gon.Jew.10,10,Gon.Jew.10.10,3,1,6,2.34,NA
900,6,Ambient,6,1,Jewell,Acropora hyacinthus,Hya.Jew.3,10,Hya.Jew.3.10,3,1,5,7.153,NA
901,6,Ambient,6,2,Davies,Acropora hyacinthus,Hya.Dav.8,8,Hya.Dav.8.8,3,1,5,4.303,NA
902,6,Ambient,6,3,Davies,Acropora hyacinthus,Hya.Dav.11,10,Hya.Dav.11.10,3,1,4,5.979,NA
903,6,Ambient,6,5,Parke,Goniastrea retiformis,Gon.Par.7,10,Gon.Par.7.10,3,1,6,3.125,NA
904,6,Ambient,6,6,Davies,Acropora hyacinthus,Hya.Dav.4,9,Hya.Dav.4.9,3,1,5,4.132,NA
905,6,Ambient,6,7,Parke,Goniastrea retiformis,Gon.Par.3,10,Gon.Par.3.10,3,1,6,2.684,NA
906,6,Ambient,6,8,Jewell,Goniastrea retiformis,Gon.Jew.6,6,Gon.Jew.6.6,3,1,6,3.22,NA
907,6,Ambient,6,9,Davies,Acropora tenuis,Ten.Dav.9,10,Ten.Dav.9.10,3,1,5,2.746,NA
908,6,Ambient,6,10,Jewell,Acropora tenuis,Ten.Jew.5,10,Ten.Jew.5.10,3,1,5,4.376,NA
909,6,Ambient,6,11,Davies,Acropora tenuis,Ten.Dav.13,10,Ten.Dav.13.10,3,1,6,5.502,NA
910,7,Hot,1,1,Davies,Acropora tenuis,Ten.Dav.D1,10,Ten.Dav.D1.10,3,1,2,3.866,NA
911,7,Hot,1,3,Switzer,Goniastrea retiformis,Gon.Swi.12,11,Gon.Swi.12.11,3,1,6,2.724,NA
912,7,Hot,1,6,Switzer,Goniastrea retiformis,Gon.Swi.6,11,Gon.Swi.6.11,3,1,5,2.607,NA
913,7,Hot,1,7,Davies,Acropora tenuis,Ten.Dav.13,11,Ten.Dav.13.11,3,1,2,3.005,NA
914,7,Hot,1,8,Switzer,Goniastrea retiformis,Gon.Swi.11,11,Gon.Swi.11.11,3,1,5,1.861,NA
915,7,Hot,1,10,Switzer,Goniastrea retiformis,Gon.Swi.10,10,Gon.Swi.10.10,3,1,6,2.534,NA
916,7,Hot,1,11,Davies,Acropora hyacinthus,Hya.Dav.4,10,Hya.Dav.4.10,3,1,2,2.848,NA
917,7,Hot,2,1,Parke,Goniastrea retiformis,Gon.Par.8,13,Gon.Par.8.13,3,1,4,2.844,NA
918,7,Hot,2,2,Parke,Acropora tenuis,Ten.Par.2,11,Ten.Par.2.11,3,1,3,4.453,NA
919,7,Hot,2,3,Switzer,Goniastrea retiformis,Gon.Swi.5,8,Gon.Swi.5.8,3,1,6,2.133,NA
920,7,Hot,2,4,Parke,Goniastrea retiformis,Gon.Par.8,14,Gon.Par.8.14,3,1,5,1.421,NA
921,7,Hot,2,5,Switzer,Goniastrea retiformis,Gon.Swi.6,12,Gon.Swi.6.12,3,1,6,3.092,NA
922,7,Hot,2,7,Switzer,Goniastrea retiformis,Gon.Swi.11,12,Gon.Swi.11.12,3,1,5,1.758,NA
923,7,Hot,2,8,Palms,Acropora tenuis,Ten.Pal.3,9,Ten.Pal.3.9,3,1,3,2.796,NA
924,7,Hot,2,9,Parke,Goniastrea retiformis,Gon.Par.6,10,Gon.Par.6.10,3,1,6,3.029,NA
925,7,Hot,2,10,Jewell,Acropora tenuis,Ten.Jew.6,11,Ten.Jew.6.11,3,1,4,4.987,NA
926,7,Hot,2,11,Parke,Goniastrea retiformis,Gon.Par.8,15,Gon.Par.8.15,3,1,5,2.446,NA
927,7,Hot,3,1,Palms,Acropora tenuis,Ten.Pal.1,11,Ten.Pal.1.11,3,1,5,2.826,NA
928,7,Hot,3,2,Jewell,Acropora tenuis,Ten.Jew.7,11,Ten.Jew.7.11,3,1,5,4.23,NA
929,7,Hot,3,3,Switzer,Goniastrea retiformis,Gon.Swi.7,12,Gon.Swi.7.12,3,1,6,2.454,NA
930,7,Hot,3,4,Davies,Acropora tenuis,Ten.Dav.6,11,Ten.Dav.6.11,3,1,5,2.371,NA
931,7,Hot,3,6,Jewell,Goniastrea retiformis,Gon.Jew.10,11,Gon.Jew.10.11,3,1,2,1.941,NA
932,7,Hot,3,7,Jewell,Acropora tenuis,Ten.Jew.7,12,Ten.Jew.7.12,3,1,4,2.699,NA
933,7,Hot,3,8,Jewell,Goniastrea retiformis,Gon.Jew.7,7,Gon.Jew.7.7,3,1,1,1.775,NA
934,7,Hot,3,10,Switzer,Goniastrea retiformis,Gon.Swi.5,9,Gon.Swi.5.9,3,1,6,3.2,NA
935,7,Hot,3,11,Parke,Goniastrea retiformis,Gon.Par.3,11,Gon.Par.3.11,3,1,6,3.594,NA
936,7,Hot,4,1,Parke,Acropora tenuis,Ten.Par.5,11,Ten.Par.5.11,3,1,4,3.446,NA
