No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,CrossType,Percent_Survival_atend,Cumulative.hrs,BroadMom,BroadDad,crosstype,crosstype2,Survival
86,18,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,B,20,19,1,IndivCross,95,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
86,19,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,B,20,19,1,IndivCross,95,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
86,20,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,B,20,19,1,IndivCross,95,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,1,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,2,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,3,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,4,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,5,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,6,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,7,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,8,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,9,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
87,10,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,11,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,12,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,13,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,14,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,15,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,16,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,17,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,18,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,19,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
87,20,2,44539,2021,8:00,Ambient,27.5C,C57,Davies13 x Martin17,DaviesxMartin,H.F.41,Davies13,Martin17,A. hyacinthus larvae,62,C,20,9,11,IndivCross,45,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
88,1,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,2,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,3,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,4,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,5,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,6,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,7,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,8,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,9,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,10,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,11,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,12,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,13,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,14,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,15,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,16,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,17,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,18,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,19,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,20,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,21,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,22,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,23,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,24,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,25,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
88,26,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
88,27,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
88,28,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,A,28,25,3,IndivCross,89.28571429,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,1,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,2,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,3,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,4,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,5,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,6,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,7,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,8,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,9,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,10,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,11,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,12,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,13,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,14,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,15,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
89,16,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,17,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,18,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,19,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,20,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,21,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,22,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,23,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
89,24,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,B,24,15,9,IndivCross,62.5,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
90,1,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,2,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,3,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,4,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,5,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,6,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,7,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,8,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,9,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,10,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,11,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,12,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,13,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,14,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,15,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,16,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,17,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,18,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,19,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
90,20,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
90,21,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
90,22,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
90,23,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
90,24,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
90,25,2,44539,2021,8:00,Ambient,27.5C,C129,Davies14 x Martin14,DaviesxMartin,H.F.44,Davies14,Martin14,A. hyacinthus larvae,114,C,25,19,6,IndivCross,76,40,Davies,Martin,DaviesxMartin,DAVxMAR,0
91,1,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,2,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,3,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,4,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,5,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,6,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,7,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,8,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,9,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
91,10,2,44539,2021,8:00,Ambient,27.5C,C126,Davies14 x Martin17,DaviesxMartin,H.F.42,Davies14,Martin17,A. hyacinthus larvae,95,D,29,26,3,IndivCross,89.65517241,40,Davies,Martin,DaviesxMartin,DAVxMAR,1
