No,Rep,Timepoint,Date,Year,Time,Treatment,Temp,Cone,Culture,popcross,Family,Mom,Dad,Species,BoatID,Wells,No.LarvaeIn,No.LarvaeOut,No.LarvaeDead,CrossType,Percent_Survival_atend,Cumulative.hrs,BroadMom,BroadDad,crosstype,crosstype2,Survival
259,14,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
259,15,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
259,16,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
259,17,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
259,18,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
259,19,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
259,20,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,A,20,7,13,IndivCross,35,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,1,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,2,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,3,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,4,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,5,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,6,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,7,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,8,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,9,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,10,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,11,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,12,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
260,13,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,14,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,15,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,16,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,17,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,18,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,19,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
260,20,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,B,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,1,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,2,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,3,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,4,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,5,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,6,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,7,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,8,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,9,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,10,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,11,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
261,12,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,13,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,14,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,15,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,16,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,17,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,18,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,19,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
261,20,2,44539,2021,8:00,Hot,35.5C,C4,Davies17 x Arlington6,DaviesxArlington,H.F.62,Davies17,Arlington6,A. hyacinthus larvae,5,C,20,11,9,IndivCross,55,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,1,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
262,2,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
262,3,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,4,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,5,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,6,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,7,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,8,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,9,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,10,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,11,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,12,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,13,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,14,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,15,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,16,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,17,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,18,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,19,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
262,20,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,D,20,2,18,IndivCross,10,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,1,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,2,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,3,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,4,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,5,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,6,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,7,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,8,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,9,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,10,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,11,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,12,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
263,13,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,14,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,15,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,16,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,17,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,18,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,19,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
263,20,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,E,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,1,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,2,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,3,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,4,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,5,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,6,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,7,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,8,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,9,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,10,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,11,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,12,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,1
264,13,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,14,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,15,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,16,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,17,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,18,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,19,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
264,20,2,44539,2021,8:00,Hot,35.5C,C19,Davies6 x Arlington10,DaviesxArlington,H.F.59,Davies6,Arlington10,A. hyacinthus larvae,16,F,20,12,8,IndivCross,60,40,Davies,Arlington,DaviesxArlington,DAVxARL,0
265,1,2,44539,2021,8:00,Hot,35.5C,C55,Davies12 x Davies9,DaviesxDavies,H.F.73,Davies12,Davies9,A. hyacinthus larvae,99,A,20,20,0,IndivCross,100,40,Davies,Davies,DaviesxDavies,DAVxDAV,1
265,2,2,44539,2021,8:00,Hot,35.5C,C55,Davies12 x Davies9,DaviesxDavies,H.F.73,Davies12,Davies9,A. hyacinthus larvae,99,A,20,20,0,IndivCross,100,40,Davies,Davies,DaviesxDavies,DAVxDAV,1
265,3,2,44539,2021,8:00,Hot,35.5C,C55,Davies12 x Davies9,DaviesxDavies,H.F.73,Davies12,Davies9,A. hyacinthus larvae,99,A,20,20,0,IndivCross,100,40,Davies,Davies,DaviesxDavies,DAVxDAV,1
