,Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM,ImageID,FragID,Reef,UniqueCoralID,Temp
698,AR5,Hot,1,8,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaWood5A,Wood,AR5_1_8,Hot
699,AR5,Hot,1,9,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaPalms3,Palms,AR5_1_9,Hot
700,AR5,Hot,1,10,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaDavies12,Davies,AR5_1_10,Hot
701,AR5,Hot,1,11,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111890,AhyaPalms10,Palms,AR5_1_11,Hot
702,AR5,Hot,3,2,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaDavies14,Davies,AR5_3_2,Hot
703,AR5,Hot,3,3,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaMartin13,Martin,AR5_3_3,Hot
704,AR5,Hot,3,4,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaArlington1,Arlington,AR5_3_4,Hot
705,AR5,Hot,3,5,Davies,A. hyacinthus,Davies9,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaDavies9,Davies,AR5_3_5,Hot
706,AR5,Hot,3,7,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaWood16,Wood,AR5_3_7,Hot
707,AR5,Hot,3,8,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaWood17,Wood,AR5_3_8,Hot
708,AR5,Hot,3,9,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaMartin11,Martin,AR5_3_9,Hot
709,AR5,Hot,3,10,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaMartin3,Martin,AR5_3_10,Hot
710,AR5,Hot,3,11,Davies,A. hyacinthus,Davies18,NA,NA,T5,1,NA,NA,NA,_1111893,AhyaDavies18,Davies,AR5_3_11,Hot
711,AR5,Hot,5,2,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111896,AhyaMartin12,Martin,AR5_5_2,Hot
712,AR5,Hot,5,3,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,0,NA,NA,NA,_1111896,AhyaArlington8,Arlington,AR5_5_3,Hot
713,AR5,Hot,5,4,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111896,AhyaPalms16,Palms,AR5_5_4,Hot
714,AR5,Hot,5,5,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111896,AhyaDavies16,Davies,AR5_5_5,Hot
715,AR5,Hot,5,6,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111896,AhyaWood8,Wood,AR5_5_6,Hot
716,AR5,Hot,5,7,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111896,AhyaPalms5,Palms,AR5_5_7,Hot
717,AR5,Hot,5,9,Davies,A. hyacinthus,Davies15,NA,NA,T5,0,NA,NA,NA,_1111896,AhyaDavies15,Davies,AR5_5_9,Hot
718,AR5,Hot,5,11,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111896,AhyaMartin17,Martin,AR5_5_11,Hot
719,AR6,Hot,1,2,Wood,A. hyacinthus,Wood8,NA,NA,T5,1,NA,NA,NA,_1111917,AhyaWood8,Wood,AR6_1_2,Hot
720,AR6,Hot,1,3,Arlington,A. hyacinthus,Arlington9,NA,NA,T5,0,NA,NA,NA,_1111917,AhyaArlington9,Arlington,AR6_1_3,Hot
721,AR6,Hot,1,4,Davies,A. hyacinthus,Davies9,NA,NA,T5,0,NA,NA,NA,_1111917,AhyaDavies9,Davies,AR6_1_4,Hot
722,AR6,Hot,1,5,Arlington,A. hyacinthus,Arlington1,NA,NA,T5,1,NA,NA,NA,_1111917,AhyaArlington1,Arlington,AR6_1_5,Hot
723,AR6,Hot,1,6,Palms,A. hyacinthus,Palms4,NA,NA,T5,1,NA,NA,NA,_1111917,AhyaPalms4,Palms,AR6_1_6,Hot
724,AR6,Hot,1,7,Wood,A. hyacinthus,Wood7A,NA,NA,T5,0,NA,NA,NA,_1111917,AhyaWood7A,Wood,AR6_1_7,Hot
725,AR6,Hot,1,8,Arlington,A. hyacinthus,Arlington11,NA,NA,T5,1,NA,NA,NA,_1111917,AhyaArlington11,Arlington,AR6_1_8,Hot
726,AR6,Hot,1,9,Arlington,A. hyacinthus,Arlington6,NA,NA,T5,1,NA,NA,NA,_1111917,AhyaArlington6,Arlington,AR6_1_9,Hot
727,AR6,Hot,1,10,Wood,A. hyacinthus,Wood16,NA,NA,T5,1,NA,NA,NA,_1111917,AhyaWood16,Wood,AR6_1_10,Hot
728,AR6,Hot,1,11,Arlington,A. hyacinthus,Arlington10,NA,NA,T5,0,NA,NA,NA,_1111917,AhyaArlington10,Arlington,AR6_1_11,Hot
729,AR6,Hot,3,1,Davies,A. hyacinthus,Davies16,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaDavies16,Davies,AR6_3_1,Hot
730,AR6,Hot,3,2,Palms,A. hyacinthus,Palms3,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaPalms3,Palms,AR6_3_2,Hot
731,AR6,Hot,3,3,Davies,A. hyacinthus,Davies12,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaDavies12,Davies,AR6_3_3,Hot
732,AR6,Hot,3,4,Wood,A. hyacinthus,Wood5A,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaWood5A,Wood,AR6_3_4,Hot
733,AR6,Hot,3,5,Martin,A. hyacinthus,Martin13,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaMartin13,Martin,AR6_3_5,Hot
734,AR6,Hot,3,7,Davies,A. hyacinthus,Davies14,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaDavies14,Davies,AR6_3_7,Hot
735,AR6,Hot,3,9,Davies,A. hyacinthus,Davies18,NA,NA,T5,0,NA,NA,NA,_1111920,AhyaDavies18,Davies,AR6_3_9,Hot
736,AR6,Hot,3,10,Palms,A. hyacinthus,Palms16,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaPalms16,Palms,AR6_3_10,Hot
737,AR6,Hot,3,11,Martin,A. hyacinthus,Martin12,NA,NA,T5,1,NA,NA,NA,_1111920,AhyaMartin12,Martin,AR6_3_11,Hot
738,AR6,Hot,5,1,Palms,A. hyacinthus,Palms5,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaPalms5,Palms,AR6_5_1,Hot
739,AR6,Hot,5,2,Palms,A. hyacinthus,Palms10,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaPalms10,Palms,AR6_5_2,Hot
740,AR6,Hot,5,4,Martin,A. hyacinthus,Martin3,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaMartin3,Martin,AR6_5_4,Hot
741,AR6,Hot,5,5,Arlington,A. hyacinthus,Arlington8,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaArlington8,Arlington,AR6_5_5,Hot
742,AR6,Hot,5,6,Palms,A. hyacinthus,Palms6,NA,NA,T5,0,NA,NA,NA,_1111923,AhyaPalms6,Palms,AR6_5_6,Hot
743,AR6,Hot,5,7,Wood,A. hyacinthus,Wood17,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaWood17,Wood,AR6_5_7,Hot
744,AR6,Hot,5,8,Davies,A. hyacinthus,Davies15,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaDavies15,Davies,AR6_5_8,Hot
745,AR6,Hot,5,9,Martin,A. hyacinthus,Martin17,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaMartin17,Martin,AR6_5_9,Hot
746,AR6,Hot,5,10,Martin,A. hyacinthus,Martin11,NA,NA,T5,1,NA,NA,NA,_1111923,AhyaMartin11,Martin,AR6_5_10,Hot
