Tank,Temperature,Stick,Position,Population,Species,Genotype,Frag.rep,Frag.id,Timepoint,Survival,Bleaching_D,TissueArea_cm2,PAM,Symbionts
1,Ambient,3,9,Palms,Tenuis,Ten.Pal.6,2,Ten.Pal.6.2,0,1,4,1.683,NA,C1 symbiont
1,Ambient,3,10,Parke,Goniastrea,Gon.Par.8,1,Gon.Par.8.1,0,1,5,2.365,NA,C1 symbiont
1,Ambient,3,11,Davies,Tenuis,Ten.Dav.10,1,Ten.Dav.10.1,0,1,4,3.459,NA,C1 symbiont
1,Ambient,4,1,Jewell,Tenuis,Ten.Jew.6,1,Ten.Jew.6.1,0,1,4,4.221,NA,C1 symbiont
1,Ambient,4,2,Switzer,Goniastrea,Gon.Swi.5,1,Gon.Swi.5.1,0,1,5,2.786,NA,C1 symbiont
1,Ambient,4,3,Jewell,Goniastrea,Gon.Jew.11,1,Gon.Jew.11.1,0,1,5,2.508,NA,C1 symbiont
1,Ambient,4,4,Davies,Tenuis,Ten.Dav.9,2,Ten.Dav.9.2,0,1,4,4.249,NA,C1 symbiont
1,Ambient,4,5,Parke,Goniastrea,Gon.Par.3,2,Gon.Par.3.2,0,1,6,3.814,NA,C1 symbiont
1,Ambient,4,6,Parke,Goniastrea,Gon.Par.8,2,Gon.Par.8.2,0,1,5,2.105,NA,C1 symbiont
1,Ambient,4,7,Switzer,Goniastrea,Gon.Swi.6,2,Gon.Swi.6.2,0,1,5,2.935,NA,C1 symbiont
1,Ambient,4,8,Jewell,Tenuis,Ten.Jew.6,2,Ten.Jew.6.2,0,1,3,2.393,NA,C1 symbiont
1,Ambient,4,9,Davies,Hyacinthus,Hya.Dav.11,1,Hya.Dav.11.1,0,1,3,5.085,NA,C1 symbiont
1,Ambient,4,10,Jewell,Goniastrea,Gon.Jew.6,1,Gon.Jew.6.1,0,1,4,2.751,NA,C1 symbiont
1,Ambient,4,11,Switzer,Goniastrea,Gon.Swi.10,1,Gon.Swi.10.1,0,1,6,3.224,NA,C1 symbiont
1,Ambient,5,1,Switzer,Goniastrea,Gon.Swi.7,2,Gon.Swi.7.2,0,1,6,3.435,NA,C1 symbiont
1,Ambient,5,2,Parke,Tenuis,Ten.Par.2,1,Ten.Par.2.1,0,1,2,2.12,NA,C1 symbiont
1,Ambient,5,3,Parke,Goniastrea,Gon.Par.8,3,Gon.Par.8.3,0,1,5,2.179,NA,C1 symbiont
1,Ambient,5,4,Davies,Hyacinthus,Hya.Dav.8,2,Hya.Dav.8.2,0,1,3,6.276,NA,C1 symbiont
1,Ambient,5,5,Switzer,Goniastrea,Gon.Swi.11,2,Gon.Swi.11.2,0,1,5,2.291,NA,C1 symbiont
1,Ambient,5,6,Jewell,Hyacinthus,Hya.Jew.3,2,Hya.Jew.3.2,0,1,4,3.314,NA,C1 symbiont
1,Ambient,5,7,Parke,Goniastrea,Gon.Par.8,4,Gon.Par.8.4,0,1,5,2.288,NA,C1 symbiont
1,Ambient,5,8,Parke,Goniastrea,Gon.Par.7,2,Gon.Par.7.2,0,1,6,3.78,NA,C1 symbiont
1,Ambient,5,9,Davies,Hyacinthus,Hya.Dav.4,1,Hya.Dav.4.1,0,1,3,2.895,NA,C1 symbiont
1,Ambient,5,10,Davies,Tenuis,Ten.Dav.10,2,Ten.Dav.10.2,0,1,3,4.786,NA,C1 symbiont
1,Ambient,5,11,Davies,Hyacinthus,Hya.Dav.12,1,Hya.Dav.12.1,0,1,3,2.328,NA,C1 symbiont
1,Ambient,6,1,Davies,Hyacinthus,Hya.Dav.11,2,Hya.Dav.11.2,0,1,2,3.307,NA,C1 symbiont
1,Ambient,6,2,Davies,Tenuis,Ten.Dav.D1,2,Ten.Dav.D1.2,0,1,4,4.575,NA,C1 symbiont
1,Ambient,6,3,Jewell,Tenuis,Ten.Jew.7,20,Ten.Jew.7.20,0,1,4,3.495,NA,C1 symbiont
1,Ambient,6,4,Jewell,Hyacinthus,Hya.Jew.7,1,Hya.Jew.7.1,0,1,2,3.316,NA,C1 symbiont
1,Ambient,6,5,Jewell,Goniastrea,Gon.Jew.10,1,Gon.Jew.10.1,0,1,3,3.274,NA,C1 symbiont
1,Ambient,6,6,Davies,Tenuis,Ten.Dav.8,1,Ten.Dav.8.1,0,1,3,2.795,NA,C1 symbiont
1,Ambient,6,7,Parke,Goniastrea,Gon.Par.2,1,Gon.Par.2.1,0,1,5,2.815,NA,C1 symbiont
1,Ambient,6,8,Palms,Tenuis,Ten.Pal.3,1,Ten.Pal.3.1,0,1,3,2.518,NA,C1 symbiont
1,Ambient,6,9,Jewell,Goniastrea,Gon.Jew.10,2,Gon.Jew.10.2,0,1,4,3.042,NA,C1 symbiont
1,Ambient,6,11,Jewell,Goniastrea,Gon.Jew.7,1,Gon.Jew.7.1,0,1,6,2.312,NA,C1 symbiont
2,Ambient,1,1,Switzer,Hyacinthus,Hya.Swi.2,3,Hya.Swi.2.3,0,1,4,3.828,NA,No symbiont
2,Ambient,1,2,Davies,Tenuis,Ten.Dav.10,3,Ten.Dav.10.3,0,1,3,3.084,NA,No symbiont
2,Ambient,1,3,Parke,Goniastrea,Gon.Par.3,3,Gon.Par.3.3,0,1,5,5.243,NA,No symbiont
2,Ambient,1,4,Switzer,Goniastrea,Gon.Swi.7,3,Gon.Swi.7.3,0,1,5,4.51,NA,No symbiont
2,Ambient,1,5,Davies,Hyacinthus,Hya.Dav.8,3,Hya.Dav.8.3,0,1,2,3.198,NA,No symbiont
2,Ambient,1,6,Jewell,Hyacinthus,Hya.Jew.3,3,Hya.Jew.3.3,0,1,3,7.462,NA,No symbiont
2,Ambient,1,7,Parke,Goniastrea,Gon.Par.6,3,Gon.Par.6.3,0,1,6,3.652,NA,No symbiont
2,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,3,Ten.Dav.9.3,0,1,3,2.497,NA,No symbiont
2,Ambient,1,9,Switzer,Goniastrea,Gon.Swi.11,3,Gon.Swi.11.3,0,1,4,2.59,NA,No symbiont
2,Ambient,1,10,Jewell,Goniastrea,Gon.Jew.10,3,Gon.Jew.10.3,0,1,4,3.269,NA,No symbiont
2,Ambient,1,11,Parke,Tenuis,Ten.Par.2,2,Ten.Par.2.2,0,1,2,2.218,NA,No symbiont
2,Ambient,2,1,Switzer,Goniastrea,Gon.Swi.7,4,Gon.Swi.7.4,0,1,6,4.005,NA,No symbiont
2,Ambient,2,2,Jewell,Goniastrea,Gon.Jew.8,2,Gon.Jew.8.2,0,1,6,2.489,NA,No symbiont
2,Ambient,2,3,Parke,Goniastrea,Gon.Par.7,3,Gon.Par.7.3,0,1,6,4.752,NA,No symbiont
2,Ambient,2,4,Davies,Tenuis,Ten.Dav.6,2,Ten.Dav.6.2,0,1,5,4.69,NA,No symbiont
2,Ambient,2,5,Parke,Tenuis,Ten.Par.5,3,Ten.Par.5.3,0,1,3,3.702,NA,No symbiont
2,Ambient,2,6,Davies,Tenuis,Ten.Dav.13,2,Ten.Dav.13.2,0,1,4,2.343,NA,No symbiont
2,Ambient,2,8,Davies,Tenuis,Ten.Dav.1,3,Ten.Dav.1.3,0,1,4,2.418,NA,No symbiont
2,Ambient,2,9,Davies,Tenuis,Ten.Dav.9,4,Ten.Dav.9.4,0,1,2,2.013,NA,No symbiont
2,Ambient,2,10,Davies,Tenuis,Ten.Dav.12,16,Ten.Dav.12.16,0,1,4,2.344,NA,No symbiont
2,Ambient,2,11,Jewell,Tenuis,Ten.Jew.5,2,Ten.Jew.5.2,0,1,3,5.256,NA,No symbiont
2,Ambient,3,1,Jewell,Tenuis,Ten.Jew.5,3,Ten.Jew.5.3,0,1,3,3.732,NA,No symbiont
2,Ambient,3,2,Switzer,Goniastrea,Gon.Swi.6,3,Gon.Swi.6.3,0,1,4,2.63,NA,No symbiont
2,Ambient,3,3,Davies,Hyacinthus,Hya.Dav.12,2,Hya.Dav.12.2,0,1,4,4.286,NA,No symbiont
2,Ambient,3,4,Jewell,Hyacinthus,Hya.Jew.3,4,Hya.Jew.3.4,0,1,3,4.227,NA,No symbiont
2,Ambient,3,5,Jewell,Goniastrea,Gon.Jew.11,2,Gon.Jew.11.2,0,1,6,3.488,NA,No symbiont
2,Ambient,3,6,Davies,Hyacinthus,Hya.Dav.3,2,Hya.Dav.3.2,0,1,2,2.881,NA,No symbiont
2,Ambient,3,7,Jewell,Goniastrea,Gon.Jew.6,2,Gon.Jew.6.2,0,1,6,2.543,NA,No symbiont
2,Ambient,3,8,Jewell,Goniastrea,Gon.Jew.10,4,Gon.Jew.10.4,0,1,4,2.059,NA,No symbiont
2,Ambient,3,9,Davies,Hyacinthus,Hya.Dav.4,2,Hya.Dav.4.2,0,1,4,4.027,NA,No symbiont
2,Ambient,3,10,Palms,Tenuis,Ten.Pal.1,3,Ten.Pal.1.3,0,1,4,2.316,NA,No symbiont
2,Ambient,3,11,Parke,Goniastrea,Gon.Par.2,2,Gon.Par.2.2,0,1,4,3.539,NA,No symbiont
2,Ambient,4,1,Parke,Tenuis,Ten.Par.5,4,Ten.Par.5.4,0,1,2,6.791,NA,No symbiont
2,Ambient,4,2,Parke,Goniastrea,Gon.Par.3,4,Gon.Par.3.4,0,1,5,3.195,NA,No symbiont
2,Ambient,4,3,Palms,Tenuis,Ten.Pal.1,4,Ten.Pal.1.4,0,1,4,4.434,NA,No symbiont
2,Ambient,4,4,Switzer,Goniastrea,Gon.Swi.12,2,Gon.Swi.12.2,0,1,5,3.093,NA,No symbiont
2,Ambient,4,5,Davies,Tenuis,Ten.Dav.10,4,Ten.Dav.10.4,0,1,2,2.45,NA,No symbiont
2,Ambient,4,6,Palms,Tenuis,Ten.Pal.3,2,Ten.Pal.3.2,0,1,3,2.859,NA,No symbiont
2,Ambient,4,7,Jewell,Hyacinthus,Hya.Jew.7,2,Hya.Jew.7.2,0,1,3,6.009,NA,No symbiont
2,Ambient,4,8,Jewell,Tenuis,Ten.Jew.6,3,Ten.Jew.6.3,0,1,3,4.457,NA,No symbiont
2,Ambient,4,9,Jewell,Tenuis,Ten.Jew.7,2,Ten.Jew.7.2,0,1,4,3.334,NA,No symbiont
2,Ambient,4,10,Switzer,Goniastrea,Gon.Swi.10,2,Gon.Swi.10.2,0,1,4,1.996,NA,No symbiont
2,Ambient,4,11,Davies,Tenuis,Ten.Dav.8,2,Ten.Dav.8.2,0,1,3,1.788,NA,No symbiont
2,Ambient,5,2,Switzer,Goniastrea,Gon.Swi.11,4,Gon.Swi.11.4,0,1,4,1.742,NA,No symbiont
2,Ambient,5,3,Switzer,Hyacinthus,Hya.Swi.2,4,Hya.Swi.2.4,0,1,4,4.614,NA,No symbiont
2,Ambient,5,4,Jewell,Goniastrea,Gon.Jew.7,2,Gon.Jew.7.2,0,1,5,3.018,NA,No symbiont
2,Ambient,5,5,Davies,Tenuis,Ten.Dav.D1,3,Ten.Dav.D1.3,0,1,5,3.19,NA,No symbiont
2,Ambient,5,6,Parke,Goniastrea,Gon.Par.8,5,Gon.Par.8.5,0,1,4,1.977,NA,No symbiont
2,Ambient,5,7,Palms,Tenuis,Ten.Pal.6,3,Ten.Pal.6.3,0,1,4,2.934,NA,No symbiont
2,Ambient,5,8,Davies,Hyacinthus,Hya.Dav.12,16,Hya.Dav.12.16,0,1,4,4.548,NA,No symbiont
2,Ambient,5,9,Davies,Hyacinthus,Hya.Dav.11,3,Hya.Dav.11.3,0,1,2,3.583,NA,No symbiont
2,Ambient,5,10,Davies,Tenuis,Ten.Dav.6,3,Ten.Dav.6.3,0,1,5,3.375,NA,No symbiont
2,Ambient,5,11,Parke,Goniastrea,Gon.Par.8,6,Gon.Par.8.6,0,1,5,2.189,NA,No symbiont
2,Ambient,6,2,Jewell,Tenuis,Ten.Jew.7,3,Ten.Jew.7.3,0,1,3,3.715,NA,No symbiont
2,Ambient,6,3,Jewell,Tenuis,Ten.Jew.6,4,Ten.Jew.6.4,0,1,3,4.23,NA,No symbiont
2,Ambient,6,4,Switzer,Goniastrea,Gon.Swi.5,2,Gon.Swi.5.2,0,1,5,2.362,NA,No symbiont
2,Ambient,6,5,Davies,Tenuis,Ten.Dav.1,4,Ten.Dav.1.4,0,1,4,2.458,NA,No symbiont
2,Ambient,6,6,Parke,Goniastrea,Gon.Par.7,4,Gon.Par.7.4,0,1,6,3.947,NA,No symbiont
2,Ambient,6,7,Palms,Tenuis,Ten.Pal.3,3,Ten.Pal.3.3,0,1,3,2.006,NA,No symbiont
2,Ambient,6,8,Jewell,Goniastrea,Gon.Jew.11,3,Gon.Jew.11.3,0,1,5,3.013,NA,No symbiont
2,Ambient,6,9,Davies,Tenuis,Ten.Dav.12,2,Ten.Dav.12.2,0,1,4,2.796,NA,No symbiont
2,Ambient,6,11,Switzer,Goniastrea,Gon.Swi.6,4,Gon.Swi.6.4,0,1,5,2.295,NA,No symbiont
3,Ambient,1,1,Davies,Hyacinthus,Hya.Dav.12,3,Hya.Dav.12.3,0,1,4,3.798,NA,C1 symbiont
3,Ambient,1,3,Jewell,Goniastrea,Gon.Jew.7,3,Gon.Jew.7.3,0,1,6,1.828,NA,C1 symbiont
3,Ambient,1,4,Palms,Tenuis,Ten.Pal.3,4,Ten.Pal.3.4,0,1,4,1.919,NA,C1 symbiont
3,Ambient,1,5,Parke,Goniastrea,Gon.Par.6,4,Gon.Par.6.4,0,1,6,3.205,NA,C1 symbiont
3,Ambient,1,6,Davies,Hyacinthus,Hya.Dav.11,5,Hya.Dav.11.5,0,1,2,3.12,NA,C1 symbiont
3,Ambient,1,7,Jewell,Goniastrea,Gon.Jew.6,3,Gon.Jew.6.3,0,1,6,3.056,NA,C1 symbiont
3,Ambient,1,8,Davies,Tenuis,Ten.Dav.9,5,Ten.Dav.9.5,0,1,5,3.878,NA,C1 symbiont
3,Ambient,1,10,Switzer,Goniastrea,Gon.Swi.12,3,Gon.Swi.12.3,0,1,5,3.915,NA,C1 symbiont
3,Ambient,2,1,Switzer,Goniastrea,Gon.Swi.7,5,Gon.Swi.7.5,0,1,6,3.455,NA,C1 symbiont
3,Ambient,2,2,Parke,Tenuis,Ten.Par.2,3,Ten.Par.2.3,0,1,2,4.819,NA,C1 symbiont
3,Ambient,2,3,Davies,Tenuis,Ten.Dav.6,4,Ten.Dav.6.4,0,1,3,2.953,NA,C1 symbiont
3,Ambient,2,4,Jewell,Hyacinthus,Hya.Jew.3,5,Hya.Jew.3.5,0,1,5,4.96,NA,C1 symbiont
3,Ambient,2,5,Jewell,Tenuis,Ten.Jew.5,4,Ten.Jew.5.4,0,1,4,3.008,NA,C1 symbiont
3,Ambient,2,6,Switzer,Goniastrea,Gon.Swi.5,3,Gon.Swi.5.3,0,1,6,3.153,NA,C1 symbiont
3,Ambient,2,7,Jewell,Hyacinthus,Hya.Jew.7,12,Hya.Jew.7.12,0,1,4,4.226,NA,C1 symbiont
3,Ambient,2,8,Jewell,Tenuis,Ten.Jew.6,5,Ten.Jew.6.5,0,1,4,2.758,NA,C1 symbiont
3,Ambient,2,9,Switzer,Goniastrea,Gon.Swi.6,5,Gon.Swi.6.5,0,1,5,2.655,NA,C1 symbiont
3,Ambient,2,10,Switzer,Goniastrea,Gon.Swi.6,6,Gon.Swi.6.6,0,1,5,3.07,NA,C1 symbiont
3,Ambient,2,11,Switzer,Goniastrea,Gon.Swi.11,5,Gon.Swi.11.5,0,1,6,3.899,NA,C1 symbiont
3,Ambient,3,1,Davies,Hyacinthus,Hya.Dav.8,4,Hya.Dav.8.4,0,1,3,2.299,NA,C1 symbiont
3,Ambient,3,2,Davies,Tenuis,Ten.Dav.13,3,Ten.Dav.13.3,0,1,5,4.238,NA,C1 symbiont
3,Ambient,3,3,Jewell,Tenuis,Ten.Jew.7,4,Ten.Jew.7.4,0,1,4,3.531,NA,C1 symbiont
3,Ambient,3,4,Parke,Tenuis,Ten.Par.5,5,Ten.Par.5.5,0,1,4,3.689,NA,C1 symbiont
3,Ambient,3,5,Parke,Goniastrea,Gon.Par.7,5,Gon.Par.7.5,0,1,6,4.346,NA,C1 symbiont
3,Ambient,3,6,Jewell,Tenuis,Ten.Jew.5,5,Ten.Jew.5.5,0,1,4,4.364,NA,C1 symbiont
3,Ambient,3,7,Parke,Tenuis,Ten.Par.5,6,Ten.Par.5.6,0,1,3,3.007,NA,C1 symbiont
3,Ambient,3,8,Davies,Tenuis,Ten.Dav.12,13,Ten.Dav.12.13,0,1,5,5.014,NA,C1 symbiont
3,Ambient,3,9,Switzer,Hyacinthus,Hya.Swi.2,5,Hya.Swi.2.5,0,1,5,4.287,NA,C1 symbiont
3,Ambient,3,11,Jewell,Hyacinthus,Hya.Jew.7,3,Hya.Jew.7.3,0,1,4,5.443,NA,C1 symbiont
3,Ambient,4,1,Davies,Tenuis,Ten.Dav.1,5,Ten.Dav.1.5,0,1,5,4.186,NA,C1 symbiont
3,Ambient,4,2,Switzer,Goniastrea,Gon.Swi.10,3,Gon.Swi.10.3,0,1,6,3.407,NA,C1 symbiont
3,Ambient,4,3,Palms,Tenuis,Ten.Pal.1,5,Ten.Pal.1.5,0,1,5,4.004,NA,C1 symbiont
3,Ambient,4,4,Switzer,Goniastrea,Gon.Swi.12,4,Gon.Swi.12.4,0,1,6,4.05,NA,C1 symbiont
3,Ambient,4,5,Jewell,Goniastrea,Gon.Jew.8,3,Gon.Jew.8.3,0,1,6,2.887,NA,C1 symbiont
3,Ambient,4,6,Davies,Hyacinthus,Hya.Dav.4,3,Hya.Dav.4.3,0,1,5,3.981,NA,C1 symbiont
3,Ambient,4,7,Parke,Goniastrea,Gon.Par.2,3,Gon.Par.2.3,0,1,6,3.184,NA,C1 symbiont
3,Ambient,4,8,Jewell,Hyacinthus,Hya.Jew.3,6,Hya.Jew.3.6,0,1,4,5.455,NA,C1 symbiont
3,Ambient,4,9,Parke,Goniastrea,Gon.Par.3,5,Gon.Par.3.5,0,1,6,3.063,NA,C1 symbiont
3,Ambient,4,10,Jewell,Tenuis,Ten.Jew.6,6,Ten.Jew.6.6,0,1,4,3.88,NA,C1 symbiont
3,Ambient,4,11,Switzer,Hyacinthus,Hya.Swi.2,20,Hya.Swi.2.20,0,1,6,3.177,NA,C1 symbiont
3,Ambient,5,1,Jewell,Goniastrea,Gon.Jew.8,4,Gon.Jew.8.4,0,1,6,3.642,NA,C1 symbiont
3,Ambient,5,2,Parke,Goniastrea,Gon.Par.6,5,Gon.Par.6.5,0,1,6,4.56,NA,C1 symbiont
3,Ambient,5,3,Davies,Tenuis,Ten.Dav.12,3,Ten.Dav.12.3,0,1,5,4.146,NA,C1 symbiont
3,Ambient,5,4,Davies,Hyacinthus,Hya.Dav.11,6,Hya.Dav.11.6,0,1,2,3.805,NA,C1 symbiont
3,Ambient,5,5,Davies,Tenuis,Ten.Dav.6,5,Ten.Dav.6.5,0,1,5,3.834,NA,C1 symbiont
3,Ambient,5,6,Switzer,Goniastrea,Gon.Swi.7,6,Gon.Swi.7.6,0,1,6,2.134,NA,C1 symbiont
3,Ambient,5,7,Jewell,Goniastrea,Gon.Jew.11,4,Gon.Jew.11.4,0,1,6,3.686,NA,C1 symbiont
3,Ambient,5,8,Davies,Tenuis,Ten.Dav.D1,4,Ten.Dav.D1.4,0,1,6,3.639,NA,C1 symbiont
3,Ambient,5,9,Jewell,Tenuis,Ten.Jew.7,5,Ten.Jew.7.5,0,1,3,3.874,NA,C1 symbiont
3,Ambient,5,10,Switzer,Goniastrea,Gon.Swi.10,4,Gon.Swi.10.4,0,1,6,3.33,NA,C1 symbiont
3,Ambient,5,11,Davies,Tenuis,Ten.Dav.1,6,Ten.Dav.1.6,0,1,4,2.136,NA,C1 symbiont
3,Ambient,6,1,Davies,Tenuis,Ten.Dav.10,5,Ten.Dav.10.5,0,1,4,2.482,NA,C1 symbiont
3,Ambient,6,2,Davies,Tenuis,Ten.Dav.13,4,Ten.Dav.13.4,0,1,5,3.015,NA,C1 symbiont
3,Ambient,6,3,Parke,Goniastrea,Gon.Par.2,4,Gon.Par.2.4,0,1,6,3.493,NA,C1 symbiont
3,Ambient,6,4,Davies,Hyacinthus,Hya.Dav.3,3,Hya.Dav.3.3,0,1,5,4.705,NA,C1 symbiont
3,Ambient,6,5,Parke,Tenuis,Ten.Par.2,4,Ten.Par.2.4,0,1,2,2.956,NA,C1 symbiont
3,Ambient,6,6,Parke,Goniastrea,Gon.Par.3,6,Gon.Par.3.6,0,1,6,2.902,NA,C1 symbiont
3,Ambient,6,7,Palms,Tenuis,Ten.Pal.1,6,Ten.Pal.1.6,0,1,5,3.183,NA,C1 symbiont
3,Ambient,6,8,Switzer,Goniastrea,Gon.Swi.11,6,Gon.Swi.11.6,0,1,4,2.267,NA,C1 symbiont
3,Ambient,6,9,Jewell,Goniastrea,Gon.Jew.10,5,Gon.Jew.10.5,0,1,6,2.498,NA,C1 symbiont
3,Ambient,6,10,Parke,Goniastrea,Gon.Par.7,6,Gon.Par.7.6,0,1,6,2.486,NA,C1 symbiont
3,Ambient,6,11,Jewell,Goniastrea,Gon.Jew.11,5,Gon.Jew.11.5,0,1,5,2.679,NA,C1 symbiont
4,Ambient,1,1,Davies,Tenuis,Ten.Dav.13,5,Ten.Dav.13.5,0,1,5,4.704,NA,No symbiont
4,Ambient,1,2,Switzer,Goniastrea,Gon.Swi.5,4,Gon.Swi.5.4,0,1,6,3.424,NA,No symbiont
4,Ambient,1,3,Davies,Tenuis,Ten.Dav.12,4,Ten.Dav.12.4,0,1,4,2.741,NA,No symbiont
4,Ambient,1,4,Jewell,Goniastrea,Gon.Jew.7,13,Gon.Jew.7.13,0,1,6,2.58,NA,No symbiont
4,Ambient,1,5,Davies,Tenuis,Ten.Dav.1,7,Ten.Dav.1.7,0,1,4,2.871,NA,No symbiont
4,Ambient,1,7,Davies,Tenuis,Ten.Dav.1,8,Ten.Dav.1.8,0,1,5,4.754,NA,No symbiont
4,Ambient,1,9,Jewell,Goniastrea,Gon.Jew.11,6,Gon.Jew.11.6,0,1,6,2.899,NA,No symbiont
4,Ambient,1,10,Jewell,Goniastrea,Gon.Jew.8,5,Gon.Jew.8.5,0,1,6,3.275,NA,No symbiont
4,Ambient,1,11,Davies,Tenuis,Ten.Dav.10,6,Ten.Dav.10.6,0,1,3,3.777,NA,No symbiont
4,Ambient,2,1,Jewell,Tenuis,Ten.Jew.5,6,Ten.Jew.5.6,0,1,3,3.962,NA,No symbiont
4,Ambient,2,2,Parke,Goniastrea,Gon.Par.6,6,Gon.Par.6.6,0,1,6,3.625,NA,No symbiont
4,Ambient,2,4,Switzer,Goniastrea,Gon.Swi.12,5,Gon.Swi.12.5,0,1,6,2.982,NA,No symbiont
4,Ambient,2,5,Davies,Hyacinthus,Hya.Dav.4,4,Hya.Dav.4.4,0,1,5,4.261,NA,No symbiont
4,Ambient,2,6,Parke,Goniastrea,Gon.Par.8,7,Gon.Par.8.7,0,1,6,2.154,NA,No symbiont
4,Ambient,2,7,Jewell,Hyacinthus,Hya.Jew.7,4,Hya.Jew.7.4,0,1,2,2.66,NA,No symbiont
4,Ambient,2,8,Switzer,Goniastrea,Gon.Swi.7,7,Gon.Swi.7.7,0,1,6,2.631,NA,No symbiont
4,Ambient,2,9,Jewell,Tenuis,Ten.Jew.6,7,Ten.Jew.6.7,0,1,3,5.22,NA,No symbiont
4,Ambient,2,10,Parke,Goniastrea,Gon.Par.2,5,Gon.Par.2.5,0,1,5,3.697,NA,No symbiont
4,Ambient,3,1,Palms,Tenuis,Ten.Pal.1,7,Ten.Pal.1.7,0,1,5,4.751,NA,No symbiont
4,Ambient,3,2,Davies,Tenuis,Ten.Dav.6,6,Ten.Dav.6.6,0,1,6,6.977,NA,No symbiont
4,Ambient,3,3,Jewell,Goniastrea,Gon.Jew.10,6,Gon.Jew.10.6,0,1,5,2.291,NA,No symbiont
4,Ambient,3,4,Switzer,Goniastrea,Gon.Swi.10,5,Gon.Swi.10.5,0,1,6,3.251,NA,No symbiont
4,Ambient,3,5,Switzer,Goniastrea,Gon.Swi.12,6,Gon.Swi.12.6,0,1,6,3.92,NA,No symbiont
4,Ambient,3,6,Parke,Goniastrea,Gon.Par.7,7,Gon.Par.7.7,0,1,5,2.589,NA,No symbiont
4,Ambient,3,7,Jewell,Hyacinthus,Hya.Jew.3,7,Hya.Jew.3.7,0,1,5,4.051,NA,No symbiont
4,Ambient,3,8,Parke,Goniastrea,Gon.Par.2,6,Gon.Par.2.6,0,1,6,3.91,NA,No symbiont
4,Ambient,3,9,Parke,Tenuis,Ten.Par.5,7,Ten.Par.5.7,0,1,2,2.444,NA,No symbiont
4,Ambient,3,10,Parke,Goniastrea,Gon.Par.3,7,Gon.Par.3.7,0,1,6,3.185,NA,No symbiont
4,Ambient,3,11,Switzer,Hyacinthus,Hya.Swi.2,6,Hya.Swi.2.6,0,1,6,5.756,NA,No symbiont
4,Ambient,4,1,Palms,Tenuis,Ten.Pal.1,8,Ten.Pal.1.8,0,1,6,4.321,NA,No symbiont
4,Ambient,4,2,Jewell,Hyacinthus,Hya.Jew.3,20,Hya.Jew.3.20,0,1,5,6.918,NA,No symbiont
4,Ambient,4,3,Parke,Tenuis,Ten.Par.2,5,Ten.Par.2.5,0,1,2,3.842,NA,No symbiont
4,Ambient,4,4,Parke,Tenuis,Ten.Par.2,6,Ten.Par.2.6,0,1,3,5.159,NA,No symbiont
4,Ambient,4,5,Jewell,Goniastrea,Gon.Jew.6,4,Gon.Jew.6.4,0,1,6,3.07,NA,No symbiont
4,Ambient,4,6,Davies,Tenuis,Ten.Dav.D1,5,Ten.Dav.D1.5,0,1,5,2.417,NA,No symbiont
4,Ambient,4,7,Davies,Tenuis,Ten.Dav.12,17,Ten.Dav.12.17,0,1,5,2.261,NA,No symbiont
4,Ambient,4,8,Palms,Tenuis,Ten.Pal.3,5,Ten.Pal.3.5,0,1,3,1.974,NA,No symbiont
4,Ambient,4,9,Jewell,Tenuis,Ten.Jew.7,6,Ten.Jew.7.6,0,1,5,2.21,NA,No symbiont
4,Ambient,4,10,Jewell,Tenuis,Ten.Jew.5,7,Ten.Jew.5.7,0,1,4,3.073,NA,No symbiont
4,Ambient,5,1,Davies,Tenuis,Ten.Dav.6,7,Ten.Dav.6.7,0,1,4,3.534,NA,No symbiont
4,Ambient,5,2,Davies,Hyacinthus,Hya.Dav.3,4,Hya.Dav.3.4,0,1,5,5.466,NA,No symbiont
4,Ambient,5,3,Switzer,Goniastrea,Gon.Swi.6,7,Gon.Swi.6.7,0,1,6,5.466,NA,No symbiont
4,Ambient,5,4,Davies,Tenuis,Ten.Dav.9,6,Ten.Dav.9.6,0,1,4,2.504,NA,No symbiont
4,Ambient,5,5,Jewell,Tenuis,Ten.Jew.6,8,Ten.Jew.6.8,0,1,2,4.038,NA,No symbiont
4,Ambient,5,6,Jewell,Goniastrea,Gon.Jew.11,7,Gon.Jew.11.7,0,1,6,3.017,NA,No symbiont
4,Ambient,5,7,Switzer,Goniastrea,Gon.Swi.6,8,Gon.Swi.6.8,0,1,6,2.957,NA,No symbiont
4,Ambient,5,8,Switzer,Goniastrea,Gon.Swi.11,7,Gon.Swi.11.7,0,1,5,2.047,NA,No symbiont
4,Ambient,5,9,Davies,Tenuis,Ten.Dav.10,7,Ten.Dav.10.7,0,1,5,2.621,NA,No symbiont
4,Ambient,5,10,Jewell,Tenuis,Ten.Jew.7,7,Ten.Jew.7.7,0,1,4,3.456,NA,No symbiont
4,Ambient,5,11,Davies,Hyacinthus,Hya.Dav.4,5,Hya.Dav.4.5,0,1,5,3.883,NA,No symbiont
4,Ambient,6,1,Davies,Hyacinthus,Hya.Dav.3,5,Hya.Dav.3.5,0,1,5,8.517,NA,No symbiont
4,Ambient,6,2,Davies,Tenuis,Ten.Dav.13,6,Ten.Dav.13.6,0,1,5,4.065,NA,No symbiont
