,Treatment,Temp,IndID,popcross,Tank,Cassette,Plate.Slide,T0,T6,Grey_change
2123,D1,AMB,2.685.2946.10,JEWxDAV,2,685,2946,146.294,132.042,-14.252
2124,D1,AMB,2.685.2946.2,JEWxDAV,2,685,2946,144.883,132.223,-12.66
2125,D1,AMB,2.685.2946.3,JEWxDAV,2,685,2946,135.405,112.814,-22.591
2126,D1,AMB,2.685.2946.4,JEWxDAV,2,685,2946,143.88,109.334,-34.545
2127,D1,AMB,2.685.2946.5,JEWxDAV,2,685,2946,150.521,135.107,-15.414
2128,D1,AMB,2.685.2946.6,JEWxDAV,2,685,2946,147.633,133.314,-14.318
2129,D1,AMB,2.685.2946.7,JEWxDAV,2,685,2946,148.223,139.68,-8.542
2130,D1,AMB,2.685.2946.8,JEWxDAV,2,685,2946,138.442,123.453,-14.989
2131,D1,AMB,2.685.2946.9,JEWxDAV,2,685,2946,174.362,156.986,-17.376
2132,D1,AMB,2.705.1245.1,PARxDAV,2,705,1245,89.777,68.28,-21.496
2133,D1,AMB,2.705.1245.2,PARxDAV,2,705,1245,103.136,82.596,-20.54
2134,D1,AMB,2.705.1245.3,PARxDAV,2,705,1245,106.019,89.179,-16.84
2135,D1,AMB,2.705.1245.4,PARxDAV,2,705,1245,126.775,98.933,-27.842
2136,D1,AMB,2.705.1450.2,DAVxDAV,2,705,1450,135.594,107.919,-27.675
2137,D1,AMB,2.705.1450.3,DAVxDAV,2,705,1450,133.405,114.986,-18.419
2138,D1,AMB,2.705.1450.4,DAVxDAV,2,705,1450,152.222,137.125,-15.096
2139,D1,AMB,2.705.1450.5,DAVxDAV,2,705,1450,147.699,121.227,-26.472
2140,D1,AMB,2.705.1450.6,DAVxDAV,2,705,1450,136.194,121.941,-14.253
2141,D1,AMB,2.705.1450.7,DAVxDAV,2,705,1450,136.086,107.303,-28.783
2142,D1,AMB,2.705.1450.8,DAVxDAV,2,705,1450,138.679,113.443,-25.236
2143,D1,AMB,2.705.2712.1,JEWxDAV,2,705,2712,116.232,85.895,-30.337
2144,D1,AMB,2.705.2712.2,JEWxDAV,2,705,2712,118.073,90.423,-27.65
2145,D1,AMB,2.705.2712.3,JEWxDAV,2,705,2712,127.374,95.853,-31.521
2146,D1,AMB,2.705.2712.4,JEWxDAV,2,705,2712,126.394,103.279,-23.115
2147,D1,AMB,2.705.2712.5,JEWxDAV,2,705,2712,126.864,101.164,-25.7
2148,D1,AMB,2.705.2712.6,JEWxDAV,2,705,2712,131.172,104.888,-26.284
2149,D1,AMB,2.705.2769.1,DAVxDAV,2,705,2769,148.309,117.023,-31.285
2150,D1,AMB,2.705.2769.2,DAVxDAV,2,705,2769,132.513,111.536,-20.977
2151,D1,AMB,2.705.2769.3,DAVxDAV,2,705,2769,154.116,127.366,-26.75
2152,D1,AMB,2.705.2769.4,DAVxDAV,2,705,2769,144.812,108.348,-36.464
2153,D1,AMB,2.705.2769.5,DAVxDAV,2,705,2769,145.914,145.139,-0.775
2154,D1,AMB,2.705.2769.6,DAVxDAV,2,705,2769,154.324,149.718,-4.605
2155,D1,AMB,2.705.2769.7,DAVxDAV,2,705,2769,155.675,144.734,-10.941
2156,D1,AMB,2.705.2788.10,DAVxDAV,2,705,2788,106.592,85.103,-21.489
2157,D1,AMB,2.705.2788.11,DAVxDAV,2,705,2788,129.371,107.681,-21.69
2158,D1,AMB,2.705.2788.12,DAVxDAV,2,705,2788,104.663,78.571,-26.092
2159,D1,AMB,2.705.2788.2,DAVxDAV,2,705,2788,112.808,95.362,-17.446
2160,D1,AMB,2.705.2788.3,DAVxDAV,2,705,2788,112.165,90.227,-21.938
2161,D1,AMB,2.705.2788.4,DAVxDAV,2,705,2788,102.984,78.666,-24.319
2162,D1,AMB,2.705.2788.5,DAVxDAV,2,705,2788,110.199,83.611,-26.587
2163,D1,AMB,2.705.2788.6,DAVxDAV,2,705,2788,121.012,95.66,-25.351
2164,D1,AMB,2.705.2788.7,DAVxDAV,2,705,2788,112.157,86.415,-25.742
2165,D1,AMB,2.705.2788.8,DAVxDAV,2,705,2788,122.534,97.154,-25.379
2166,D1,AMB,2.705.2788.9,DAVxDAV,2,705,2788,117.767,94.027,-23.74
2167,D1,AMB,2.709.1227.1,PARxDAV,2,709,1227,134.731,91.907,-42.824
2168,D1,AMB,2.709.1227.10,PARxDAV,2,709,1227,141.583,124.69,-16.892
2169,D1,AMB,2.709.1227.11,PARxDAV,2,709,1227,144.086,125.302,-18.784
2170,D1,AMB,2.709.1227.13,PARxDAV,2,709,1227,130.391,114.566,-15.826
2171,D1,AMB,2.709.1227.2,PARxDAV,2,709,1227,141.233,101.294,-39.939
2172,D1,AMB,2.709.1227.3,PARxDAV,2,709,1227,126.599,105.596,-21.003
2173,D1,AMB,2.709.1227.4,PARxDAV,2,709,1227,153.922,137.232,-16.69
2174,D1,AMB,2.709.1227.5,PARxDAV,2,709,1227,142.246,131.184,-11.062
2175,D1,AMB,2.709.1227.6,PARxDAV,2,709,1227,140.033,123.955,-16.078
2176,D1,AMB,2.709.1227.7,PARxDAV,2,709,1227,133.157,111.783,-21.374
2177,D1,AMB,2.709.1227.8,PARxDAV,2,709,1227,139.421,125.538,-13.883
2178,D1,AMB,2.709.1227.9,PARxDAV,2,709,1227,147.895,128.935,-18.96
2179,D1,AMB,2.709.1586.1,PALxPAL,2,709,1586,122.659,92.356,-30.303
2180,D1,AMB,2.709.1586.2,PALxPAL,2,709,1586,116.497,101.426,-15.071
2181,D1,AMB,2.709.1586.3,PALxPAL,2,709,1586,119.834,99.838,-19.996
2182,D1,AMB,2.709.1586.4,PALxPAL,2,709,1586,126.267,109.316,-16.951
2183,D1,AMB,2.709.1586.5,PALxPAL,2,709,1586,106.137,89.014,-17.123
2184,D1,AMB,2.709.2727.2,PARxDAV,2,709,2727,111.818,99.516,-12.302
2185,D1,AMB,2.709.2727.3,PARxDAV,2,709,2727,102.935,81,-21.935
2186,D1,AMB,2.709.2727.4,PARxDAV,2,709,2727,126.469,112.017,-14.452
2187,D1,AMB,2.709.2727.5,PARxDAV,2,709,2727,117.938,84.008,-33.93
2188,D1,AMB,2.709.2727.6,PARxDAV,2,709,2727,125.673,109.549,-16.124
2189,D1,AMB,2.709.2727.7,PARxDAV,2,709,2727,119.218,86.386,-32.831
2190,D1,AMB,2.709.2727.9,PARxDAV,2,709,2727,124.427,91.108,-33.319
2191,D1,AMB,2.709.2843.1,JEWxDAV,2,709,2843,83.814,64.958,-18.856
2192,D1,AMB,2.709.2843.10,JEWxDAV,2,709,2843,103.423,64.543,-38.88
2193,D1,AMB,2.709.2843.2,JEWxDAV,2,709,2843,90.776,76.357,-14.418
2194,D1,AMB,2.709.2843.3,JEWxDAV,2,709,2843,97.05,85.651,-11.399
2195,D1,AMB,2.709.2843.5,JEWxDAV,2,709,2843,101.81,60.372,-41.438
2196,D1,AMB,2.709.2843.6,JEWxDAV,2,709,2843,92.701,66.333,-26.368
2197,D1,AMB,2.709.2843.7,JEWxDAV,2,709,2843,88.086,69.235,-18.852
2198,D1,AMB,2.709.2843.8,JEWxDAV,2,709,2843,99.991,66.207,-33.784
2199,D1,AMB,2.709.2843.9,JEWxDAV,2,709,2843,108.213,82.872,-25.341
2200,D1,AMB,2.709.2905.1,SWIxDAV,2,709,2905,121.954,84.724,-37.23
2201,D1,AMB,2.709.2905.2,SWIxDAV,2,709,2905,140.847,103.043,-37.803
2202,D1,AMB,2.709.2905.3,SWIxDAV,2,709,2905,135.945,93.263,-42.682
2203,D1,AMB,2.709.2905.4,SWIxDAV,2,709,2905,141.804,146.397,4.593
2204,D1,AMB,2.709.2905.5,SWIxDAV,2,709,2905,119.777,89.91,-29.867
2205,D1,AMB,2.709.2905.6,SWIxDAV,2,709,2905,138.548,124.056,-14.493
2206,D1,AMB,2.709.2905.7,SWIxDAV,2,709,2905,129.023,98.582,-30.441
2207,D1,AMB,2.709.2905.8,SWIxDAV,2,709,2905,143.911,93.808,-50.103
2208,D1,AMB,2.710.1288.1,SWIxDAV,2,710,1288,113.144,88.871,-24.273
2209,D1,AMB,2.710.1288.2,SWIxDAV,2,710,1288,120.124,99.299,-20.825
2210,D1,AMB,2.710.1288.3,SWIxDAV,2,710,1288,124.019,105.204,-18.814
2211,D1,AMB,2.710.1288.4,SWIxDAV,2,710,1288,119.438,100.976,-18.461
2212,D1,AMB,2.710.1288.5,SWIxDAV,2,710,1288,142.792,138.188,-4.604
2213,D1,AMB,2.710.1288.7,SWIxDAV,2,710,1288,131.158,118.004,-13.154
2214,D1,AMB,2.710.1424.1,JEWxJEW,2,710,1424,141.904,111.966,-29.937
2215,D1,AMB,2.710.1424.2,JEWxJEW,2,710,1424,145.131,136.098,-9.033
2216,D1,AMB,2.710.1424.3,JEWxJEW,2,710,1424,140.095,129.005,-11.09
2217,D1,AMB,2.710.1424.4,JEWxJEW,2,710,1424,131.746,118.207,-13.539
2218,D1,AMB,2.710.1424.5,JEWxJEW,2,710,1424,148.709,135.719,-12.99
2219,D1,AMB,2.710.1424.6,JEWxJEW,2,710,1424,154.315,144.97,-9.345
2220,D1,AMB,2.710.1572.1,PALxPAL,2,710,1572,125.957,113.418,-12.54
2221,D1,AMB,2.710.1572.10,PALxPAL,2,710,1572,116.777,103.653,-13.124
2222,D1,AMB,2.710.1572.2,PALxPAL,2,710,1572,126.546,113.009,-13.537
2223,D1,AMB,2.710.1572.3,PALxPAL,2,710,1572,124.938,111.105,-13.833
2224,D1,AMB,2.710.1572.4,PALxPAL,2,710,1572,124.207,113.459,-10.747
2225,D1,AMB,2.710.1572.5,PALxPAL,2,710,1572,130.077,116.233,-13.844
2226,D1,AMB,2.710.1572.6,PALxPAL,2,710,1572,124.231,118.025,-6.206
2227,D1,AMB,2.710.1572.7,PALxPAL,2,710,1572,122.29,118.899,-3.39
2228,D1,AMB,2.710.1572.8,PALxPAL,2,710,1572,129.442,121.555,-7.887
2229,D1,AMB,2.710.1572.9,PALxPAL,2,710,1572,120.717,120.547,-0.17
2230,D1,AMB,2.710.1616.2,JEWxDAV,2,710,1616,83.554,66.05,-17.504
2231,D1,AMB,2.710.1616.3,JEWxDAV,2,710,1616,75.736,68.059,-7.676
2232,D1,AMB,2.710.1616.4,JEWxDAV,2,710,1616,101.409,86.764,-14.646
2233,D1,AMB,2.710.1616.5,JEWxDAV,2,710,1616,90.021,65.859,-24.162
2234,D1,AMB,2.710.1616.6,JEWxDAV,2,710,1616,103.016,93.112,-9.904
2235,D1,AMB,2.710.2348.10,SWIxDAV,2,710,2348,145.63,135.731,-9.9
2236,D1,AMB,2.710.2348.2,SWIxDAV,2,710,2348,134.335,112.308,-22.027
2237,D1,AMB,2.710.2348.3,SWIxDAV,2,710,2348,140.621,120.242,-20.379
2238,D1,AMB,2.710.2348.4,SWIxDAV,2,710,2348,150.838,135.725,-15.113
2239,D1,AMB,2.710.2348.5,SWIxDAV,2,710,2348,124.537,112.4,-12.137
2240,D1,AMB,2.710.2348.6,SWIxDAV,2,710,2348,144.642,120.748,-23.894
2241,D1,AMB,2.710.2348.7,SWIxDAV,2,710,2348,146.713,136.965,-9.747
2242,D1,AMB,2.710.2348.8,SWIxDAV,2,710,2348,140.752,124.258,-16.493
2243,D1,AMB,2.710.2348.9,SWIxDAV,2,710,2348,151.442,143.764,-7.677
2244,D1,AMB,2.711.1222.2,SWIxSWI,2,711,1222,151.721,127.158,-24.563
2245,D1,AMB,2.711.1222.3,SWIxSWI,2,711,1222,167.701,155.549,-12.152
2246,D1,AMB,2.711.1222.4,SWIxSWI,2,711,1222,160.221,147.031,-13.191
2247,D1,AMB,2.711.1222.5,SWIxSWI,2,711,1222,157.073,144.48,-12.594
2248,D1,AMB,2.711.1222.6,SWIxSWI,2,711,1222,162.518,148.204,-14.314
2249,D1,AMB,2.711.1222.7,SWIxSWI,2,711,1222,164.491,160.32,-4.17
2250,D1,AMB,2.711.1222.8,SWIxSWI,2,711,1222,177.743,159.087,-18.656
2251,D1,AMB,2.711.1621.10,SWIxDAV,2,711,1621,141.614,127.003,-14.612
2252,D1,AMB,2.711.1621.2,SWIxDAV,2,711,1621,130.303,111.609,-18.694
2253,D1,AMB,2.711.1621.4,SWIxDAV,2,711,1621,148.799,130.674,-18.125
2254,D1,AMB,2.711.1621.5,SWIxDAV,2,711,1621,154.673,134.474,-20.199
2255,D1,AMB,2.711.1621.6,SWIxDAV,2,711,1621,147.815,148.186,0.371
2256,D1,AMB,2.711.1621.7,SWIxDAV,2,711,1621,145.968,127.512,-18.455
2257,D1,AMB,2.711.1621.8,SWIxDAV,2,711,1621,150.666,135.675,-14.99
2258,D1,AMB,2.711.1621.9,SWIxDAV,2,711,1621,151.382,140.246,-11.136
2259,D1,AMB,2.711.2766.1,JEWxJEW,2,711,2766,109.443,88.41,-21.033
2260,D1,AMB,2.711.2766.2,JEWxJEW,2,711,2766,125.02,106.921,-18.099
2261,D1,AMB,2.711.2766.3,JEWxJEW,2,711,2766,116.994,97.993,-19.001
2262,D1,AMB,2.711.2766.4,JEWxJEW,2,711,2766,130.156,115.729,-14.427
2263,D1,AMB,2.711.2766.5,JEWxJEW,2,711,2766,127.294,107.068,-20.226
2264,D1,AMB,2.711.2848.2,PARxPAR,2,711,2848,120.263,94.214,-26.05
2265,D1,AMB,2.711.2848.3,PARxPAR,2,711,2848,126.731,109.21,-17.521
2266,D1,AMB,2.711.2848.4,PARxPAR,2,711,2848,116.686,91.906,-24.779
2267,D1,AMB,2.711.2848.5,PARxPAR,2,711,2848,131.179,108.879,-22.299
2268,D1,AMB,2.711.2848.6,PARxPAR,2,711,2848,140.727,124.989,-15.738
2269,D1,AMB,2.711.2848.7,PARxPAR,2,711,2848,138.359,122.344,-16.015
2270,D1,AMB,2.711.2848.8,PARxPAR,2,711,2848,135.746,117.474,-18.272
2271,D1,AMB,2.711.2848.9,PARxPAR,2,711,2848,136.621,121.887,-14.734
2272,D1,AMB,2.711.2915.10,DAVxDAV,2,711,2915,107.483,99.374,-8.109
2273,D1,AMB,2.711.2915.11,DAVxDAV,2,711,2915,120.612,118.751,-1.861
2274,D1,AMB,2.711.2915.5,DAVxDAV,2,711,2915,105.979,94.681,-11.298
2275,D1,AMB,2.711.2915.6,DAVxDAV,2,711,2915,109.99,104.157,-5.833
2276,D1,AMB,2.711.2915.7,DAVxDAV,2,711,2915,109.502,105.668,-3.834
2277,D1,AMB,2.711.2915.8,DAVxDAV,2,711,2915,114.327,112.824,-1.503
2278,D1,AMB,2.711.2915.9,DAVxDAV,2,711,2915,120.856,112.723,-8.134
2279,D1,HOT,3.431.1275.1,PALxDAV,3,431,1275,131.57,130.41,-1.16
2280,D1,HOT,3.431.1275.3,PALxDAV,3,431,1275,131.506,143.538,12.032
2281,D1,HOT,3.431.1275.4,PALxDAV,3,431,1275,125.047,125.636,0.589
2282,D1,HOT,3.431.1275.6,PALxDAV,3,431,1275,141.617,155.203,13.586
2283,D1,HOT,3.431.1602.2,JEWxDAV,3,431,1602,72.488,76.149,3.661
2284,D1,HOT,3.431.1602.3,JEWxDAV,3,431,1602,70.732,65.322,-5.41
2285,D1,HOT,3.431.1602.4,JEWxDAV,3,431,1602,88.279,78.284,-9.994
2286,D1,HOT,3.431.1602.5,JEWxDAV,3,431,1602,91.426,79.236,-12.19
2287,D1,HOT,3.431.1602.6,JEWxDAV,3,431,1602,100.111,99.693,-0.417
2288,D1,HOT,3.431.1602.7,JEWxDAV,3,431,1602,100.085,89.509,-10.575
2289,D1,HOT,3.431.1602.8,JEWxDAV,3,431,1602,110.967,109.28,-1.687
2290,D1,HOT,3.431.1602.9,JEWxDAV,3,431,1602,108.63,106.783,-1.847
2291,D1,HOT,3.431.1696.11,SWIxDAV,3,431,1696,131.463,120.331,-11.132
2292,D1,HOT,3.431.1696.12,SWIxDAV,3,431,1696,134.374,127.713,-6.662
2293,D1,HOT,3.431.1696.13,SWIxDAV,3,431,1696,122.353,128.559,6.206
2294,D1,HOT,3.431.1696.14,SWIxDAV,3,431,1696,137.806,131.909,-5.897
2295,D1,HOT,3.431.1696.3,SWIxDAV,3,431,1696,130.319,104.454,-25.864
2296,D1,HOT,3.431.1696.4,SWIxDAV,3,431,1696,118.039,103.325,-14.714
2297,D1,HOT,3.431.1696.5,SWIxDAV,3,431,1696,120.969,124.056,3.087
2298,D1,HOT,3.431.1696.6,SWIxDAV,3,431,1696,130.389,124.553,-5.836
2299,D1,HOT,3.431.1696.7,SWIxDAV,3,431,1696,130.795,135.076,4.281
2300,D1,HOT,3.431.1696.8,SWIxDAV,3,431,1696,127.967,90.163,-37.804
2301,D1,HOT,3.431.1696.9,SWIxDAV,3,431,1696,135.874,141.25,5.377
2302,D1,HOT,3.431.1905.1,JEWxPAL,3,431,1905,129.044,109.58,-19.464
2303,D1,HOT,3.431.1905.10,JEWxPAL,3,431,1905,131.099,133.559,2.459
2304,D1,HOT,3.431.1905.12,JEWxPAL,3,431,1905,130.326,140.479,10.153
2305,D1,HOT,3.431.1905.13,JEWxPAL,3,431,1905,136.433,147.079,10.646
2306,D1,HOT,3.431.1905.2,JEWxPAL,3,431,1905,111.094,90.675,-20.419
2307,D1,HOT,3.431.1905.3,JEWxPAL,3,431,1905,118.076,84.599,-33.477
2308,D1,HOT,3.431.1905.4,JEWxPAL,3,431,1905,124.815,106.596,-18.219
2309,D1,HOT,3.431.1905.5,JEWxPAL,3,431,1905,117.082,116.821,-0.261
2310,D1,HOT,3.431.1905.6,JEWxPAL,3,431,1905,119.236,121.631,2.395
2311,D1,HOT,3.431.1905.7,JEWxPAL,3,431,1905,122.876,106.681,-16.195
2312,D1,HOT,3.431.1905.8,JEWxPAL,3,431,1905,126.726,117.252,-9.474
2313,D1,HOT,3.431.1905.9,JEWxPAL,3,431,1905,125.74,125.264,-0.476
2314,D1,HOT,3.431.2321.1,JEWxJEW,3,431,2321,112.309,91.966,-20.344
2315,D1,HOT,3.431.2321.2,JEWxJEW,3,431,2321,110.354,105.05,-5.304
2316,D1,HOT,3.431.2321.3,JEWxJEW,3,431,2321,108.636,119.164,10.529
2317,D1,HOT,3.431.2321.4,JEWxJEW,3,431,2321,115.295,119.617,4.321
2318,D1,HOT,3.449.1203.1,JEWxDAV,3,449,1203,116.171,101.329,-14.842
2319,D1,HOT,3.449.1203.2,JEWxDAV,3,449,1203,116.451,106.077,-10.375
2320,D1,HOT,3.449.1203.4,JEWxDAV,3,449,1203,116.078,109.985,-6.093
2321,D1,HOT,3.449.1203.5,JEWxDAV,3,449,1203,128.833,127.074,-1.76
2322,D1,HOT,3.449.1203.8,JEWxDAV,3,449,1203,133.033,135.516,2.483
2323,D1,HOT,3.449.2811.10,PARxPAR,3,449,2811,112.355,120.78,8.425
2324,D1,HOT,3.449.2811.11,PARxPAR,3,449,2811,113.043,117.51,4.467
2325,D1,HOT,3.449.2811.12,PARxPAR,3,449,2811,108.562,114.181,5.62
2326,D1,HOT,3.449.2811.3,PARxPAR,3,449,2811,102.062,122.074,20.012
2327,D1,HOT,3.449.2811.4,PARxPAR,3,449,2811,93.804,86.141,-7.663
2328,D1,HOT,3.449.2811.5,PARxPAR,3,449,2811,81.923,67.284,-14.639
2329,D1,HOT,3.449.2811.7,PARxPAR,3,449,2811,110.422,112.501,2.079
2330,D1,HOT,3.449.2811.8,PARxPAR,3,449,2811,102.29,118.297,16.006
2331,D1,HOT,3.449.2811.9,PARxPAR,3,449,2811,118.676,128.412,9.736
2332,D1,HOT,3.449.2977.1,JEWxDAV,3,449,2977,117.098,90.895,-26.202
2333,D1,HOT,3.449.2977.2,JEWxDAV,3,449,2977,122.682,102.725,-19.957
2334,D1,HOT,3.449.2977.5,JEWxDAV,3,449,2977,123.946,129.524,5.579
2335,D1,HOT,3.475.1427.1,JEWxPAL,3,475,1427,106.077,102.595,-3.483
2336,D1,HOT,3.475.1427.3,JEWxPAL,3,475,1427,109.708,104.016,-5.692
2337,D1,HOT,3.475.1427.4,JEWxPAL,3,475,1427,101.617,106.42,4.803
2338,D1,HOT,3.475.1427.5,JEWxPAL,3,475,1427,106.561,117.091,10.53
2339,D1,HOT,3.475.1427.6,JEWxPAL,3,475,1427,96.309,92.139,-4.169
2340,D1,HOT,3.475.1506.1,JEWxDAV,3,475,1506,99.732,110.891,11.159
2341,D1,HOT,3.475.1506.11,JEWxDAV,3,475,1506,139.219,160.861,21.641
2342,D1,HOT,3.475.1506.12,JEWxDAV,3,475,1506,116.097,114.414,-1.682
2343,D1,HOT,3.475.1506.2,JEWxDAV,3,475,1506,110.445,118.182,7.737
2344,D1,HOT,3.475.1506.3,JEWxDAV,3,475,1506,118.135,114.631,-3.504
2345,D1,HOT,3.475.1506.4,JEWxDAV,3,475,1506,107.085,115.656,8.571
2346,D1,HOT,3.475.1506.5,JEWxDAV,3,475,1506,108.586,120.745,12.159
2347,D1,HOT,3.475.1506.6,JEWxDAV,3,475,1506,109.789,125.48,15.691
2348,D1,HOT,3.475.1506.7,JEWxDAV,3,475,1506,118.73,136.208,17.478
2349,D1,HOT,3.475.1506.8,JEWxDAV,3,475,1506,128.088,130.948,2.86
2350,D1,HOT,3.475.1506.9,JEWxDAV,3,475,1506,122.641,125.594,2.953
2351,D1,HOT,3.475.2786.10,JEWxDAV,3,475,2786,132.744,150,17.256
2352,D1,HOT,3.475.2786.2,JEWxDAV,3,475,2786,124.449,113.165,-11.284
2353,D1,HOT,3.475.2786.3,JEWxDAV,3,475,2786,116.861,120.615,3.754
2354,D1,HOT,3.475.2786.4,JEWxDAV,3,475,2786,132.509,126.709,-5.8
2355,D1,HOT,3.475.2786.5,JEWxDAV,3,475,2786,134.514,140.586,6.071
2356,D1,HOT,3.475.2786.6,JEWxDAV,3,475,2786,131.29,134.788,3.498
2357,D1,HOT,3.475.2786.7,JEWxDAV,3,475,2786,133.91,145.119,11.21
2358,D1,HOT,3.475.2786.8,JEWxDAV,3,475,2786,134.879,134.872,-0.007
2359,D1,HOT,3.475.2786.9,JEWxDAV,3,475,2786,134.663,142.797,8.133
2360,D1,HOT,3.475.2853.2,SWIxDAV,3,475,2853,100.152,111.047,10.894
2361,D1,HOT,3.475.2853.3,SWIxDAV,3,475,2853,113.219,127.501,14.282
2362,D1,HOT,3.475.2853.4,SWIxDAV,3,475,2853,114.693,134.031,19.338
2363,D1,HOT,3.475.2853.7,SWIxDAV,3,475,2853,109.11,138.077,28.967
2364,D1,HOT,3.639.1578.1,PALxPAL,3,639,1578,118.401,128.158,9.757
2365,D1,HOT,3.639.1578.2,PALxPAL,3,639,1578,121.099,148.471,27.372
2366,D1,HOT,3.639.1578.3,PALxPAL,3,639,1578,132.647,151.47,18.823
2367,D1,HOT,3.639.1578.4,PALxPAL,3,639,1578,130.929,148.234,17.306
2368,D1,HOT,3.639.1578.6,PALxPAL,3,639,1578,127.714,163.57,35.857
2369,D1,HOT,3.639.2316.1,PARxDAV,3,639,2316,118.219,115.514,-2.705
2370,D1,HOT,3.639.2316.4,PARxDAV,3,639,2316,134.79,143.403,8.614
2371,D1,HOT,3.639.2349.2,DAVxDAV,3,639,2349,92.207,100.305,8.098
2372,D1,HOT,3.639.2349.3,DAVxDAV,3,639,2349,92.342,100.635,8.293
2373,D1,HOT,3.639.2349.6,DAVxDAV,3,639,2349,99.254,111.427,12.173
2374,D1,HOT,3.639.2890.1,PARxPAR,3,639,2890,124.809,124.292,-0.516
2375,D1,HOT,3.639.2890.2,PARxPAR,3,639,2890,113.888,122.045,8.157
2376,D1,HOT,3.639.2890.3,PARxPAR,3,639,2890,121.448,132.402,10.954
2377,D1,HOT,3.639.2890.5,PARxPAR,3,639,2890,134.52,140.544,6.024
2378,D1,HOT,3.639.2890.8,PARxPAR,3,639,2890,121.853,135.067,13.215
2379,D1,HOT,3.639.2890.9,PARxPAR,3,639,2890,125.597,136.597,11
2380,D1,HOT,3.639.2993.8,PALxDAV,3,639,2993,138.002,157.888,19.886
2381,D1,HOT,3.661.1202.1,DAVxDAV,3,661,1202,108.226,108.901,0.675
2382,D1,HOT,3.661.1202.10,DAVxDAV,3,661,1202,139.328,151.6,12.272
2383,D1,HOT,3.661.1202.2,DAVxDAV,3,661,1202,112.231,111.352,-0.879
2384,D1,HOT,3.661.1202.3,DAVxDAV,3,661,1202,125.385,126.379,0.995
2385,D1,HOT,3.661.1202.5,DAVxDAV,3,661,1202,127.546,135.37,7.824
2386,D1,HOT,3.661.1202.6,DAVxDAV,3,661,1202,122.394,141.597,19.203
2387,D1,HOT,3.661.1202.8,DAVxDAV,3,661,1202,125.126,155.974,30.848
2388,D1,HOT,3.661.1202.9,DAVxDAV,3,661,1202,129.233,147.681,18.448
2389,D1,HOT,3.661.1264.10,SWIxSWI,3,661,1264,148.279,159.28,11
2390,D1,HOT,3.661.1264.3,SWIxSWI,3,661,1264,135.838,140.089,4.252
2391,D1,HOT,3.661.1264.4,SWIxSWI,3,661,1264,133.747,143.96,10.213
2392,D1,HOT,3.661.1264.9,SWIxSWI,3,661,1264,144.814,173.475,28.66
2393,D1,HOT,3.661.2354.2,JEWxPAL,3,661,2354,118.694,109.315,-9.379
2394,D1,HOT,3.661.2354.6,JEWxPAL,3,661,2354,134.592,127.838,-6.754
2395,D1,HOT,3.661.2354.7,JEWxPAL,3,661,2354,124.511,118.75,-5.761
2396,D1,HOT,3.663.1979.3,PALxPAL,3,663,1979,140.383,164.732,24.349
2397,D1,HOT,3.663.2871.2,PARxDAV,3,663,2871,62.519,65.849,3.33
2398,D1,HOT,3.663.2871.5,PARxDAV,3,663,2871,98.902,111.682,12.78
2399,D1,HOT,3.663.2871.6,PARxDAV,3,663,2871,77.158,83.447,6.289
2400,D1,HOT,3.663.2898.1,JEWxPAL,3,663,2898,129.466,143.193,13.727
2401,D1,HOT,3.673.1219.4,DAVxDAV,3,673,1219,150.178,168.118,17.94
2402,D1,HOT,3.673.1246.2,SWIxDAV,3,673,1246,58.116,51.163,-6.953
2403,D1,HOT,3.673.1246.3,SWIxDAV,3,673,1246,70.375,62.906,-7.469
2404,D1,HOT,3.673.1246.5,SWIxDAV,3,673,1246,90.804,91.15,0.345
2405,D1,HOT,3.673.1246.6,SWIxDAV,3,673,1246,78.465,74.143,-4.322
2406,D1,HOT,3.673.1246.7,SWIxDAV,3,673,1246,91.139,98.055,6.915
2407,D1,HOT,3.673.1246.8,SWIxDAV,3,673,1246,92.967,93.381,0.414
2408,D1,HOT,3.673.1434.1,DAVxDAV,3,673,1434,109.122,128.259,19.137
2409,D1,HOT,3.673.1434.5,DAVxDAV,3,673,1434,135.609,167.51,31.901
2410,D1,HOT,3.673.1987.10,JEWxPAL,3,673,1987,140.204,150.781,10.578
2411,D1,HOT,3.673.1987.11,JEWxPAL,3,673,1987,122.885,151.568,28.683
2412,D1,HOT,3.673.1987.7,JEWxPAL,3,673,1987,130.562,145.852,15.29
2413,D1,HOT,3.673.1987.8,JEWxPAL,3,673,1987,137.467,152.968,15.501
2414,D1,HOT,3.673.2703.10,PARxDAV,3,673,2703,123.579,127.917,4.339
2415,D1,HOT,3.673.2703.12,PARxDAV,3,673,2703,125.947,140.538,14.591
2416,D1,HOT,3.673.2703.2,PARxDAV,3,673,2703,122.454,127.77,5.316
2417,D1,HOT,3.673.2703.5,PARxDAV,3,673,2703,130.522,143.104,12.582
2418,D1,HOT,3.673.2703.6,PARxDAV,3,673,2703,120.989,118.855,-2.134
2419,D1,HOT,3.674.1225.2,SWIxSWI,3,674,1225,122.311,133.833,11.522
2420,D1,HOT,3.674.1225.3,SWIxSWI,3,674,1225,133.211,125.27,-7.941
2421,D1,HOT,3.674.1225.4,SWIxSWI,3,674,1225,127.467,130.237,2.77
2422,D1,HOT,3.674.1225.5,SWIxSWI,3,674,1225,126.481,137.738,11.256
