,Treatment,Temp,IndID,popcross,Tank,Cassette,Plate.Slide,T0,T6,Grey_change
1,SS,HOT,1.601.1403.2,SWIxSWI,1,601,1403,144.027,147.159,3.133
2,SS,HOT,1.601.1403.3,SWIxSWI,1,601,1403,138.678,133.408,-5.271
3,SS,HOT,1.601.1403.4,SWIxSWI,1,601,1403,141.121,139.491,-1.63
4,SS,HOT,1.601.1403.6,SWIxSWI,1,601,1403,138.626,142.492,3.866
5,SS,HOT,1.601.1403.8,SWIxSWI,1,601,1403,134.395,134.155,-0.24
6,SS,HOT,1.601.1403.9,SWIxSWI,1,601,1403,141.195,147.213,6.018
7,SS,HOT,1.601.1447.2,DAVxDAV,1,601,1447,154.522,159.741,5.219
8,SS,HOT,1.601.1447.3,DAVxDAV,1,601,1447,152.764,155.455,2.69
9,SS,HOT,1.601.1447.4,DAVxDAV,1,601,1447,153.923,161.191,7.268
10,SS,HOT,1.601.1447.5,DAVxDAV,1,601,1447,160.988,146.06,-14.928
11,SS,HOT,1.601.1447.6,DAVxDAV,1,601,1447,158.693,167.272,8.579
12,SS,HOT,1.601.1447.8,DAVxDAV,1,601,1447,156.83,167.159,10.329
13,SS,HOT,1.601.1556.1,SWIxDAV,1,601,1556,139.461,147.208,7.747
14,SS,HOT,1.601.1556.10,SWIxDAV,1,601,1556,149.721,164.489,14.768
15,SS,HOT,1.601.1556.11,SWIxDAV,1,601,1556,157.601,163.633,6.032
16,SS,HOT,1.601.1556.12,SWIxDAV,1,601,1556,153.586,156.265,2.679
17,SS,HOT,1.601.1556.2,SWIxDAV,1,601,1556,145.992,143.152,-2.84
18,SS,HOT,1.601.1556.3,SWIxDAV,1,601,1556,132.261,150.755,18.494
19,SS,HOT,1.601.1556.4,SWIxDAV,1,601,1556,143.217,143.067,-0.15
20,SS,HOT,1.601.1556.5,SWIxDAV,1,601,1556,147.217,145.227,-1.991
21,SS,HOT,1.601.1556.6,SWIxDAV,1,601,1556,150.446,150.883,0.436
22,SS,HOT,1.601.1556.7,SWIxDAV,1,601,1556,140.814,158.907,18.092
23,SS,HOT,1.601.1556.8,SWIxDAV,1,601,1556,144.656,159.379,14.722
24,SS,HOT,1.601.1556.9,SWIxDAV,1,601,1556,145.511,159.818,14.306
25,SS,HOT,1.601.1560.1,JEWxPAL,1,601,1560,100.491,100.184,-0.308
26,SS,HOT,1.601.1560.2,JEWxPAL,1,601,1560,101.747,108.351,6.604
27,SS,HOT,1.601.1560.3,JEWxPAL,1,601,1560,117.378,118.48,1.102
28,SS,HOT,1.601.1560.4,JEWxPAL,1,601,1560,115.872,134.866,18.995
29,SS,HOT,1.601.2797.1,SWIxSWI,1,601,2797,107.067,116.753,9.687
30,SS,HOT,1.601.2797.2,SWIxSWI,1,601,2797,127.145,132.338,5.192
31,SS,HOT,1.601.2797.3,SWIxSWI,1,601,2797,123.574,126.354,2.781
32,SS,HOT,1.601.2797.4,SWIxSWI,1,601,2797,118.575,121.289,2.715
33,SS,HOT,1.601.2797.5,SWIxSWI,1,601,2797,129.946,128.586,-1.361
34,SS,HOT,1.601.2797.6,SWIxSWI,1,601,2797,135.579,139.205,3.626
35,SS,HOT,1.613.1594.1,PALxPAL,1,613,1594,138.057,143.663,5.606
36,SS,HOT,1.613.1594.2,PALxPAL,1,613,1594,162.072,161.054,-1.018
37,SS,HOT,1.613.1594.3,PALxPAL,1,613,1594,152.695,166.831,14.136
38,SS,HOT,1.613.1594.4,PALxPAL,1,613,1594,147.458,160.349,12.891
39,SS,HOT,1.613.1688.1,JEWxDAV,1,613,1688,126.79,138.907,12.117
40,SS,HOT,1.613.1688.2,JEWxDAV,1,613,1688,126.171,131.3,5.129
41,SS,HOT,1.613.1942.3,PALxPAL,1,613,1942,147.608,146.673,-0.935
42,SS,HOT,1.613.1942.4,PALxPAL,1,613,1942,138.294,142.034,3.74
43,SS,HOT,1.613.2361.2,PARxDAV,1,613,2361,120.456,131.941,11.485
44,SS,HOT,1.613.2361.4,PARxDAV,1,613,2361,108.546,117.909,9.363
45,SS,HOT,1.613.2361.5,PARxDAV,1,613,2361,146.938,144.598,-2.34
46,SS,HOT,1.613.2707.1,JEWxDAV,1,613,2707,146.761,138.815,-7.946
47,SS,HOT,1.613.2707.10,JEWxDAV,1,613,2707,154.966,164.081,9.115
48,SS,HOT,1.613.2707.11,JEWxDAV,1,613,2707,162.793,167.244,4.451
49,SS,HOT,1.613.2707.2,JEWxDAV,1,613,2707,145.755,128.146,-17.609
50,SS,HOT,1.613.2707.3,JEWxDAV,1,613,2707,157.588,154.898,-2.69
51,SS,HOT,1.613.2707.5,JEWxDAV,1,613,2707,157.555,154.329,-3.226
52,SS,HOT,1.613.2707.6,JEWxDAV,1,613,2707,153.036,146.647,-6.39
53,SS,HOT,1.613.2707.7,JEWxDAV,1,613,2707,161.849,127.525,-34.324
54,SS,HOT,1.613.2707.8,JEWxDAV,1,613,2707,156.731,152.033,-4.698
55,SS,HOT,1.613.2707.9,JEWxDAV,1,613,2707,153.241,162.738,9.497
56,SS,HOT,1.619.1438.11,JEWxJEW,1,619,1438,139.017,138.264,-0.753
57,SS,HOT,1.619.1438.13,JEWxJEW,1,619,1438,172.904,155.407,-17.497
58,SS,HOT,1.619.1438.2,JEWxJEW,1,619,1438,152.454,157.27,4.816
59,SS,HOT,1.619.1438.3,JEWxJEW,1,619,1438,149.096,154.103,5.006
60,SS,HOT,1.619.1438.4,JEWxJEW,1,619,1438,139.792,140.114,0.323
61,SS,HOT,1.619.1438.5,JEWxJEW,1,619,1438,159.225,150.451,-8.774
62,SS,HOT,1.619.1438.6,JEWxJEW,1,619,1438,141.065,148.378,7.313
63,SS,HOT,1.619.1438.7,JEWxJEW,1,619,1438,146.097,149.657,3.56
64,SS,HOT,1.619.1438.9,JEWxJEW,1,619,1438,141.177,142.437,1.26
65,SS,HOT,1.619.1538.1,JEWxDAV,1,619,1538,148.867,162.657,13.79
66,SS,HOT,1.619.1538.2,JEWxDAV,1,619,1538,159.774,173.212,13.438
67,SS,HOT,1.619.1538.5,JEWxDAV,1,619,1538,160.569,169.108,8.54
68,SS,HOT,1.619.1538.7,JEWxDAV,1,619,1538,160.733,172.391,11.658
69,SS,HOT,1.619.1622.1,JEWxPAL,1,619,1622,122.498,135.431,12.933
70,SS,HOT,1.619.1622.2,JEWxPAL,1,619,1622,116.956,133.253,16.297
71,SS,HOT,1.619.1622.3,JEWxPAL,1,619,1622,127.488,133.414,5.926
72,SS,HOT,1.619.1622.4,JEWxPAL,1,619,1622,112.775,126.981,14.206
73,SS,HOT,1.619.1622.5,JEWxPAL,1,619,1622,114.041,127.908,13.868
74,SS,HOT,1.619.2975.3,DAVxDAV,1,619,2975,189.823,184.917,-4.906
75,SS,HOT,1.619.2975.4,DAVxDAV,1,619,2975,192.021,189.039,-2.982
76,SS,HOT,1.619.2975.8,DAVxDAV,1,619,2975,185.074,188.666,3.593
77,SS,HOT,1.619.3197.2,JEWxPAL,1,619,3197,155.259,160.534,5.275
78,SS,HOT,1.625.1934.4,JEWxPAL,1,625,1934,167.258,171.245,3.987
79,SS,HOT,1.625.1934.5,JEWxPAL,1,625,1934,169.049,169.33,0.281
80,SS,HOT,1.625.1934.6,JEWxPAL,1,625,1934,170.951,158.762,-12.189
81,SS,HOT,1.625.2804.3,PALxDAV,1,625,2804,156.609,175.074,18.465
82,SS,HOT,1.625.2911.10,SWIxDAV,1,625,2911,114.636,131.837,17.201
83,SS,HOT,1.625.2911.12,SWIxDAV,1,625,2911,113.494,119.728,6.234
84,SS,HOT,1.625.2911.3,SWIxDAV,1,625,2911,98.235,109.337,11.102
85,SS,HOT,1.625.2911.5,SWIxDAV,1,625,2911,112.871,116.958,4.086
86,SS,HOT,1.625.2911.6,SWIxDAV,1,625,2911,95.869,102.857,6.988
87,SS,HOT,1.625.2961.2,PARxPAR,1,625,2961,144.02,145.923,1.904
88,SS,HOT,1.625.2961.3,PARxPAR,1,625,2961,127.359,141.108,13.749
89,SS,HOT,1.625.2961.4,PARxPAR,1,625,2961,151.419,137.595,-13.824
90,SS,HOT,1.625.2961.5,PARxPAR,1,625,2961,148.334,149.845,1.512
91,SS,HOT,1.644.1290.1,JEWxPAL,1,644,1290,147.926,141.461,-6.464
92,SS,HOT,1.644.1290.2,JEWxPAL,1,644,1290,168.931,184.94,16.009
93,SS,HOT,1.644.1290.3,JEWxPAL,1,644,1290,153.288,152.753,-0.535
94,SS,HOT,1.644.1290.6,JEWxPAL,1,644,1290,156.773,147.959,-8.814
95,SS,HOT,1.644.1415.1,JEWxPAL,1,644,1415,129.954,121.011,-8.944
96,SS,HOT,1.644.1517.2,JEWxDAV,1,644,1517,117.076,109.148,-7.928
97,SS,HOT,1.644.1678.3,SWIxDAV,1,644,1678,127.152,139.905,12.752
98,SS,HOT,1.644.1678.4,SWIxDAV,1,644,1678,132,133.449,1.449
99,SS,HOT,1.644.1678.5,SWIxDAV,1,644,1678,133.16,126.091,-7.069
100,SS,HOT,1.644.1678.6,SWIxDAV,1,644,1678,137.441,140.413,2.972
101,SS,HOT,1.644.1678.8,SWIxDAV,1,644,1678,132.332,132.295,-0.037
102,SS,HOT,1.644.1923.1,JEWxPAL,1,644,1923,156.813,161.196,4.383
103,SS,HOT,1.644.1923.2,JEWxPAL,1,644,1923,157.213,163.87,6.657
104,SS,HOT,1.644.1923.3,JEWxPAL,1,644,1923,153.636,171.509,17.873
105,SS,HOT,1.644.1923.4,JEWxPAL,1,644,1923,169.631,167.655,-1.976
106,SS,HOT,1.644.1923.5,JEWxPAL,1,644,1923,168.257,175.653,7.396
107,SS,HOT,1.645.1401.10,DAVxDAV,1,645,1401,126.263,132.801,6.538
108,SS,HOT,1.645.1401.2,DAVxDAV,1,645,1401,141.166,146.394,5.229
109,SS,HOT,1.645.1401.3,DAVxDAV,1,645,1401,138.506,145.176,6.67
110,SS,HOT,1.645.1401.5,DAVxDAV,1,645,1401,138.819,140.502,1.683
111,SS,HOT,1.645.1401.6,DAVxDAV,1,645,1401,133.933,139.174,5.24
112,SS,HOT,1.645.1401.9,DAVxDAV,1,645,1401,142.302,126.121,-16.181
113,SS,HOT,1.645.1432.1,JEWxJEW,1,645,1432,134.149,142.308,8.158
114,SS,HOT,1.645.1432.2,JEWxJEW,1,645,1432,137.514,149.248,11.734
115,SS,HOT,1.645.1432.3,JEWxJEW,1,645,1432,148.096,153.444,5.348
116,SS,HOT,1.645.1432.4,JEWxJEW,1,645,1432,144.888,152.033,7.145
117,SS,HOT,1.645.1432.5,JEWxJEW,1,645,1432,148.465,152.025,3.559
118,SS,HOT,1.645.1638.2,JEWxDAV,1,645,1638,99.178,105.917,6.739
119,SS,HOT,1.645.1638.3,JEWxDAV,1,645,1638,101.932,111.767,9.835
120,SS,HOT,1.645.1638.4,JEWxDAV,1,645,1638,110.809,124.866,14.056
121,SS,HOT,1.645.1638.5,JEWxDAV,1,645,1638,108.997,116.711,7.714
122,SS,HOT,1.645.1638.6,JEWxDAV,1,645,1638,144.192,139.921,-4.271
123,SS,HOT,1.645.1999.2,JEWxPAL,1,645,1999,143.034,155.548,12.513
124,SS,HOT,1.645.1999.3,JEWxPAL,1,645,1999,145.157,146.499,1.342
125,SS,HOT,1.645.1999.5,JEWxPAL,1,645,1999,144.38,154.792,10.412
126,SS,HOT,1.645.1999.6,JEWxPAL,1,645,1999,150.352,153.215,2.863
127,SS,HOT,1.645.2745.1,DAVxDAV,1,645,2745,103.11,101.497,-1.613
128,SS,HOT,1.645.2745.10,DAVxDAV,1,645,2745,120.233,134.231,13.998
129,SS,HOT,1.645.2745.2,DAVxDAV,1,645,2745,130.129,152.593,22.464
130,SS,HOT,1.645.2745.3,DAVxDAV,1,645,2745,106.757,117.704,10.947
131,SS,HOT,1.645.2745.4,DAVxDAV,1,645,2745,126.306,133.528,7.222
132,SS,HOT,1.645.2745.5,DAVxDAV,1,645,2745,128.983,140.151,11.168
133,SS,HOT,1.645.2745.6,DAVxDAV,1,645,2745,126.416,137.18,10.764
134,SS,HOT,1.645.2745.7,DAVxDAV,1,645,2745,128.374,141.926,13.552
135,SS,HOT,1.645.2745.9,DAVxDAV,1,645,2745,143.782,151.149,7.367
136,SS,HOT,1.676.1281.1,PALxDAV,1,676,1281,144.929,165.143,20.214
137,SS,HOT,1.676.1281.2,PALxDAV,1,676,1281,149.145,166.731,17.586
138,SS,HOT,1.676.1281.5,PALxDAV,1,676,1281,160.125,172.808,12.683
139,SS,HOT,1.676.1409.1,SWIxDAV,1,676,1409,139.678,145.95,6.272
140,SS,HOT,1.676.1409.10,SWIxDAV,1,676,1409,133.961,146.765,12.804
141,SS,HOT,1.676.1409.3,SWIxDAV,1,676,1409,137.66,148.644,10.984
142,SS,HOT,1.676.1409.5,SWIxDAV,1,676,1409,138.582,148.369,9.786
143,SS,HOT,1.676.1409.7,SWIxDAV,1,676,1409,144.831,153.785,8.954
144,SS,HOT,1.676.1409.8,SWIxDAV,1,676,1409,143.349,149.916,6.567
145,SS,HOT,1.676.1409.9,SWIxDAV,1,676,1409,138.543,146.54,7.997
146,SS,HOT,1.676.2939.1,PARxPAR,1,676,2939,119.948,125.739,5.791
147,SS,HOT,1.676.2939.3,PARxPAR,1,676,2939,136.54,138.972,2.433
148,SS,HOT,1.676.2939.5,PARxPAR,1,676,2939,156.156,173.774,17.618
149,SS,HOT,1.676.2939.6,PARxPAR,1,676,2939,145.295,162.424,17.129
150,SS,HOT,1.676.2985.2,PARxPAR,1,676,2985,141.636,163.517,21.881
151,SS,HOT,1.676.2985.3,PARxPAR,1,676,2985,143.606,160.761,17.154
152,SS,HOT,1.676.2985.6,PARxPAR,1,676,2985,150.204,157.589,7.384
153,SS,HOT,1.676.2985.7,PARxPAR,1,676,2985,174.35,194.84,20.491
154,SS,HOT,1.681.1963.2,JEWxPAL,1,681,1963,146.36,144.401,-1.959
155,SS,HOT,1.681.1963.3,JEWxPAL,1,681,1963,151.116,158.495,7.379
156,SS,HOT,1.681.1963.4,JEWxPAL,1,681,1963,155.564,168.255,12.691
157,SS,HOT,1.681.1963.5,JEWxPAL,1,681,1963,159.435,162.643,3.208
158,SS,HOT,1.681.1963.6,JEWxPAL,1,681,1963,155.459,166.549,11.09
159,SS,HOT,1.681.1963.7,JEWxPAL,1,681,1963,154.458,179.808,25.351
160,SS,HOT,1.681.1963.8,JEWxPAL,1,681,1963,171.618,187.192,15.575
161,SS,HOT,1.681.2754.2,PARxDAV,1,681,2754,97.565,94.513,-3.052
162,SS,HOT,1.681.2754.3,PARxDAV,1,681,2754,100.321,110.977,10.656
163,SS,HOT,1.681.2754.5,PARxDAV,1,681,2754,120.062,131.683,11.621
164,SS,HOT,1.681.2754.7,PARxDAV,1,681,2754,141.943,166.696,24.753
165,SS,HOT,1.681.2760.1,PARxDAV,1,681,2760,140.775,128.562,-12.213
166,SS,HOT,1.681.2760.10,PARxDAV,1,681,2760,141.328,155.086,13.759
167,SS,HOT,1.681.2760.11,PARxDAV,1,681,2760,146.535,154.593,8.058
168,SS,HOT,1.681.2760.13,PARxDAV,1,681,2760,142.312,145.25,2.938
169,SS,HOT,1.681.2760.14,PARxDAV,1,681,2760,140.152,143.787,3.635
170,SS,HOT,1.681.2760.15,PARxDAV,1,681,2760,140.51,153.724,13.215
171,SS,HOT,1.681.2760.2,PARxDAV,1,681,2760,145.92,135.891,-10.029
172,SS,HOT,1.681.2760.3,PARxDAV,1,681,2760,153.037,146.186,-6.85
173,SS,HOT,1.681.2760.4,PARxDAV,1,681,2760,145.204,143.875,-1.329
174,SS,HOT,1.681.2760.7,PARxDAV,1,681,2760,137.031,154.018,16.987
175,SS,HOT,1.681.2760.8,PARxDAV,1,681,2760,143.187,147.163,3.976
176,SS,HOT,1.681.2760.9,PARxDAV,1,681,2760,141.965,142.25,0.285
177,SS,HOT,1.681.2916.2,JEWxJEW,1,681,2916,124.241,137.493,13.252
178,SS,HOT,1.681.2916.3,JEWxJEW,1,681,2916,129.736,134.266,4.53
179,SS,HOT,1.681.2916.4,JEWxJEW,1,681,2916,124.362,123.067,-1.295
180,SS,HOT,1.681.2916.5,JEWxJEW,1,681,2916,130.226,141.484,11.258
181,SS,HOT,1.681.2916.6,JEWxJEW,1,681,2916,160.601,156.1,-4.5
182,SS,HOT,1.689.2813.2,SWIxDAV,1,689,2813,146.091,154.417,8.325
183,SS,HOT,1.689.2813.3,SWIxDAV,1,689,2813,148.156,165.534,17.379
184,SS,HOT,1.689.2813.4,SWIxDAV,1,689,2813,150.83,160.993,10.163
185,SS,HOT,1.689.2813.5,SWIxDAV,1,689,2813,156.111,167.224,11.112
186,SS,HOT,1.689.2813.6,SWIxDAV,1,689,2813,149.431,170.578,21.148
187,SS,HOT,1.689.2943.1,JEWxDAV,1,689,2943,123.931,131.504,7.574
188,SS,HOT,1.689.2943.2,JEWxDAV,1,689,2943,132.072,145.326,13.254
189,SS,HOT,1.689.2943.3,JEWxDAV,1,689,2943,134.558,144.843,10.285
190,SS,HOT,1.689.2943.5,JEWxDAV,1,689,2943,141.476,159.5,18.024
191,SS,HOT,1.689.2943.6,JEWxDAV,1,689,2943,146.161,164.942,18.782
192,SS,HOT,1.689.2943.7,JEWxDAV,1,689,2943,144.914,151.659,6.744
193,SS,HOT,1.698.1231.1,SWIxSWI,1,698,1231,143.329,152.805,9.476
194,SS,HOT,1.698.1231.3,SWIxSWI,1,698,1231,152.49,153.094,0.605
195,SS,HOT,1.698.1231.5,SWIxSWI,1,698,1231,151.417,161.904,10.487
196,SS,HOT,1.698.1241.3,DAVxDAV,1,698,1241,93.813,81.813,-12
197,SS,HOT,1.698.1241.5,DAVxDAV,1,698,1241,93.822,99.622,5.8
198,SS,HOT,1.698.1241.6,DAVxDAV,1,698,1241,97.692,112.612,14.92
199,SS,HOT,1.698.1632.2,JEWxPAL,1,698,1632,135.461,142.546,7.085
200,SS,HOT,1.698.1632.3,JEWxPAL,1,698,1632,131.994,146.793,14.799
201,SS,HOT,1.698.1632.4,JEWxPAL,1,698,1632,137.734,143.617,5.883
202,SS,HOT,1.698.1632.5,JEWxPAL,1,698,1632,138.449,149.957,11.507
203,SS,HOT,1.698.1632.6,JEWxPAL,1,698,1632,137.269,142.62,5.351
204,SS,HOT,1.698.2311.1,SWIxDAV,1,698,2311,136.945,137.971,1.025
205,SS,HOT,1.698.2311.2,SWIxDAV,1,698,2311,140.293,133.683,-6.61
206,SS,HOT,1.698.2311.3,SWIxDAV,1,698,2311,135.403,140.992,5.589
207,SS,HOT,1.698.2311.4,SWIxDAV,1,698,2311,145.64,140.753,-4.887
208,SS,HOT,1.698.2311.6,SWIxDAV,1,698,2311,145.426,138.867,-6.559
209,SS,HOT,1.698.2311.9,SWIxDAV,1,698,2311,154.277,133.436,-20.842
210,D1,AMB,10.386.1441.1,JEWxJEW,10,386,1441,112.975,84.672,-28.303
211,D1,AMB,10.386.1441.2,JEWxJEW,10,386,1441,107.72,92.919,-14.801
212,D1,AMB,10.386.1441.3,JEWxJEW,10,386,1441,114.493,81.815,-32.678
213,D1,AMB,10.386.1441.4,JEWxJEW,10,386,1441,115.359,84.963,-30.396
214,D1,AMB,10.386.1441.5,JEWxJEW,10,386,1441,123.493,87.618,-35.874
215,D1,AMB,10.386.1441.6,JEWxJEW,10,386,1441,115.409,95.568,-19.841
216,D1,AMB,10.386.1441.7,JEWxJEW,10,386,1441,123.609,89.673,-33.936
217,D1,AMB,10.386.1441.8,JEWxJEW,10,386,1441,113.015,98.577,-14.438
218,D1,AMB,10.386.1672.1,JEWxDAV,10,386,1672,88.309,63.342,-24.967
219,D1,AMB,10.386.1672.2,JEWxDAV,10,386,1672,97.454,88.331,-9.123
220,D1,AMB,10.386.1672.3,JEWxDAV,10,386,1672,102.48,68.167,-34.312
221,D1,AMB,10.386.1672.4,JEWxDAV,10,386,1672,95.419,76.055,-19.363
222,D1,AMB,10.386.1672.5,JEWxDAV,10,386,1672,107.8,78.369,-29.432
223,D1,AMB,10.386.2883.1,PALxDAV,10,386,2883,116.855,105.292,-11.564
224,D1,AMB,10.386.2883.10,PALxDAV,10,386,2883,108.686,83.102,-25.585
225,D1,AMB,10.386.2883.11,PALxDAV,10,386,2883,109.136,77.156,-31.98
226,D1,AMB,10.386.2883.12,PALxDAV,10,386,2883,121.226,115.374,-5.851
227,D1,AMB,10.386.2883.13,PALxDAV,10,386,2883,111.694,117.311,5.616
228,D1,AMB,10.386.2883.15,PALxDAV,10,386,2883,118.536,85.591,-32.945
229,D1,AMB,10.386.2883.16,PALxDAV,10,386,2883,102.611,80.878,-21.732
230,D1,AMB,10.386.2883.17,PALxDAV,10,386,2883,99.553,113.291,13.738
231,D1,AMB,10.386.2883.2,PALxDAV,10,386,2883,104.286,87.299,-16.987
232,D1,AMB,10.386.2883.3,PALxDAV,10,386,2883,113.268,80.77,-32.498
233,D1,AMB,10.386.2883.4,PALxDAV,10,386,2883,99.103,76.127,-22.976
234,D1,AMB,10.386.2883.5,PALxDAV,10,386,2883,117.116,88.04,-29.076
235,D1,AMB,10.386.2883.6,PALxDAV,10,386,2883,113.46,81.664,-31.795
236,D1,AMB,10.386.2883.7,PALxDAV,10,386,2883,105.798,77.232,-28.566
237,D1,AMB,10.386.2883.8,PALxDAV,10,386,2883,110.705,84.534,-26.171
238,D1,AMB,10.386.2883.9,PALxDAV,10,386,2883,113.223,79.766,-33.456
239,D1,AMB,10.386.2998.1,PARxPAR,10,386,2998,105.931,80.116,-25.815
240,D1,AMB,10.386.2998.10,PARxPAR,10,386,2998,134.134,98.079,-36.056
241,D1,AMB,10.386.2998.11,PARxPAR,10,386,2998,141.123,117.475,-23.648
242,D1,AMB,10.386.2998.2,PARxPAR,10,386,2998,127.837,116.935,-10.902
243,D1,AMB,10.386.2998.3,PARxPAR,10,386,2998,119.763,83.227,-36.536
244,D1,AMB,10.386.2998.4,PARxPAR,10,386,2998,116.017,112.029,-3.988
245,D1,AMB,10.386.2998.5,PARxPAR,10,386,2998,115.022,85.518,-29.504
246,D1,AMB,10.386.2998.6,PARxPAR,10,386,2998,126.53,90.328,-36.201
247,D1,AMB,10.386.2998.7,PARxPAR,10,386,2998,129.456,92.485,-36.971
248,D1,AMB,10.386.2998.8,PARxPAR,10,386,2998,122.595,108.272,-14.323
249,D1,AMB,10.386.2998.9,PARxPAR,10,386,2998,135.502,112.714,-22.788
250,D1,AMB,10.414.1249.1,JEWxPAL,10,414,1249,100.801,77.217,-23.583
251,D1,AMB,10.414.1249.4,JEWxPAL,10,414,1249,106.481,102.301,-4.179
252,D1,AMB,10.414.1249.5,JEWxPAL,10,414,1249,101.043,88.456,-12.586
253,D1,AMB,10.414.1292.1,PALxDAV,10,414,1292,98.614,58.401,-40.214
254,D1,AMB,10.414.1292.2,PALxDAV,10,414,1292,92.791,60.362,-32.429
255,D1,AMB,10.414.1292.3,PALxDAV,10,414,1292,105.971,81.183,-24.788
256,D1,AMB,10.414.1292.4,PALxDAV,10,414,1292,109.664,88.773,-20.891
257,D1,AMB,10.414.1292.5,PALxDAV,10,414,1292,103.417,73.643,-29.774
258,D1,AMB,10.414.1292.6,PALxDAV,10,414,1292,111.565,85.524,-26.042
259,D1,AMB,10.414.1292.7,PALxDAV,10,414,1292,111.112,119.695,8.583
260,D1,AMB,10.414.1471.1,JEWxPAL,10,414,1471,111.407,89.353,-22.054
261,D1,AMB,10.414.1471.2,JEWxPAL,10,414,1471,112.025,74.733,-37.292
262,D1,AMB,10.414.1471.3,JEWxPAL,10,414,1471,99.271,76.822,-22.448
263,D1,AMB,10.414.1471.4,JEWxPAL,10,414,1471,115.621,113.784,-1.837
264,D1,AMB,10.414.2377.2,SWIxSWI,10,414,2377,124.797,114.268,-10.529
265,D1,AMB,10.414.2377.3,SWIxSWI,10,414,2377,133.006,114.205,-18.801
266,D1,AMB,10.414.2377.4,SWIxSWI,10,414,2377,121.862,86.672,-35.19
267,D1,AMB,10.414.2875.3,SWIxSWI,10,414,2875,81.148,55.078,-26.07
268,D1,AMB,10.414.2875.4,SWIxSWI,10,414,2875,88.395,78.944,-9.451
269,D1,AMB,10.414.2875.5,SWIxSWI,10,414,2875,85.447,84.939,-0.508
270,D1,AMB,10.414.2875.6,SWIxSWI,10,414,2875,81.636,60.033,-21.603
271,D1,AMB,10.422.1448.1,JEWxJEW,10,422,1448,109.342,118.768,9.426
272,D1,AMB,10.422.1448.2,JEWxJEW,10,422,1448,111.96,84.316,-27.644
273,D1,AMB,10.422.1448.3,JEWxJEW,10,422,1448,124.158,102.052,-22.107
274,D1,AMB,10.422.1448.4,JEWxJEW,10,422,1448,130.329,103.626,-26.703
275,D1,AMB,10.422.1448.5,JEWxJEW,10,422,1448,114.363,106.352,-8.011
276,D1,AMB,10.422.1448.6,JEWxJEW,10,422,1448,132.579,107.635,-24.944
277,D1,AMB,10.422.1448.7,JEWxJEW,10,422,1448,133.858,148.667,14.809
278,D1,AMB,10.422.1449.1,DAVxDAV,10,422,1449,102.637,97.075,-5.562
279,D1,AMB,10.422.1449.2,DAVxDAV,10,422,1449,100.215,101.168,0.953
280,D1,AMB,10.422.1449.3,DAVxDAV,10,422,1449,96.212,63.868,-32.344
281,D1,AMB,10.422.1449.4,DAVxDAV,10,422,1449,121.611,98.166,-23.445
282,D1,AMB,10.422.1449.5,DAVxDAV,10,422,1449,94.842,70.941,-23.901
283,D1,AMB,10.422.1449.6,DAVxDAV,10,422,1449,118.192,128.766,10.574
284,D1,AMB,10.422.1449.7,DAVxDAV,10,422,1449,106.091,89.717,-16.374
285,D1,AMB,10.422.1542.1,JEWxDAV,10,422,1542,132.142,134.022,1.88
286,D1,AMB,10.422.1542.2,JEWxDAV,10,422,1542,114.326,95.17,-19.156
287,D1,AMB,10.422.1542.3,JEWxDAV,10,422,1542,131.791,143.743,11.952
288,D1,AMB,10.422.1698.3,SWIxDAV,10,422,1698,104.267,85.962,-18.305
289,D1,AMB,10.422.1698.6,SWIxDAV,10,422,1698,110.095,110.44,0.345
290,D1,AMB,10.424.2796.2,SWIxSWI,10,424,2796,143.701,118.354,-25.347
291,D1,AMB,10.424.2796.4,SWIxSWI,10,424,2796,126.058,107.912,-18.146
292,D1,AMB,10.424.2796.5,SWIxSWI,10,424,2796,133.041,124.796,-8.245
293,D1,AMB,10.424.2796.6,SWIxSWI,10,424,2796,127.99,122.648,-5.342
294,D1,AMB,10.424.2796.7,SWIxSWI,10,424,2796,141.916,146.951,5.035
295,D1,AMB,10.424.2796.8,SWIxSWI,10,424,2796,128.806,122.312,-6.494
296,D1,AMB,10.424.2831.1,SWIxDAV,10,424,2831,81.302,70.248,-11.054
297,D1,AMB,10.424.2831.2,SWIxDAV,10,424,2831,76.405,48.048,-28.357
298,D1,AMB,10.424.2831.3,SWIxDAV,10,424,2831,75.507,53.673,-21.834
299,D1,AMB,10.424.2831.4,SWIxDAV,10,424,2831,86.891,61.692,-25.199
300,D1,AMB,10.424.2831.5,SWIxDAV,10,424,2831,86.386,56.797,-29.589
301,D1,AMB,10.424.2831.6,SWIxDAV,10,424,2831,90.491,66.94,-23.551
302,D1,AMB,10.424.2831.7,SWIxDAV,10,424,2831,116.301,86.48,-29.822
303,D1,AMB,10.424.2978.1,DAVxDAV,10,424,2978,114.398,100.137,-14.261
304,D1,AMB,10.424.2978.3,DAVxDAV,10,424,2978,135.248,122.449,-12.799
305,D1,AMB,10.424.2978.4,DAVxDAV,10,424,2978,108.81,94.995,-13.815
306,D1,AMB,10.424.2978.5,DAVxDAV,10,424,2978,117.283,99.766,-17.517
307,D1,AMB,10.424.2978.6,DAVxDAV,10,424,2978,122.988,83.583,-39.405
308,D1,AMB,10.424.2978.7,DAVxDAV,10,424,2978,115.162,87.862,-27.3
