,X.1,Tank,Treatment,Cassette,Plate.Slide,Timepoint,Timepoint2,Area,Coral.Red.Mean,Coral.Green.Mean,Coral.Blue.Mean,Coral.Hue.Mean,Coral.Saturation.Mean,Coral.Brightness.Mean,X,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,MPAM_Identifier,Species,CrossType,Lifestage,Temp,Mom,Dad,Cross,Family,Cone,Mom2,Dad2,popcross
6291,7658,4,SS,631,2735,0,T0,2.9136,168.6566,129.5376,90.5178,21.0999,119.7168,168.6566,NA,C,3,4,4,,4.631.2735.3,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6292,7659,4,SS,631,2735,0,T0,0.8119,170.1113,139.7468,99.7982,23.7228,105.4177,170.1113,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6293,7660,4,SS,631,2735,0,T0,0.5865,188.7391,157.5525,118.6163,23.3137,94.7066,188.7391,NA,S,NA,8,8,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6294,7661,4,SS,631,2735,0,T0,1.1331,177.4287,140.8783,101.6965,21.6117,109.0591,177.4287,NA,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6295,7662,4,SS,631,2735,6,T6,2.5003,143.589,105.781,61.3975,22.4755,148.2048,143.589,0,C,4,3,3,2,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6296,7663,4,SS,631,2735,6,T6,1.0564,134.5719,99.65,50.8732,24.2604,160.167,134.5719,0,C,2,4,1,1,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6297,7664,4,SS,631,2735,6,T6,0.4893,156.6799,119.5438,71.4268,23.6284,141.2531,156.6799,0,S,NA,8,8,4,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6298,7665,4,SS,631,2735,6,T6,1.1032,177.3394,141.5091,95.9478,23.4435,117.2758,177.3394,0,S,NA,7,7,6,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6299,7666,4,SS,631,2735,6,T6,1.0885,176.6497,138.7099,91.2756,23.2756,123.5713,176.6497,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6300,7667,4,SS,631,2735,6,T6,0.4602,160.1393,119.2692,74.766,21.6878,136.3224,160.1393,0,S,NA,2,5,7,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6301,7668,4,SS,631,2735,6,T6,0.4774,143.1086,107.7217,56.5362,24.5799,155.6976,143.1086,0,S,NA,5,2,5,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6302,7669,4,SS,631,2735,6,T6,2.2972,148.2292,109.8125,66.342,22.0533,144.9497,148.2292,1,C,3,1,4,3,4.631.2735.3,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEW,DAV,JEWxDAV
6303,7695,4,SS,652,1419,0,T0,0.957,175.4026,143.4981,105.5143,22.822,102.044,175.4026,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6304,7696,4,SS,652,1419,0,T0,2.267,177.3977,145.457,106.8069,23.0403,102.3523,177.3977,NA,C,3,5,5,,4.652.1419.5*,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6305,7697,4,SS,652,1419,0,T0,0.8966,176.7719,143.004,104.5088,22.3711,104.7112,176.7719,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6306,7698,4,SS,652,1419,0,T0,0.8973,179.8828,156.1874,118.6661,25.6677,86.6862,179.8828,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6307,7699,4,SS,652,1419,0,T0,0.7821,177.9659,149.4213,110.1598,24.2836,97.1621,177.9659,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6308,7700,4,SS,652,1419,6,T6,0.8973,157.4326,119.4807,75.4137,22.4097,134.8447,157.4326,0,S,NA,2,1,4,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6309,7701,4,SS,652,1419,6,T6,0.7201,159.5815,132.0565,83.144,26.894,123.678,159.5815,1,S,NA,1,3,1,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6310,7702,4,SS,652,1419,6,T6,0.8094,163.9012,128.4408,84.1926,23.2149,125.8394,163.9012,0,S,NA,4,2,3,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6311,7703,4,SS,652,1419,6,T6,1.809,NA,NA,NA,NA,NA,NA,0,C,3,5,5,,4.652.1419.5*,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6312,7704,4,SS,652,1419,6,T6,0.6708,161.9887,132.569,85.4235,25.8996,122.3473,161.9887,0,S,NA,3,4,2,,A.ten,IndivCross,Juvenile,AMB,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWI,DAV,SWIxDAV
6313,7705,4,SS,652,1525,0,T0,0.7576,162.0827,136.0162,100.2091,24.1887,97.1402,162.0827,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6314,7706,4,SS,652,1525,0,T0,4.525,NA,NA,NA,NA,NA,NA,NA,C,5,3,1,,4.652.1525.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6315,7707,4,SS,652,1525,0,T0,0.6802,156.316,130.3907,96.253,23.7274,98.0228,156.316,NA,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6316,7708,4,SS,652,1525,0,T0,0.8832,165.6841,135.576,100.5165,22.4815,100.0856,165.6841,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6317,7709,4,SS,652,1525,0,T0,2.4117,155.6441,127.9821,94.3037,22.9062,100.5022,155.6441,NA,C,3,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6318,7710,4,SS,652,1525,0,T0,4.525,NA,NA,NA,NA,NA,NA,NA,C,5,1,1,,4.652.1525.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6319,7711,4,SS,652,1525,6,T6,1.9584,144.0684,113.1054,73.5854,23.4056,124.8935,144.0684,0,C,3,6,5,4.4R.5,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6320,7712,4,SS,652,1525,6,T6,4.107,NA,NA,NA,NA,NA,NA,0,C,5,3,1,1M.2.3,4.652.1525.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6321,7713,4,SS,652,1525,6,T6,4.107,NA,NA,NA,NA,NA,NA,0,C,5,4,1,1M.2.3,4.652.1525.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6322,7714,4,SS,652,1525,6,T6,0.6431,144.1103,114.2245,70.3421,24.8404,130.3936,144.1103,0,S,NA,5,4,1R,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6323,7715,4,SS,652,1525,6,T6,0.4839,137.5766,113.4033,73.2068,26.029,119.7946,137.5766,0,S,NA,7,6,2R,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6324,7716,4,SS,652,1525,6,T6,4.107,NA,NA,NA,NA,NA,NA,1,C,5,1,1,1M.2.3,4.652.1525.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6325,7717,4,SS,652,1525,6,T6,0.7345,148.3657,114.1691,72.9093,22.748,129.7892,148.3657,0,S,NA,2,2,3R,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
6326,7718,4,SS,652,1626,0,T0,0.7968,143.5061,115.061,82.554,22.3204,108.7501,143.5061,NA,S,NA,3,3,,4.652.1626.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEW,DAV,JEWxDAV
6327,7719,4,SS,652,1626,0,T0,0.7493,125.8688,97.8409,67.6655,21.6401,118.2648,125.8688,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEW,DAV,JEWxDAV
6328,7720,4,SS,652,1626,0,T0,0.8804,134.2998,107.0254,76.4155,22.108,110.1088,134.2998,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEW,DAV,JEWxDAV
6329,7721,4,SS,652,1626,6,T6,0.5559,119.568,90.1308,53.8284,22.8763,141.4301,119.568,0,S,NA,2,2,3,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEW,DAV,JEWxDAV
6330,7722,4,SS,652,1626,6,T6,0.6287,113.7984,85.8465,49.3608,23.4605,146.6586,113.7984,1,S,NA,1,1,2,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEW,DAV,JEWxDAV
6331,7723,4,SS,652,1626,6,T6,0.7252,132.4568,103.0849,62.2567,24.2815,136.3113,132.4568,0,S,NA,3,3,1M,4.652.1626.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEW,DAV,JEWxDAV
6332,7724,4,SS,652,1988,0,T0,1.0564,180.5204,153.1755,114.8275,24.468,92.8255,180.5204,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6333,7725,4,SS,652,1988,0,T0,1.9649,171.3643,137.2681,101.0535,21.5842,105.0312,171.3643,NA,C,3,3,3,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6334,7726,4,SS,652,1988,0,T0,0.7122,190.133,161.1269,126.2027,23.1795,86.7108,190.133,NA,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6335,7727,4,SS,652,1988,0,T0,4.096,NA,NA,NA,NA,NA,NA,NA,C,4,4,1,,4.652.1988.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6336,7728,4,SS,652,1988,0,T0,4.096,NA,NA,NA,NA,NA,NA,NA,C,4,1,1,,4.652.1988.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6337,7729,4,SS,652,1988,0,T0,1.1385,184.9023,157.7657,120.5651,24.1357,88.5395,184.9023,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6338,7730,4,SS,652,1988,6,T6,1.1194,182.3146,154.8122,111.964,25.5162,98.4754,182.3146,0,S,NA,4,5,2R,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6339,7731,4,SS,652,1988,6,T6,3.2823,156.9619,119.4116,77.0986,22.2781,131.482,156.9619,1,C,4,1,1,1M.2.3,4.652.1988.1,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6340,7732,4,SS,652,1988,6,T6,1.8597,153.8515,115.9744,74.1975,21.8159,132.9177,153.8515,0,C,3,3,3,4,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6341,7733,4,SS,652,1988,6,T6,0.6132,179.9178,149.2666,106.8773,24.3805,104.5643,179.9178,0,S,NA,5,6,1R,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6342,7734,4,SS,652,1988,6,T6,0.6625,146.594,109.0043,61.8549,23.0875,147.781,146.594,0,S,NA,2,2,5,,A.ten,IndivCross,Juvenile,AMB,Jewell8,PAL5,Jewell8xPAL5,T.F53,C29,JEW,PAL,JEWxPAL
6343,7735,4,SS,652,2733,0,T0,0.943,138.9874,107.7866,72.5536,22.0886,121.9897,138.9874,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6344,7736,4,SS,652,2733,0,T0,1.5447,145.2517,112.8121,76.7275,22.0159,120.3837,145.2517,NA,C,2,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6345,7737,4,SS,652,2733,0,T0,1.1212,150.1179,116.0209,80.4621,21.421,118.4913,150.1179,NA,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6346,7738,4,SS,652,2733,0,T0,6.5341,158.2195,121.9108,87.4714,20.4219,114.9783,158.2201,NA,C,6,8,8,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6347,7739,4,SS,652,2733,0,T0,1.7582,153.1327,120.7309,85.6613,21.7465,112.3862,153.1327,NA,C,2,5,5,,4.652.2733.1,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6348,7740,4,SS,652,2733,0,T0,4.945,NA,NA,NA,NA,NA,NA,NA,C,6,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6349,7741,4,SS,652,2733,0,T0,1.4471,156.729,119.0423,84.6046,19.9239,117.991,156.729,NA,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6350,7742,4,SS,652,2733,0,T0,0.7918,156.9991,126.0305,90.231,22.4852,108.4011,156.9991,NA,S,NA,9,9,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6351,7743,4,SS,652,2733,0,T0,1.655,NA,NA,NA,NA,NA,NA,NA,C,2,1,10,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6352,7744,4,SS,652,2733,0,T0,1.8388,149.1024,116.4228,80.57,21.8437,117.5444,149.1024,NA,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6353,7745,4,SS,652,2733,6,T6,1.2527,109.4191,72.8566,34.5105,21.2558,175.8275,109.4191,0,C,2,3,10,4,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6354,7746,4,SS,652,2733,6,T6,5.991,NA,NA,NA,NA,NA,NA,0,C,6,9,8,5.6,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6355,7747,4,SS,652,2733,6,T6,5.991,NA,NA,NA,NA,NA,NA,0,C,6,11,8,5.6,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6356,7748,4,SS,652,2733,6,T6,1.0852,128.1533,93.1513,52.936,22.2887,155.5179,128.1533,0,S,NA,2,2,8,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6357,7749,4,SS,652,2733,6,T6,1.2487,127.3443,89.0081,47.2194,21.641,161.2872,127.3443,0,C,2,4,4,2,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6358,7750,4,SS,652,2733,6,T6,0.5261,109.8118,73.7399,33.2272,21.9391,179.6475,109.8118,0,S,NA,6,3,3R,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6359,7751,4,SS,652,2733,6,T6,1.5209,143.7169,108.7756,65.3767,23.0592,139.7853,143.7169,0,S,NA,7,6,7,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6360,7752,4,SS,652,2733,6,T6,0.8865,134.2697,92.7279,51.1279,20.7949,158.37,134.2697,0,S,NA,8,7,2R,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6361,7753,4,SS,652,2733,6,T6,1.58,138.7698,101.1411,58.675,22.0706,147.4613,138.7698,0,C,2,5,5,1M,4.652.2733.1,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6362,7754,4,SS,652,2733,6,T6,3.5452,112.2845,76.2697,39.2455,21.0128,169.2978,112.2845,1,C,6,1,1,3,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6363,7755,4,SS,652,2733,6,T6,0.7921,150.4786,117.5505,74.275,23.8123,129.3582,150.4786,0,S,NA,10,9,1R,,A.ten,IndivCross,Juvenile,AMB,PAL4,Davies1,PAL4xDavies1,T.F36,C81,PAL,DAV,PALxDAV
6364,7756,4,SS,671,1903,0,T0,0.8476,142.0552,105.1899,70.4257,20.3318,128.5884,142.0552,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6365,7757,4,SS,671,1903,0,T0,1.2332,140.9711,106.8759,71.287,21.3962,126.0339,140.9711,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6366,7758,4,SS,671,1903,0,T0,1.6016,158.1021,125.864,91.1799,21.7563,108.7316,158.1021,NA,C,2,2,2,,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6367,7759,4,SS,671,1903,0,T0,1.0694,152.2539,120.8519,83.8256,22.6481,115.2114,152.2539,NA,S,NA,3,3,,4.671.1903.1,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6368,7760,4,SS,671,1903,0,T0,1.0147,156.2033,124.4961,87.5947,22.5075,112.4606,156.2033,NA,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6369,7761,4,SS,671,1903,0,T0,0.9502,156.0337,125.0917,88.0455,22.8045,111.5013,156.0337,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6370,7762,4,SS,671,1903,6,T6,0.8497,146.1869,112.6576,69.178,23.5131,135.1343,146.1869,0,S,NA,5,6,6,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6371,7763,4,SS,671,1903,6,T6,0.7864,130.2189,95.4579,52.9295,22.8951,154.2601,130.2189,0,S,NA,4,3,1,4.671.1903.1,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6372,7764,4,SS,671,1903,6,T6,1.1126,128.3663,88.8825,48.343,21.0628,160.6573,128.3663,0,C,2,3,2,4,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6373,7765,4,SS,671,1903,6,T6,1.0035,110.3549,71.1708,33.0592,20.4464,179.4327,110.3549,1,S,NA,1,1,3,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6374,7766,4,SS,671,1903,6,T6,0.6733,132.1979,95.9807,53.407,22.4781,153.9358,132.1979,0,S,NA,6,5,2,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6375,7767,4,SS,671,1903,6,T6,0.7234,114.4988,75.6984,39.4485,20.0144,167.8367,114.4988,0,S,NA,2,4,5,,A.ten,IndivCross,Juvenile,AMB,PAL5,PAL4,PAL5xPAL4,T.F34,C79,PAL,PAL,PALxPAL
6376,7768,4,SS,671,2323,0,T0,2.5874,132.5145,104.507,75.625,21.2311,109.9797,132.5145,NA,C,3,2,2,,4.671.2323.1,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6377,7769,4,SS,671,2323,0,T0,1.0557,129.3687,99.6862,69.1402,21.1668,119.384,129.3687,NA,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6378,7770,4,SS,671,2323,0,T0,0.7713,143.9178,117.4851,87.634,22.2274,100.8912,143.9178,NA,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6379,7771,4,SS,671,2323,0,T0,0.9405,148.0314,113.1619,82.7504,19.6704,113.1378,148.0314,NA,S,NA,7,7,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6380,7772,4,SS,671,2323,0,T0,0.7118,133.3829,101.0738,71.5205,20.0647,118.5964,133.3829,NA,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6381,7773,4,SS,671,2323,0,T0,1.0334,105.953,81.0749,53.3878,21.9993,127.0857,105.953,NA,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6382,7774,4,SS,671,2323,0,T0,1.1961,131.2098,101.8998,71.4013,21.3423,116.5539,131.2098,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6383,7775,4,SS,671,2323,6,T6,0.4875,95.3589,59.4616,27.8102,19.3346,182.8242,95.3589,0,S,NA,5,4,2,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6384,7776,4,SS,671,2323,6,T6,3.039,NA,NA,NA,NA,NA,NA,0,C,3,6,2,1,4.671.2323.1,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6385,7777,4,SS,671,2323,6,T6,0.8696,126.9164,100.4157,61.4737,24.8439,134.2095,126.9164,0,S,NA,8,6,,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6386,7778,4,SS,671,2323,6,T6,0.8429,120.0636,87.0773,54.4596,20.7194,142.0333,120.0636,0,S,NA,4,5,6,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6387,7779,4,SS,671,2323,6,T6,0.6564,109.7773,75.2298,41.1382,20.5738,162.1536,109.7773,0,S,NA,3,3,4,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6388,7780,4,SS,671,2323,6,T6,0.7594,83.918,55.7757,24.7534,21.5548,182.6126,83.918,1,S,NA,1,1,5,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6389,7781,4,SS,671,2323,6,T6,0.6301,109.3646,70.4897,39.748,18.3017,165.2714,109.3646,0,S,NA,7,7,3,,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6390,7782,4,SS,671,2323,6,T6,3.039,NA,NA,NA,NA,NA,NA,0,C,3,2,2,1,4.671.2323.1,A.ten,IndivCross,Juvenile,AMB,PAR4,PAR2,PAR4xPAR2,T.F5,C76,PAR,PAR,PARxPAR
6391,7783,4,SS,671,2355,0,T0,1.0975,179.9685,152.5673,116.5174,23.7894,90.0528,179.9685,NA,C,2,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
6392,7784,4,SS,671,2355,0,T0,0.9639,167.0938,134.5742,96.6657,22.5405,108.4759,167.0938,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Jewell8,Jewell3,Jewell8xJewell3,T.F68,C100,JEW,JEW,JEWxJEW
