,X.1,Tank,Treatment,Cassette,Plate.Slide,Timepoint,Timepoint2,Area,Coral.Red.Mean,Coral.Green.Mean,Coral.Blue.Mean,Coral.Hue.Mean,Coral.Saturation.Mean,Coral.Brightness.Mean,X,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,MPAM_Identifier,Species,CrossType,Lifestage,Temp,Mom,Dad,Cross,Family,Cone,Mom2,Dad2,popcross
2912,3593,14,Jewell,499,1442,0,T0,0.6434,192.8383,177.6116,145.0028,28.4421,62.8461,192.8383,0,S,NA,8,8,,14.499.1442.2*,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2913,3594,14,Jewell,499,1442,0,T0,2.768,NA,NA,NA,NA,NA,NA,0,C,3,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2914,3595,14,Jewell,499,1442,0,T0,1.98,NA,NA,NA,NA,NA,NA,1,C,2,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2915,3596,14,Jewell,499,1442,0,T0,3.2013,203.0616,187.865,156.0524,28.3491,58.8351,203.0617,0,C,7,9,9,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2916,3597,14,Jewell,499,1442,0,T0,2.4,NA,NA,NA,NA,NA,NA,0,C,3,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2917,3598,14,Jewell,499,1442,0,T0,1.98,NA,NA,NA,NA,NA,NA,0,C,2,3,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2918,3599,14,Jewell,499,1442,6,T6,0.6636,189.9305,170.0738,132.44,27.3549,76.6934,189.9305,NA,S,NA,3,8,,14.499.1442.2*,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2919,3600,14,Jewell,499,1442,6,T6,1.4493,189.5108,169.8837,131.7222,27.6142,77.3021,189.5108,NA,C,2,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2920,3601,14,Jewell,499,1442,6,T6,3.844,NA,NA,NA,NA,NA,NA,NA,C,6,4,9,,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2921,3602,14,Jewell,499,1442,6,T6,1.3103,202.7876,183.0269,144.8915,27.5999,72.6779,202.7876,NA,C,2,2,4,1,,A.ten,IndivCross,Juvenile,HOT,Jewell2,PAL1,Jewell2xPAL1,T.F39,C30,JEW,PAL,JEWxPAL
2922,3603,14,Jewell,499,1479,0,T0,0.6427,129.5317,112.2056,85.5854,25.4157,86.0325,129.5317,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2923,3604,14,Jewell,499,1479,0,T0,0.4688,148.9816,127.8018,101.6229,23.0684,80.6536,148.9816,1,C,2,1,1,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2924,3605,14,Jewell,499,1479,0,T0,1.1306,143.5895,128.1755,100.5914,26.9293,75.9277,143.5895,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2925,3606,14,Jewell,499,1479,0,T0,0.675,138.31,123.68,99.63,26.052,71.238,138.307,NA,S,NA,0,0,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2926,3607,14,Jewell,499,1479,0,T0,0.8829,143.4804,128.6713,102.6073,26.7357,72.1815,143.4804,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2927,3608,14,Jewell,499,1479,0,T0,0.8328,176.1038,151.3666,118.0424,23.9438,83.5633,176.1038,0,S,NA,9,9,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2928,3609,14,Jewell,499,1479,0,T0,0.4188,186.5099,164.4566,135.0129,23.9243,70.2046,186.5099,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2929,3610,14,Jewell,499,1479,0,T0,0.9542,150.0155,134.6691,107.2045,26.917,72.3879,150.0155,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2930,3611,14,Jewell,499,1479,0,T0,1.0013,140.046,125.6465,99.1845,27.1586,73.9586,140.046,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2931,3612,14,Jewell,499,1479,0,T0,1.97,NA,NA,NA,NA,NA,NA,0,C,2,8,8,,14.499.1479.1,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2932,3613,14,Jewell,499,1479,6,T6,0.8825,134.6683,115.1069,83.2342,25.8237,97.122,134.6683,NA,S,NA,5,7,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2933,3614,14,Jewell,499,1479,6,T6,1.521,NA,NA,NA,NA,NA,NA,NA,C,2,8,8,1,14.499.1479.1,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2934,3615,14,Jewell,499,1479,6,T6,0.867,142.3468,122.4772,90.6802,25.6483,92.2097,142.3468,NA,S,NA,3,4,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2935,3616,14,Jewell,499,1479,6,T6,0.9243,138.0117,118.8609,87.8987,25.7589,92.2236,138.0117,NA,S,NA,6,6,2,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2936,3617,14,Jewell,499,1479,6,T6,0.7064,155.5566,132.9628,99.5724,24.8354,91.3578,155.5566,NA,S,NA,9,9,,,A.ten,IndivCross,Juvenile,HOT,Davies13,Davies1,Davies13xDavies1,T.F66,C102,DAV,DAV,DAVxDAV
2937,3618,14,Jewell,499,1531,0,T0,0.526,159.058,136.052,103.037,24.706,89.453,159.058,NA,S,NA,0,0,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2938,3619,14,Jewell,499,1531,0,T0,3.317,NA,NA,NA,NA,NA,NA,0,C,5,3,1,,14.499.1531.4*,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2939,3620,14,Jewell,499,1531,0,T0,1.5944,181.6633,166.4618,135.5276,28.0734,64.3189,181.6633,0,C,3,4,4,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2940,3621,14,Jewell,499,1531,0,T0,0.8732,167.7835,153.8268,124.8379,28.2998,64.8474,167.7835,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2941,3622,14,Jewell,499,1531,0,T0,3.317,NA,NA,NA,NA,NA,NA,1,C,5,1,1,,14.499.1531.4*,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2942,3623,14,Jewell,499,1531,0,T0,0.8386,176.0584,162.2134,130.8244,28.982,65.1134,176.0584,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2943,3624,14,Jewell,499,1531,0,T0,1.5155,175.0492,160.4086,130.1257,28.2179,65.034,175.0492,0,C,2,5,5,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2944,3625,14,Jewell,499,1531,6,T6,0.9779,162.8244,141.7784,106.3597,26.1473,88.1024,162.8244,NA,S,NA,7,6,2,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2945,3626,14,Jewell,499,1531,6,T6,0.497,154.653,134.399,101.983,25.652,86.568,154.653,NA,S,NA,0,0,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2946,3627,14,Jewell,499,1531,6,T6,1.879,NA,NA,NA,NA,NA,NA,NA,C,3,3,4,1,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2947,3628,14,Jewell,499,1531,6,T6,2.016,NA,NA,NA,NA,NA,NA,NA,C,3,4,1,,14.499.1531.4*,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2948,3629,14,Jewell,499,1531,6,T6,0.7828,168.23,146.6762,110.7659,26.0695,86.7815,168.23,NA,S,NA,2,2,3,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2949,3630,14,Jewell,499,1531,6,T6,1.879,NA,NA,NA,NA,NA,NA,NA,C,3,5,4,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2950,3631,14,Jewell,499,1531,6,T6,2.016,NA,NA,NA,NA,NA,NA,NA,C,3,1,1,,14.499.1531.4*,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2951,3632,14,Jewell,499,1531,6,T6,1.2768,168.5886,149.2208,115.6396,26.403,79.753,168.5886,NA,C,2,6,5,,,A.ten,IndivCross,Juvenile,HOT,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWI,DAV,SWIxDAV
2952,3633,14,Jewell,499,1913,0,T0,0.4224,178.7741,159.4339,128.5789,25.7187,71.0733,178.7741,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2953,3634,14,Jewell,499,1913,0,T0,2.1391,179.02,161.083,128.7982,26.8825,71.0699,179.02,0,C,3,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2954,3635,14,Jewell,499,1913,0,T0,4.0918,190.6188,172.35,139.0081,27.0217,68.6329,190.6188,0,C,6,3,3,,14.499.1913.1,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2955,3636,14,Jewell,499,1913,0,T0,2.4841,186.2754,170.2819,138.8933,27.726,64.4125,186.2754,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2956,3637,14,Jewell,499,1913,0,T0,0.7334,188.6932,172.7869,139.7035,28.2307,65.7452,188.6932,0,S,NA,7,7,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2957,3638,14,Jewell,499,1913,0,T0,2.715,NA,NA,NA,NA,NA,NA,0,C,4,2,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2958,3639,14,Jewell,499,1913,0,T0,2.715,NA,NA,NA,NA,NA,NA,1,C,4,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2959,3640,14,Jewell,499,1913,6,T6,0.413,164.52,141.57,108.62,25.605,86.534,164.516,NA,S,NA,0.1,4,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2960,3641,14,Jewell,499,1913,6,T6,2.05,NA,NA,NA,NA,NA,NA,NA,C,4,0,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2961,3642,14,Jewell,499,1913,6,T6,1.603,172.6184,151.4252,114.6545,26.4939,85.3486,172.6184,NA,C,3,1,5,2,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2962,3643,14,Jewell,499,1913,6,T6,4.49,NA,NA,NA,NA,NA,NA,NA,C,6,0.2,3,1,14.499.1913.1,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2963,3644,14,Jewell,499,1913,6,T6,2.594,NA,NA,NA,NA,NA,NA,NA,C,4,0.3,6,3,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2964,3645,14,Jewell,499,1913,6,T6,0.6427,181.4711,162.5838,126.5664,27.3793,76.6969,181.4711,NA,S,NA,2,7,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,PAL1,Jewell8xPAL1,T.F42,C55,JEW,PAL,JEWxPAL
2965,3646,14,Jewell,499,2780,0,T0,2.273,NA,NA,NA,NA,NA,NA,0,C,2,2,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2966,3647,14,Jewell,499,2780,0,T0,2.9903,196.62,171.036,132.6173,25.1978,82.4343,196.62,0,C,4,3,3,,14.499.2780.3,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2967,3648,14,Jewell,499,2780,0,T0,3.22,226.4662,208.2951,178.4937,25.9811,53.7413,226.4663,0,C,4,7,7,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2968,3649,14,Jewell,499,2780,0,T0,0.6063,205.7025,187.1906,152.8569,27.0724,65.0338,205.7025,0,S,NA,8,8,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2969,3650,14,Jewell,499,2780,0,T0,1.01,195.4699,177.8185,143.2103,27.6307,67.703,195.4699,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2970,3651,14,Jewell,499,2780,0,T0,0.3493,199.8629,184.133,150.2402,28.5216,62.8423,199.8629,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2971,3652,14,Jewell,499,2780,0,T0,2.273,NA,NA,NA,NA,NA,NA,0,C,2,4,2,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2972,3653,14,Jewell,499,2780,6,T6,0.7673,198.2628,177.1225,137.9831,27.1305,77.0849,198.2628,NA,S,NA,7,8,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2973,3654,14,Jewell,499,2780,6,T6,2.205,NA,NA,NA,NA,NA,NA,NA,C,2,4,2,1.2,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2974,3655,14,Jewell,499,2780,6,T6,0.9009,191.0955,169.5468,130.2146,26.9392,80.811,191.0955,NA,S,NA,1,1,3,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2975,3656,14,Jewell,499,2780,6,T6,2.205,NA,NA,NA,NA,NA,NA,NA,C,2,3,2,1.2,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2976,3657,14,Jewell,499,2780,6,T6,1.6621,200.7156,177.516,135.4432,26.9211,82.4803,200.7156,NA,C,3,2,3,,14.499.2780.3,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2977,3658,14,Jewell,499,2780,6,T6,0.3244,195.7858,175.8269,136.9545,27.6393,76.1432,195.7858,NA,S,NA,5,5,,,A.ten,IndivCross,Juvenile,HOT,Jewell8,Davies13,Jewell8xDavies13,T.F65,C62,JEW,DAV,JEWxDAV
2978,3659,15,Jewell,284,1543,0,T0,0.754,201.0969,182.5177,148.5731,26.9551,66.1218,201.0969,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2979,3660,15,Jewell,284,1543,0,T0,0.9545,201.1958,184.1796,149.4225,28.0158,65.1875,201.1958,0,S,NA,3,3,,15.284.1543.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2980,3661,15,Jewell,284,1543,0,T0,0.9264,200.8131,183.2981,149.2573,27.541,65.0284,200.8131,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2981,3662,15,Jewell,284,1543,0,T0,2.1301,203.5815,185.6471,152.7219,27.0003,63.2967,203.5815,0,C,3,2,2,,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2982,3663,15,Jewell,284,1543,6,T6,2.034,196.0745,176.9885,140.6452,27.3797,71.6883,196.0745,0,C,3,2,2,3,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2983,3664,15,Jewell,284,1543,6,T6,0.7032,194.701,177.2038,141.0937,28.1178,69.7471,194.701,0,S,NA,4,4,4,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2984,3665,15,Jewell,284,1543,6,T6,0.8858,194.4041,176.6467,139.926,28.1293,71.0317,194.4041,0,S,NA,3,3,1,15.284.1543.1,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2985,3666,15,Jewell,284,1543,6,T6,0.8501,193.2042,173.485,136.8433,27.155,73.9221,193.2042,1,S,NA,1,1,2,,A.ten,IndivCross,Juvenile,AMB,Jewell3,Davies1,Jewell3xDavies1,T.F58,C101,JEW,DAV,JEWxDAV
2986,3667,15,Jewell,284,1557,0,T0,0.8483,150.7699,132.9257,111.7801,22.584,65.5085,150.7699,0,S,NA,2,2,,15.284.1557.2,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL4,Jewell6xPAL4,T.F43,C39,JEW,PAL,JEWxPAL
2987,3668,15,Jewell,284,1557,0,T0,0.8145,157.1556,138.752,110.9222,25.1441,74.5716,157.1556,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL4,Jewell6xPAL4,T.F43,C39,JEW,PAL,JEWxPAL
2988,3669,15,Jewell,284,1557,6,T6,0.7767,136.3955,117.4882,89.2082,25.0417,87.9638,136.3955,0,S,NA,2,2,2,15.284.1557.2,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL4,Jewell6xPAL4,T.F43,C39,JEW,PAL,JEWxPAL
2989,3670,15,Jewell,284,1557,6,T6,0.6895,137.27,114.7509,78.0324,25.8841,109.7467,137.27,1,S,NA,1,1,1,,A.ten,IndivCross,Juvenile,AMB,Jewell6,PAL4,Jewell6xPAL4,T.F43,C39,JEW,PAL,JEWxPAL
2990,3671,15,Jewell,284,1569,0,T0,0.651,193.1521,177.4463,143.9663,28.4347,64.4978,193.1521,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2991,3672,15,Jewell,284,1569,0,T0,1.2426,203.3935,186.4489,152.2805,27.9116,63.6714,203.3935,0,S,NA,2,2,,15.284.1569.2,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2992,3673,15,Jewell,284,1569,0,T0,1.001,198.9817,182.4863,148.1029,28.2029,64.7482,198.9817,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2993,3674,15,Jewell,284,1569,0,T0,0.6539,204.5452,187.6823,155.6002,27.3744,60.549,204.5452,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2994,3675,15,Jewell,284,1569,6,T6,1.1698,199.1305,180.852,143.3921,28.0736,70.9532,199.1305,0,S,NA,2,2,2,15.284.1569.2,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2995,3676,15,Jewell,284,1569,6,T6,0.8494,194.73,174.3667,139.9423,26.1755,71.2844,194.73,1,S,NA,1,1,4,,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2996,3677,15,Jewell,284,1569,6,T6,0.9275,194.7488,178,141.8055,28.5268,68.8622,194.7488,0,S,NA,3,3,3,,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2997,3678,15,Jewell,284,1569,6,T6,0.5354,190.8178,175.9886,140.8769,29.3631,66.3167,190.8178,0,S,NA,4,4,1,,A.ten,IndivCross,Juvenile,AMB,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PAL,PAL,PALxPAL
2998,3679,15,Jewell,284,2923,0,T0,0.3053,176.9776,159.4729,132.7134,25.3078,63.3042,176.9776,1,S,NA,1,1,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
2999,3680,15,Jewell,284,2923,0,T0,0.8922,187.4362,169.6033,137.1049,26.9471,67.9984,187.4362,0,S,NA,3,3,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3000,3681,15,Jewell,284,2923,0,T0,0.9646,192.5577,173.838,141.0433,26.5065,67.692,192.5577,0,S,NA,9,9,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3001,3682,15,Jewell,284,2923,0,T0,0.5671,194.5289,169.2768,132.5213,24.8083,80.7448,194.5289,0,S,NA,10,10,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3002,3683,15,Jewell,284,2923,0,T0,0.9761,187.215,168.1287,134.8525,26.4777,70.8248,187.215,0,S,NA,7,7,,15.284.2923.5,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3003,3684,15,Jewell,284,2923,0,T0,1.0143,201.6411,182.3103,150.3653,26.0295,64.4789,201.6411,0,S,NA,8,8,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3004,3685,15,Jewell,284,2923,0,T0,0.5833,180.1395,158.3605,125.9679,24.966,76.1957,180.1395,0,S,NA,4,4,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3005,3686,15,Jewell,284,2923,0,T0,0.6539,182.6553,163.3453,129.7148,26.489,73.4058,182.6553,0,S,NA,6,6,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3006,3687,15,Jewell,284,2923,0,T0,0.9218,178.4926,156.2477,123.8754,24.7266,77.5633,178.4926,0,S,NA,2,2,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3007,3688,15,Jewell,284,2923,0,T0,1.0258,183.6908,164.8887,131.5226,26.6599,71.9382,183.6908,0,S,NA,5,5,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3008,3689,15,Jewell,284,2923,6,T6,0.8101,164.3564,135.6409,98.0693,23.6178,102.4831,164.3564,1,S,NA,1,2,,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3009,3690,15,Jewell,284,2923,6,T6,0.4429,184.2081,154.0374,115.6577,23.6041,94.6984,184.2081,0,S,NA,9,10,7,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3010,3691,15,Jewell,284,2923,6,T6,0.724,156.579,136.495,111.018,25.13,77.601,156.62,0,S,NA,0,1,1,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3011,3692,15,Jewell,284,2923,6,T6,0.6992,194.9454,175.7173,140.2013,27.1189,71.3373,194.9454,0,S,NA,7,8,3,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
3012,3693,15,Jewell,284,2923,6,T6,0.88,184.8912,167.6215,131.4423,28.2377,73.2422,184.8912,0,S,NA,8,9,8,,A.ten,IndivCross,Juvenile,AMB,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,C69,SWI,SWI,SWIxSWI
