No,Timepoint,Tank,Temp,Treatment,Cassette,Plate.Slide,Area,Red,Green,Blue,Hue,Saturation,Brightness,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,Species,Crosstype,Mom,Dad,Family,Genetic,Cone,popcross,Grey_av,Grey_light,Grey_lum,IndID
2784,T0,14,HOT,Jewell,346,2992,1.0305,200.8407,179.0143,142.746,26.1279,73.2474,200.8407,S,NA,3,3,,A.ten,IndivCross,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWIxDAV,174.2003333,171.79335,181.572707,14.346.2992.3
2792,T6,14,HOT,Jewell,346,2992,0.9664,191.9687,172.5708,134.9799,27.5905,75.2597,191.9687,S,NA,3,3,1,A.ten,IndivCross,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWIxDAV,166.5064667,163.4743,174.255171,14.346.2992.3
2785,T0,14,HOT,Jewell,346,2992,0.8537,201.1464,185.5276,150.8081,28.8237,63.3281,201.1464,C,2,4,4,,A.ten,IndivCross,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWIxDAV,179.1607,175.97725,186.394095,14.346.2992.4
2790,T6,14,HOT,Jewell,346,2992,0.5124,188.7154,170.6465,131.8587,28.5285,76.2952,188.7154,C,2,4,4,,A.ten,IndivCross,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWIxDAV,163.7402,160.28705,171.800512,14.346.2992.4
2788,T0,14,HOT,Jewell,346,2992,0.5613,205.8942,190.6998,159.4516,28.1687,57.1142,205.8942,S,NA,5,5,,A.ten,IndivCross,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWIxDAV,185.3485333,182.6729,191.820818,14.346.2992.5
2789,T6,14,HOT,Jewell,346,2992,0.5595,197.0084,177.8224,140.8623,27.4511,72.3578,197.0084,S,NA,5,5,,A.ten,IndivCross,Switzer4,Davies8,Switzer4xDavies8,T.F31,C72,SWIxDAV,171.8977,168.93535,179.512589,14.346.2992.5
2795,T0,14,HOT,Jewell,379,1494,0.5631,167.5569,148.3127,113.2276,27.0038,82.2621,167.5569,S,NA,2,2,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,143.0324,140.39225,150.226599,14.379.1494.2
2793,T0,14,HOT,Jewell,379,1494,0.3493,169.2629,155.9557,125.9402,28.9856,64.8134,169.2629,S,NA,3,3,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,150.3862667,147.60155,156.646155,14.379.1494.3
2799,T6,14,HOT,Jewell,379,1494,0.3777,154.3832,132.2755,97.0829,25.5977,94.3823,154.3832,S,NA,1,3,1,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,127.9138667,125.73305,135.036624,14.379.1494.3
2794,T0,14,HOT,Jewell,379,1494,0.4821,176.1501,162.283,131.7222,28.7812,63.8954,176.1501,S,NA,4,4,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,156.7184333,153.93615,163.081442,14.379.1494.4
2800,T6,14,HOT,Jewell,379,1494,0.4706,161.8386,138.0306,102.0765,25.0681,94.0712,161.8386,S,NA,2,4,2,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,133.9819,131.95755,141.218049,14.379.1494.4
2797,T0,14,HOT,Jewell,379,1494,0.6866,172.5039,158.6072,126.9837,29.0236,66.8406,172.5039,S,NA,5,5,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,152.6982667,149.7438,159.297625,14.379.1494.5
2802,T6,14,HOT,Jewell,379,1494,0.5423,166.8891,147.7576,111.259,27.3971,84.678,166.8891,S,NA,3,5,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,141.9685667,139.07405,149.482204,14.379.1494.5
2798,T0,14,HOT,Jewell,379,1494,0.7849,183.5,168.2482,133.9307,28.8968,68.4674,183.5,S,NA,6,6,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,161.8929667,158.71535,169.048815,14.379.1494.6
2803,T6,14,HOT,Jewell,379,1494,0.3691,174.8351,157.0341,114.6537,29.5005,87.3766,174.8351,S,NA,4,6,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,148.8409667,144.7444,157.712556,14.379.1494.6
2796,T0,14,HOT,Jewell,379,1494,0.9038,200.0797,183.8438,149.6255,28.3275,63.8562,200.0797,C,2,7,7,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,177.8496667,174.8526,184.950557,14.379.1494.7
2801,T6,14,HOT,Jewell,379,1494,0.8937,195.7941,177.9819,141.0399,28.2099,70.8892,195.7941,C,2,5,7,,A.ten,IndivCross,Switzer7,Davies10,Switzer7xDavies10,T.F32,C67,SWIxDAV,171.6053,168.417,179.26194,14.379.1494.7
2804,T0,14,HOT,Jewell,379,2399,0.881,126.114,109.061,85.131,24.908,83.529,126.12,S,NA,0,0,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,106.7686667,105.6225,111.5446,14.379.2399.0
2819,T6,14,HOT,Jewell,379,2399,0.772,98.228,82.396,57.935,25.446,104.943,98.228,S,NA,0.1,0,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,79.51966667,78.0815,84.45489,14.379.2399.0
2805,T0,14,HOT,Jewell,379,2399,1.557,NA,NA,NA,NA,NA,NA,C,2,2,2,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,#VALUE!,0,#VALUE!,14.379.2399.2
2808,T0,14,HOT,Jewell,379,2399,1.557,NA,NA,NA,NA,NA,NA,C,2,3,2,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,#VALUE!,0,#VALUE!,14.379.2399.2
2817,T6,14,HOT,Jewell,379,2399,0.5959,122.4272,104.1795,76.6955,25.0671,94.9426,122.4272,C,2,2,2,1,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,101.1007333,99.56135,106.63057,14.379.2399.2
2809,T0,14,HOT,Jewell,379,2399,0.7126,145.7079,130.9161,106.6675,26.0066,67.8924,145.7079,S,NA,4,4,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,127.7638333,126.1877,132.686294,14.379.2399.4
2820,T6,14,HOT,Jewell,379,2399,0.5124,138.5538,120.2614,90.4329,25.8496,88.2481,138.5538,S,NA,3,4,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,116.4160333,114.49335,122.467985,14.379.2399.4
2806,T0,14,HOT,Jewell,379,2399,0.4353,153.4392,137.8089,110.7866,26.5757,70.3962,153.4392,S,NA,5,5,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,134.0115667,132.1129,139.525537,14.379.2399.5
2816,T6,14,HOT,Jewell,379,2399,0.3633,147.1427,129.1269,99.0188,26.1269,83.0089,147.1427,S,NA,4,5,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,125.0961333,123.08075,131.219749,14.379.2399.5
2807,T0,14,HOT,Jewell,379,2399,1.1882,173.367,157.3436,129.3633,26.6821,64.293,173.367,C,2,6,6,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,153.3579667,151.36515,159.072787,14.379.2399.6
2815,T6,14,HOT,Jewell,379,2399,1.3124,163.2573,146.245,116.5045,26.5997,72.6573,163.2573,C,2,6,6,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,142.0022667,139.8809,148.077235,14.379.2399.6
2812,T0,14,HOT,Jewell,379,2399,1.2015,162.1729,146.1495,118.3566,26.5987,68.4882,162.1729,C,2,7,7,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,142.2263333,140.26475,147.899301,14.379.2399.7
2811,T0,14,HOT,Jewell,379,2399,2.938,NA,NA,NA,NA,NA,NA,C,3,10,8,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,#VALUE!,0,#VALUE!,14.379.2399.8
2813,T0,14,HOT,Jewell,379,2399,2.938,NA,NA,NA,NA,NA,NA,C,3,8,8,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,#VALUE!,0,#VALUE!,14.379.2399.8
2818,T6,14,HOT,Jewell,379,2399,3.055,NA,NA,NA,NA,NA,NA,C,3,0,8,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,#VALUE!,0,#VALUE!,14.379.2399.8
2810,T0,14,HOT,Jewell,379,2399,0.7036,178.4335,162.8424,133.6525,27.3393,63.498,178.4335,S,NA,9,9,,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,158.3094667,156.043,164.308841,14.379.2399.9
2814,T6,14,HOT,Jewell,379,2399,0.4904,171.0081,153.4581,121.7548,26.8568,73.0037,171.0081,S,NA,8,9,2,A.ten,IndivCross,PAR4,Davies1,PAR4xDavies1,T.F21,C66,PARxDAV,148.7403333,146.38145,155.235737,14.379.2399.9
2823,T0,14,HOT,Jewell,401,1534,1.7971,208.0441,191.1134,157.4444,28.0056,61.9926,208.0461,C,3,1,1,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,185.5339667,182.74425,192.48902,14.401.1534.1
2821,T0,14,HOT,Jewell,401,1534,0.8829,200.1986,185.5848,151.4943,29.2153,61.5938,200.1986,S,NA,2,2,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,179.0925667,175.84645,186.218985,14.401.1534.2
2825,T6,14,HOT,Jewell,401,1534,0.8404,195.5788,179.3556,141.8132,29.1277,69.6602,195.5788,S,NA,2,2,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,172.2492,168.696,180.092896,14.401.1534.2
2822,T0,14,HOT,Jewell,401,1534,0.9653,197.4103,173.5789,135.53,25.7587,79.4095,197.4103,S,NA,3,3,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,168.8397333,166.47015,176.542941,14.401.1534.3
2824,T6,14,HOT,Jewell,401,1534,0.6326,193.6329,173.8685,134.095,27.9158,78.0182,193.6329,S,NA,3,3,,A.ten,IndivCross,PAL2,PAL5,PAL2xPAL5,T.F35,C86,PALxPAL,167.1988,163.86395,175.422735,14.401.1534.3
2829,T0,14,HOT,Jewell,401,2359,1.005,NA,NA,NA,NA,NA,NA,C,2,0,0,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,#VALUE!,0,#VALUE!,14.401.2359.0
2832,T6,14,HOT,Jewell,401,2359,0.756,NA,NA,NA,NA,NA,NA,C,2,0,0,2,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,#VALUE!,0,#VALUE!,14.401.2359.0
2830,T0,14,HOT,Jewell,401,2359,4.355,NA,NA,NA,NA,NA,NA,C,4,0.1,0.1,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,#VALUE!,0,#VALUE!,14.401.2359.0.1
2833,T6,14,HOT,Jewell,401,2359,2.875,NA,NA,NA,NA,NA,NA,C,3,4,0.1,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,#VALUE!,0,#VALUE!,14.401.2359.0.1
2834,T6,14,HOT,Jewell,401,2359,2.875,NA,NA,NA,NA,NA,NA,C,3,2,0.1,3,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,#VALUE!,0,#VALUE!,14.401.2359.0.1
2826,T0,14,HOT,Jewell,401,2359,1.2123,172.5812,152.0799,121.1922,25.1993,75.4295,172.5812,S,NA,1,1,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,148.6177667,146.8867,154.832643,14.401.2359.1
2831,T6,14,HOT,Jewell,401,2359,1.0683,166.4847,144.7115,110.061,25.6309,86.0907,166.4847,S,NA,1,1,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,140.4190667,138.27285,147.431905,14.401.2359.1
2827,T0,14,HOT,Jewell,401,2359,1.2296,169.4829,155.976,126.2732,28.7836,64.5941,169.4829,C,3,2,2,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,150.5773667,147.87805,156.760762,14.401.2359.2
2836,T6,14,HOT,Jewell,401,2359,1.3092,160.4931,142.5732,106.4728,27.912,85.4744,160.4931,C,3,3,2,1,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,136.5130333,133.48295,143.978126,14.401.2359.2
2828,T0,14,HOT,Jewell,401,2359,1.737,166.869,153.667,127.014,27.927,60.741,166.869,S,NA,3,3,,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,149.1833333,146.9415,154.69577,14.401.2359.3
2835,T6,14,HOT,Jewell,401,2359,1.314,165.184,149.395,117.557,27.925,73.169,165.184,S,NA,0.1,3,4,A.ten,IndivCross,Davies1,Davies8,Davies1xDavies8,T.F16,C82,DAVxDAV,144.0453333,141.3705,150.62952,14.401.2359.3
2839,T0,14,HOT,Jewell,401,2720,0.8609,141.2944,125.5019,98.637,26.4061,76.5726,141.2944,S,NA,1,1,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,121.8111,119.9657,127.284511,14.401.2720.1
2844,T6,14,HOT,Jewell,401,2720,0.7403,130.9562,111.1469,80.0282,25.4523,98.9095,130.9562,S,NA,2,1,1,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,107.3771,105.4922,113.666633,14.401.2720.1
2837,T0,14,HOT,Jewell,401,2720,0.6704,156.5059,140.5274,113.2245,26.449,70.0838,156.5059,S,NA,2,2,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,136.7526,134.8652,142.317631,14.401.2720.2
2848,T6,14,HOT,Jewell,401,2720,0.5145,147.9972,129.0658,97.4976,26.1022,86.6809,147.9972,S,NA,3,2,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,124.8535333,122.7474,131.272718,14.401.2720.2
2838,T0,14,HOT,Jewell,401,2720,2.14,NA,NA,NA,NA,NA,NA,C,3,3,3,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,#VALUE!,0,#VALUE!,14.401.2720.3
2846,T6,14,HOT,Jewell,401,2720,2.145,NA,NA,NA,NA,NA,NA,C,3,0,3,2,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,#VALUE!,0,#VALUE!,14.401.2720.3
2842,T0,14,HOT,Jewell,401,2720,0.8973,177.3652,154.4571,124.6966,23.5638,75.2368,177.3652,S,NA,4,4,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,152.1729667,151.0309,158.055875,14.401.2720.4
2849,T6,14,HOT,Jewell,401,2720,0.5912,168.4452,149.0682,118.7284,25.4549,74.9446,168.4452,S,NA,4,4,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,145.4139333,143.5868,151.543922,14.401.2720.4
2843,T0,14,HOT,Jewell,401,2720,0.7425,190.6673,172.1232,144.306,25.1717,61.9394,190.6683,S,NA,5,5,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,169.0321667,167.48665,174.626538,14.401.2720.5
2845,T6,14,HOT,Jewell,401,2720,0.6164,180.3919,161.1519,130.9644,25.4702,69.6092,180.3919,S,NA,6,5,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,157.5027333,155.67815,163.603275,14.401.2720.5
2840,T0,14,HOT,Jewell,401,2720,0.8292,175.0091,158.2132,129.7308,26.3404,65.5284,175.0091,S,NA,6,6,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,154.3177,152.36995,160.118906,14.401.2720.6
2847,T6,14,HOT,Jewell,401,2720,0.8411,164.122,144.4662,112.8934,25.6811,79.1725,164.122,S,NA,5,6,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,140.4938667,138.5077,146.889932,14.401.2720.6
2841,T0,14,HOT,Jewell,401,2720,0.9787,194.4971,176.4264,148.0022,26.0298,60.8503,194.5018,S,NA,7,7,,A.ten,IndivCross,PAR5,Davies10,PAR5xDavies10,T.F23,C88,PARxDAV,172.9752333,171.24965,178.720948,14.401.2720.7
2852,T0,14,HOT,Jewell,401,2897,1.0042,195.9283,181.4862,146.621,29.5152,63.7336,195.9283,S,NA,1,1,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,174.6785,171.27465,181.983658,14.401.2897.1
2854,T6,14,HOT,Jewell,401,2897,0.979,189.7687,171.5656,133.6458,28.2464,74.9492,189.7687,S,NA,1,1,1,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,164.9933667,161.70725,172.855352,14.401.2897.1
2850,T0,14,HOT,Jewell,401,2897,0.8573,195.2096,180.8774,146.2818,29.5044,63.4666,195.2096,S,NA,2,2,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,174.1229333,170.7457,181.371544,14.401.2897.2
2856,T6,14,HOT,Jewell,401,2897,0.7093,189.2518,171.7193,134.6193,28.3477,73.1726,189.2518,S,NA,2,2,2,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,165.1968,161.93555,172.89805,14.401.2897.2
2851,T0,14,HOT,Jewell,401,2897,0.8969,194.4103,180.4211,147.9233,29.1542,60.5323,194.4103,S,NA,3,3,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,174.2515667,171.1668,181.043102,14.401.2897.3
2857,T6,14,HOT,Jewell,401,2897,0.9315,189.5365,173.1299,137.8241,28.4963,69.1326,189.5365,S,NA,3,3,4,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,166.8301667,163.6803,174.168242,14.401.2897.3
2853,T0,14,HOT,Jewell,401,2897,1.5094,194.0146,180.1641,146.4327,29.5852,62.1121,194.0146,C,3,4,4,,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,173.5371333,170.22365,180.608796,14.401.2897.4
2855,T6,14,HOT,Jewell,401,2897,1.3632,189.599,173.6709,138.2147,28.8006,68.6941,189.599,C,3,4,4,3,A.ten,IndivCross,Davies6,Davies1,Davies6xDavies1,T.F13,C75,DAVxDAV,167.1615333,163.90685,174.549148,14.401.2897.4
2858,T0,14,HOT,Jewell,494,1257,1.093,125.54,112.01,89.68,26.094,72.638,125.537,S,NA,0,0,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,109.0766667,107.61,113.6127,14.494.1257.0
2876,T6,14,HOT,Jewell,494,1257,1.017,118.353,101.44,73.086,26.283,98.88,118.354,S,NA,0,0,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,97.62633333,95.7195,103.39496,14.494.1257.0
2863,T0,14,HOT,Jewell,494,1257,0.545,133.67,114.74,89.99,24.402,86.254,133.668,S,NA,0.1,0.1,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,112.8,111.83,117.6965,14.494.1257.0.1
2864,T0,14,HOT,Jewell,494,1257,0.957,129.51,113.569,89.105,25.56,80.261,129.515,S,NA,0.2,0.2,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,110.728,109.3075,115.66026,14.494.1257.0.2
2875,T6,14,HOT,Jewell,494,1257,0.701,116.323,97.655,67.475,25.823,107.949,116.323,S,NA,0.1,0.2,7,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,93.81766667,91.899,99.9356,14.494.1257.0.2
2859,T0,14,HOT,Jewell,494,1257,0.8206,145.3124,130.9061,104.412,27.1799,71.3387,145.3124,S,NA,1,1,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,126.8768333,124.8622,132.313639,14.494.1257.1
2873,T6,14,HOT,Jewell,494,1257,0.754,137.8438,119.4656,84.8887,27.234,97.68,137.8438,S,NA,1,1,4,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,114.0660333,111.36625,121.175601,14.494.1257.1
2866,T0,14,HOT,Jewell,494,1257,0.7702,162.892,146.4661,118.8013,26.3745,68.496,162.892,S,NA,10,10,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,142.7198,140.84665,148.350742,14.494.1257.10
2879,T6,14,HOT,Jewell,494,1257,0.8325,157.8858,140.9044,110.6825,26.7894,75.7829,157.8858,S,NA,9,10,8,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,136.4909,134.28415,142.674411,14.494.1257.10
2860,T0,14,HOT,Jewell,494,1257,0.9236,155.232,137.9704,109.7138,25.9961,74.3938,155.232,S,NA,2,2,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,134.3054,132.4729,140.040654,14.494.1257.2
2878,T6,14,HOT,Jewell,494,1257,0.7842,150.9789,132.3352,97.8154,27.0937,89.4435,150.9789,S,NA,3,2,3,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,127.0431667,124.39715,134.131132,14.494.1257.2
2867,T0,14,HOT,Jewell,494,1257,1.0028,145.2183,129.6873,101.5849,26.9781,76.293,145.2183,S,NA,3,3,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,125.4968333,123.4016,131.255336,14.494.1257.3
2877,T6,14,HOT,Jewell,494,1257,0.4465,133.7823,114.4024,77.2968,27.3903,107.2887,133.7823,S,NA,2,3,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,108.4938333,105.53955,116.134754,14.494.1257.3
2868,T0,14,HOT,Jewell,494,1257,0.8634,161.4162,145.9829,119.2585,26.5842,66.2131,161.4162,S,NA,4,4,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,142.2192,140.33735,147.673206,14.494.1257.4
2874,T6,14,HOT,Jewell,494,1257,0.8177,156.1937,139.2461,109.0599,26.7873,76.5812,156.1937,S,NA,5,4,1,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,134.8332333,132.6268,141.009898,14.494.1257.4
2861,T0,14,HOT,Jewell,494,1257,0.6431,149.0095,130.0381,100.0974,25.6445,83.2452,149.0095,S,NA,5,5,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,126.3816667,124.55345,132.436043,14.494.1257.5
2862,T0,14,HOT,Jewell,494,1257,0.7817,153.4164,128.1626,96.7923,23.1654,93.6905,153.4164,S,NA,6,6,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,126.1237667,125.10435,132.288007,14.494.1257.6
2869,T0,14,HOT,Jewell,494,1257,0.6524,160.894,145.3775,118.2715,26.6932,67.1413,160.894,S,NA,7,7,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,141.5143333,139.58275,147.05079,14.494.1257.7
2880,T6,14,HOT,Jewell,494,1257,0.5678,153.7204,135.6252,102.2074,27.1116,85.1446,153.7204,S,NA,6,7,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,130.5176667,127.9639,137.377802,14.494.1257.7
2870,T0,14,HOT,Jewell,494,1257,0.777,161.12,133.26,102.68,22.269,92.272,161.118,S,NA,8,8,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,132.3533333,131.9,138.2542,14.494.1257.8
2872,T6,14,HOT,Jewell,494,1257,0.6514,159.6506,140.5119,106.8469,26.6379,83.9458,159.6506,S,NA,8,8,2,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,135.6698,133.24875,142.55036,14.494.1257.8
2865,T0,14,HOT,Jewell,494,1257,0.9228,163.8459,148.2173,121.311,26.5466,65.7624,163.8459,S,NA,9,9,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,144.4580667,142.57845,149.946187,14.494.1257.9
2871,T6,14,HOT,Jewell,494,1257,0.7835,158.0432,140.3396,107.3603,27.153,81.3392,158.0432,S,NA,7,9,5,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F64,C65,JEWxDAV,135.2477,132.70175,142.022957,14.494.1257.9
2886,T0,14,HOT,Jewell,494,2714,0.731,198.461,188.093,168.566,29.8,26.408,198.503,S,NA,0,0,,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,185.04,183.5135,189.05543,14.494.2714.0
2890,T6,14,HOT,Jewell,494,2714,0.984,157.278,138.669,106.237,26.508,82.44,157.278,S,NA,0,0,3,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,134.0613333,131.7575,140.68418,14.494.2714.0
2887,T0,14,HOT,Jewell,494,2714,0.8026,184.3531,168.1902,138.0911,27.293,63.5236,184.3531,S,NA,1,1,,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,163.5448,161.2221,169.728169,14.494.2714.1
2888,T6,14,HOT,Jewell,494,2714,1.013,195.684,177.479,146.583,27.063,65.703,195.695,S,NA,0.1,1,6,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,173.2486667,171.1335,179.54194,14.494.2714.1
2881,T0,14,HOT,Jewell,494,2714,0.943,180.0706,160.8744,130.7083,25.551,69.441,180.0706,S,NA,2,2,,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,157.2177667,155.38945,163.314989,14.494.2714.2
2889,T6,14,HOT,Jewell,494,2714,0.8958,186.9578,168.9654,134.7805,27.3907,70.9847,186.9578,S,NA,2,2,5,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,163.5679,160.86915,170.602781,14.494.2714.2
2882,T0,14,HOT,Jewell,494,2714,2.011,NA,NA,NA,NA,NA,NA,C,2,3,3,,A.ten,IndivCross,PAR5,PAR4,PAR5xPAR4,T.F6,C83,PARxPAR,#VALUE!,0,#VALUE!,14.494.2714.3
