No,Timepoint,Tank,Temp,Treatment,Cassette,Plate.Slide,Area,Red,Green,Blue,Hue,Saturation,Brightness,SINGLE.CLUMP,Clump.IndNo,Live.Coral.ID.Number,MatchID,SamplesID,Species,Crosstype,Mom,Dad,Family,Genetic,Cone,popcross,Grey_av,Grey_light,Grey_lum,IndID
3335,T6,15,AMB,Jewell,435,2971,0.7162,190.645,170.2479,130.0226,27.7446,80.6114,190.645,S,NA,5,6,3,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,163.6385,160.3338,171.942247,15.435.2971.6
3329,T0,15,AMB,Jewell,435,2971,0.6974,197.8317,179.414,147.7305,26.3795,64.1306,197.8317,S,NA,7,7,,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,174.9920667,172.7811,181.454125,15.435.2971.7
3338,T6,15,AMB,Jewell,435,2971,0.7687,189.9902,169.3869,130.0534,27.445,79.9724,189.9902,S,NA,4,7,5,A.ten,IndivCross,Jewell8,Davies6,Jewell8xDavies6,T.F18,C87,JEWxDAV,163.1435,160.0218,171.241205,15.435.2971.7
3339,T0,15,AMB,Jewell,435,3150,2.024,NA,NA,NA,NA,NA,NA,C,2,2,1,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEWxDAV,#VALUE!,0,#VALUE!,15.435.3150.1
3342,T0,15,AMB,Jewell,435,3150,2.024,NA,NA,NA,NA,NA,NA,C,2,1,1,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEWxDAV,#VALUE!,0,#VALUE!,15.435.3150.1
3343,T6,15,AMB,Jewell,435,3150,1.866,NA,NA,NA,NA,NA,NA,C,2,0,1,1,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEWxDAV,#VALUE!,0,#VALUE!,15.435.3150.1
3341,T0,15,AMB,Jewell,435,3150,0.524,160.751,141.039,116.726,23.043,69.779,160.751,S,NA,0,3,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEWxDAV,139.5053333,138.7385,144.27817,15.435.3150.3
3340,T0,15,AMB,Jewell,435,3150,1.122,189.048,165.015,142.082,20.456,63.389,189.048,S,NA,0.1,4,,A.ten,IndivCross,Jewell8,Davies1,Jewell8xDavies1,T.F17,C71,JEWxDAV,165.3816667,165.565,169.70227,15.435.3150.4
3344,T0,15,AMB,Jewell,443,1405,0.8566,193.4842,175.1118,139.0357,27.7201,71.3119,193.4842,S,NA,1,1,,A.ten,IndivCross,Jewell2,Jewell8,Jewell2xJewell8,T.F4,C85,JEWxJEW,169.2105667,166.25995,176.655149,15.443.1405.1
3345,T6,15,AMB,Jewell,443,1405,0.781,191.8783,161.9733,125.0807,23.0742,88.4892,191.8783,S,NA,1,1,1,A.ten,IndivCross,Jewell2,Jewell8,Jewell2xJewell8,T.F4,C85,JEWxJEW,159.6441,158.4795,166.886614,15.443.1405.1
3347,T0,15,AMB,Jewell,443,1640,0.6261,175.9304,160.4675,131.3007,27.4261,64.2225,175.9304,S,NA,1,1,,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,155.8995333,153.61555,161.898022,15.443.1640.1
3350,T6,15,AMB,Jewell,443,1640,0.5264,148.738,123.7127,82.7791,25.8728,112.8714,148.738,S,NA,2,1,2,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,118.4099333,115.75855,126.717594,15.443.1640.1
3348,T0,15,AMB,Jewell,443,1640,0.4029,179.3485,163.9955,135.4879,27.2967,61.8677,179.3485,S,NA,2,2,,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,159.6106333,157.4182,165.465564,15.443.1640.2
3353,T6,15,AMB,Jewell,443,1640,0.48,145.778,119.204,86.145,23.357,104.728,145.778,S,NA,0,2,1,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,117.0423333,115.9615,123.53971,15.443.1640.2
3346,T0,15,AMB,Jewell,443,1640,0.8494,182.5379,165.3328,133.6918,27.145,67.7062,182.5379,S,NA,3,3,,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,160.5208333,158.11485,167.01382,15.443.1640.3
3352,T6,15,AMB,Jewell,443,1640,0.7428,173.7988,150.3025,114.6108,25.1018,86.4527,173.7988,S,NA,3,3,3,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,146.2373667,144.2048,153.425303,15.443.1640.3
3349,T0,15,AMB,Jewell,443,1640,0.8415,184.4647,168.1438,136.4681,27.6016,65.8554,184.4647,S,NA,4,4,,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,163.0255333,160.4664,169.555743,15.443.1640.4
3351,T6,15,AMB,Jewell,443,1640,0.826,173.6661,151.4756,112.4603,26.667,89.4878,173.6661,S,NA,4,4,4,A.ten,IndivCross,Jewell2,PAL4,Jewell2xPAL4,T.F44,C56,JEWxPAL,145.8673333,143.0632,153.841067,15.443.1640.4
3357,T0,15,AMB,Jewell,443,1671,1.287,186.6,171.34,142.396,27.464,59.987,186.6,S,NA,1,1,,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,166.7786667,164.498,172.73416,15.443.1671.1
3358,T6,15,AMB,Jewell,443,1671,1.212,170.343,144.474,113.852,22.655,84.695,170.343,S,NA,0,1,2,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,142.8896667,142.0975,148.86628,15.443.1671.1
3356,T0,15,AMB,Jewell,443,1671,0.5793,189.0528,174.312,145.0709,27.9223,58.8658,189.0528,S,NA,2,2,,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,169.4785667,167.06185,175.517719,15.443.1671.2
3359,T6,15,AMB,Jewell,443,1671,0.906,159.824,127.053,102.883,17.765,90.987,159.824,S,NA,0.2,2,4,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,129.92,131.3535,134.2256,15.443.1671.2
3355,T0,15,AMB,Jewell,443,1671,1.273,167.293,152.984,124.952,27.713,64.264,167.293,S,NA,3,3,,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,148.4096667,146.1225,154.19318,15.443.1671.3
3361,T6,15,AMB,Jewell,443,1671,1.311,171.778,151.129,120.621,24.803,75.711,171.778,S,NA,0.1,3,3,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,147.8426667,146.1995,153.96782,15.443.1671.3
3354,T0,15,AMB,Jewell,443,1671,0.4252,172.1355,158.0779,131.0059,27.6232,60.4632,172.1355,S,NA,4,4,,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,153.7397667,151.5707,159.31726,15.443.1671.4
3360,T6,15,AMB,Jewell,443,1671,0.7864,164.9208,143.5614,113.5852,24.3434,78.9959,164.9208,S,NA,1,4,1,A.ten,IndivCross,Jewell5,PAL4,Jewell5xPAL4,T.F45,C34,JEWxPAL,140.6891333,139.253,146.671838,15.443.1671.4
3366,T0,15,AMB,Jewell,443,2850,5.5597,202.1697,182.7465,149.4021,26.3761,66.1208,202.1697,C,7,1,1,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,178.1061,175.7859,184.905576,15.443.2850.1
3373,T6,15,AMB,Jewell,443,2850,5.2738,185.3234,147.8225,106.6963,21.9913,108.4328,185.3234,C,7,1,1,4,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,146.6140667,146.00985,154.548888,15.443.2850.1
3364,T0,15,AMB,Jewell,443,2850,4.5732,200.8629,176.6246,142.0294,24.6104,74.1408,200.8629,C,6,2,2,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,173.1723,171.44615,180.090618,15.443.2850.2
3372,T6,15,AMB,Jewell,443,2850,4.4633,188.8913,154.4167,115.8327,22.23,98.7233,188.8913,C,6,2,2,3,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,153.0469,152.362,160.51484,15.443.2850.2
3362,T0,15,AMB,Jewell,443,2850,0.5563,204.5333,186.1515,150.1696,27.5942,67.3625,204.5333,S,NA,3,3,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,180.2848,177.35145,187.708031,15.443.2850.3
3371,T6,15,AMB,Jewell,443,2850,0.5963,191.9306,165.5477,128.8853,24.1848,83.4559,191.9306,S,NA,5,3,1,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,162.1212,160.40795,169.429706,15.443.2850.3
3365,T0,15,AMB,Jewell,443,2850,4.3341,200.8024,175.1677,136.7436,25.1375,80.8704,200.8024,C,5,4,4,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,170.9045667,168.773,178.631459,15.443.2850.4
3369,T6,15,AMB,Jewell,443,2850,3.4278,193.1341,158.506,119.0014,22.2947,97.8054,193.1341,C,5,6,4,2,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,156.8805,156.06775,164.548924,15.443.2850.4
3363,T0,15,AMB,Jewell,443,2850,2.3617,204.0041,187.3421,155.8555,27.3284,59.7436,204.0041,C,3,5,5,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,182.4005667,179.9298,188.877174,15.443.2850.5
3370,T6,15,AMB,Jewell,443,2850,1.832,199.3227,175.8086,140.0318,25.1623,75.5259,199.3227,C,3,3,5,6,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,171.7210333,169.67725,178.927382,15.443.2850.5
3367,T0,15,AMB,Jewell,443,2850,1.3121,199.4281,175.458,138.9388,25.2912,76.8139,199.4281,S,NA,6,6,,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,171.2749667,169.18345,178.631918,15.443.2850.6
3368,T6,15,AMB,Jewell,443,2850,1.0427,191.9206,154.5887,115.0052,21.6257,102.0967,191.9206,S,NA,4,6,5,A.ten,IndivCross,Switzer6,Davies1,Switzer6xDavies1,T.F29,C68,SWIxDAV,153.8381667,153.4629,161.434085,15.443.2850.6
3374,T0,15,AMB,Jewell,443,3196,1.6134,153.5316,136.5762,110.7003,25.2854,70.7318,153.5316,C,3,1,1,,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,133.6027,132.11595,138.816471,15.443.3196.1
3375,T6,15,AMB,Jewell,443,3196,2.033,NA,NA,NA,NA,NA,NA,C,3,2,1,1,A.ten,IndivCross,Jewell5,PAL5,Jewell5xPAL5,T.F51,C64,JEWxPAL,#VALUE!,0,#VALUE!,15.443.3196.1
3379,T0,15,AMB,Jewell,453,1641,0.7183,193.5529,175.2556,148.4301,24.8466,59.1519,193.5529,S,NA,2,2,,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,172.4128667,170.9915,177.793985,15.453.1641.2
3378,T0,15,AMB,Jewell,453,1641,2.339,NA,NA,NA,NA,NA,NA,C,3,3,3,,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,#VALUE!,0,#VALUE!,15.453.1641.3
3384,T6,15,AMB,Jewell,453,1641,2.237,NA,NA,NA,NA,NA,NA,C,3,2,3,3,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,#VALUE!,0,#VALUE!,15.453.1641.3
3387,T6,15,AMB,Jewell,453,1641,2.237,NA,NA,NA,NA,NA,NA,C,3,3,3,3,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,#VALUE!,0,#VALUE!,15.453.1641.3
3381,T0,15,AMB,Jewell,453,1641,0.8242,147.6889,132.7641,106.7912,26.6221,70.1376,147.6889,S,NA,4,4,,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,129.0814,127.24005,134.384521,15.453.1641.4
3386,T6,15,AMB,Jewell,453,1641,0.444,142.7259,121.2401,89.4826,24.8637,94.8086,142.7259,S,NA,4,4,2,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,117.8162,116.10425,124.192515,15.453.1641.4
3380,T0,15,AMB,Jewell,453,1641,0.5783,155.4714,133.5996,104.7354,23.9421,82.8381,155.4714,S,NA,5,5,,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,131.2688,130.1034,136.986078,15.453.1641.5
3385,T6,15,AMB,Jewell,453,1641,0.819,134.574,107.223,75.136,22.884,112.8,134.574,S,NA,0,5,4,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,105.6443333,104.855,111.89873,15.453.1641.5
3376,T0,15,AMB,Jewell,453,1641,0.9261,162.0474,146.4215,118.4654,26.9257,68.1306,162.0474,S,NA,6,6,,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,142.3114333,140.2564,148.034099,15.453.1641.6
3382,T6,15,AMB,Jewell,453,1641,0.682,150.9308,132.5565,101.528,26.2096,83.0549,150.9308,S,NA,6,6,1,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,128.3384333,126.2294,134.655655,15.453.1641.6
3377,T0,15,AMB,Jewell,453,1641,0.7684,170.1467,155.1823,128.3121,26.9963,62.2381,170.1467,S,NA,7,7,,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,151.2137,149.2294,156.715898,15.453.1641.7
3383,T6,15,AMB,Jewell,453,1641,0.6171,155.0029,135.8051,105.4469,25.528,81.1237,155.0029,S,NA,7,7,5,A.ten,IndivCross,Jewell7,Davies1,Jewell7xDavies1,T.F62,C38,JEWxDAV,132.0849667,130.2249,138.225038,15.453.1641.7
3391,T0,15,AMB,Jewell,453,1694,2.3008,181.0637,165.3341,134.7006,27.6593,64.8516,181.0637,C,4,1,1,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,160.3661333,157.88215,166.683295,15.453.1694.1
3397,T6,15,AMB,Jewell,453,1694,3.0162,174.215,154.306,115.3199,27.6475,86.0168,174.215,C,4,1,1,1,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,147.9469667,144.76745,155.990229,15.453.1694.1
3388,T0,15,AMB,Jewell,453,1694,0.5952,186.1034,169.9577,138.2989,27.7005,65.0345,186.1034,S,NA,2,2,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,164.7866667,162.20115,171.318942,15.453.1694.2
3396,T6,15,AMB,Jewell,453,1694,0.5405,177.495,156.3544,117.2865,27.0686,86.0946,177.495,S,NA,2,2,4,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,150.3786333,147.39075,158.399111,15.453.1694.2
3393,T0,15,AMB,Jewell,453,1694,1.4096,186.3704,170.4061,139.0462,27.7114,64.3029,186.3704,C,2,3,3,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,165.2742333,162.7083,171.745801,15.453.1694.3
3394,T6,15,AMB,Jewell,453,1694,1.615,NA,NA,NA,NA,NA,NA,C,2,5,3,3,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1694.3
3399,T6,15,AMB,Jewell,453,1694,1.615,NA,NA,NA,NA,NA,NA,C,2,4,3,3,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1694.3
3389,T0,15,AMB,Jewell,453,1694,0.35,182.213,167.9763,136.2418,28.823,63.8827,182.213,S,NA,4,4,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,162.1437,159.2274,168.756515,15.453.1694.4
3400,T6,15,AMB,Jewell,453,1694,0.5153,176.6171,158.3508,121.2921,27.9937,79.4584,176.6171,S,NA,3,4,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,152.0866667,148.9546,159.754233,15.453.1694.4
3392,T0,15,AMB,Jewell,453,1694,1.1241,192.009,175.007,141.7892,27.6214,66.2143,192.009,S,NA,5,5,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,169.6017333,166.8991,176.453642,15.453.1694.5
3398,T6,15,AMB,Jewell,453,1694,1.245,175.764,153.609,115.885,26.653,87.3,175.764,S,NA,6,5,2,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,148.4193333,145.8245,156.10586,15.453.1694.5
3390,T0,15,AMB,Jewell,453,1694,0.5574,187.9651,172.2707,140.6486,27.9354,63.7468,187.9651,S,NA,6,6,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,166.9614667,164.30685,173.500589,15.453.1694.6
3395,T6,15,AMB,Jewell,453,1694,0.4904,176.4112,157.1902,120.1755,27.4934,80.8752,176.4112,S,NA,7,6,,A.ten,IndivCross,Switzer2,Davies1,Switzer2xDavies1,T.F26,C96,SWIxDAV,151.2589667,148.29335,158.884883,15.453.1694.6
3403,T0,15,AMB,Jewell,453,1697,1.8511,207.3031,190.5404,155.9389,28.1196,62.744,207.3031,C,3,1,1,,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,184.5941333,181.621,191.763045,15.453.1697.1
3406,T6,15,AMB,Jewell,453,1697,1.711,NA,NA,NA,NA,NA,NA,C,3,0,1,2,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.1
3401,T0,15,AMB,Jewell,453,1697,3.697,NA,NA,NA,NA,NA,NA,C,5,5,2,1,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.2
3402,T0,15,AMB,Jewell,453,1697,3.697,NA,NA,NA,NA,NA,NA,C,5,4,2,1,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.2
3404,T0,15,AMB,Jewell,453,1697,3.697,NA,NA,NA,NA,NA,NA,C,5,2,2,1,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.2
3407,T6,15,AMB,Jewell,453,1697,3.588,NA,NA,NA,NA,NA,NA,C,5,4,2,1,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.2
3408,T6,15,AMB,Jewell,453,1697,3.588,NA,NA,NA,NA,NA,NA,C,5,1,2,1,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.2
3409,T6,15,AMB,Jewell,453,1697,3.588,NA,NA,NA,NA,NA,NA,C,5,3,2,1,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,#VALUE!,0,#VALUE!,15.453.1697.2
3405,T0,15,AMB,Jewell,453,1697,0.8119,202.1166,185.4111,149.2182,28.5459,66.2541,202.1166,S,NA,3,3,,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,178.9153,175.6674,186.441531,15.453.1697.3
3410,T6,15,AMB,Jewell,453,1697,0.6553,192.5808,173.4187,134.9484,27.8912,75.8264,192.5808,S,NA,2,3,,A.ten,IndivCross,Switzer2,Davies6,Switzer2xDavies6,T.F28,C98,SWIxDAV,166.9826333,163.7646,174.935597,15.453.1697.3
3415,T0,15,AMB,Jewell,453,1972,0.745,200.4447,185.2431,150.7796,28.9638,62.725,200.4447,S,NA,1,1,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,178.8224667,175.61215,186.012595,15.453.1972.1
3424,T6,15,AMB,Jewell,453,1972,0.994,175.262,148.567,113.08,24.309,92.409,175.262,S,NA,0,1,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,145.6363333,144.171,152.67193,15.453.1972.1
3411,T0,15,AMB,Jewell,453,1972,0.9898,205.4434,190.3478,158.6737,28.2997,57.6355,205.4434,S,NA,2,2,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,184.8216333,182.05855,191.392329,15.453.1972.2
3426,T6,15,AMB,Jewell,453,1972,0.8037,191.3575,170.4642,133.4261,26.6944,76.7688,191.3575,S,NA,2,2,7,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,165.0826,162.3918,172.657999,15.453.1972.2
3419,T0,15,AMB,Jewell,453,1972,1.3265,206.7074,190.9547,160.1683,27.665,57.0486,206.7074,S,NA,3,3,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,185.9434667,183.43785,192.294006,15.453.1972.3
3423,T6,15,AMB,Jewell,453,1972,1.2372,193.603,170.8024,135.1484,25.4255,76.6764,193.603,S,NA,3,3,5,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,166.5179333,164.3757,173.72064,15.453.1972.3
3413,T0,15,AMB,Jewell,453,1972,1.2703,201.8254,186.72,153.5213,28.7098,60.5745,201.8254,C,2,4,4,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,180.6889,177.67335,187.599763,15.453.1972.4
3427,T6,15,AMB,Jewell,453,1972,1.2768,195.3116,175.612,137.9126,27.4574,74.4397,195.3116,C,2,1,4,1,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,169.6120667,166.6121,177.374946,15.453.1972.4
3412,T0,15,AMB,Jewell,453,1972,0.7864,197.7734,181.9437,147.1786,28.7257,64.7605,197.7734,S,NA,5,5,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,175.6319,172.476,182.868449,15.453.1972.5
3421,T6,15,AMB,Jewell,453,1972,0.9124,189.9878,168.9325,129.7407,27.2068,80.3611,189.9878,S,NA,4,5,3,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,162.887,159.86425,170.937992,15.453.1972.5
3414,T0,15,AMB,Jewell,453,1972,0.7939,196.9592,182.3927,148.38,29.2204,62.4454,196.9592,S,NA,6,6,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,175.9106333,172.6696,183.021253,15.453.1972.6
3420,T6,15,AMB,Jewell,453,1972,0.88,191.0814,172.3781,136.4587,27.4427,72.4051,191.0814,S,NA,5,6,4,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,166.6394,163.77005,174.037956,15.453.1972.6
3416,T0,15,AMB,Jewell,453,1972,0.4339,199.21,184.5203,152.4448,28.6266,59.3876,199.21,S,NA,7,7,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,178.7250333,175.8274,185.398905,15.453.1972.7
3425,T6,15,AMB,Jewell,453,1972,0.5995,186.6198,167.8667,133.0132,27.1303,72.761,186.6198,S,NA,8,7,6,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,162.4999,159.8165,169.658745,15.453.1972.7
3418,T0,15,AMB,Jewell,453,1972,0.4904,197.0712,183.3209,150.0206,29.5117,60.4442,197.0712,S,NA,8,8,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,176.8042333,173.5459,183.782957,15.453.1972.8
3417,T0,15,AMB,Jewell,453,1972,0.3298,198.6659,184.4236,150.9094,29.2718,60.7948,198.6659,S,NA,9,9,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,177.9996333,174.78765,185.009728,15.453.1972.9
3422,T6,15,AMB,Jewell,453,1972,0.5765,190.7027,172.2317,136.0075,27.649,72.6427,190.7027,S,NA,6,9,,A.ten,IndivCross,Jewell8,PAL4,Jewell8xPAL4,T.F47,C59,JEWxPAL,166.3139667,163.3551,173.788338,15.453.1972.9
3434,T0,15,AMB,Jewell,453,2953,0.3626,190.9027,174.3446,143.424,27.2145,62.9692,190.9027,S,NA,1,1,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,169.5571,167.16335,175.910764,15.453.2953.1
3435,T6,15,AMB,Jewell,453,2953,0.251,128.656,94.223,66.929,18.387,122.709,128.656,S,NA,0.1,1,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,96.60266667,97.7925,101.55056,15.453.2953.1
3430,T0,15,AMB,Jewell,453,2953,2.727,NA,NA,NA,NA,NA,NA,C,3,2,2,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,#VALUE!,0,#VALUE!,15.453.2953.2
3431,T0,15,AMB,Jewell,453,2953,2.727,NA,NA,NA,NA,NA,NA,C,3,4,2,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,#VALUE!,0,#VALUE!,15.453.2953.2
3439,T6,15,AMB,Jewell,453,2953,1.9357,162.854,133.1657,94.3065,23.9068,107.4619,162.854,C,3,1,2,1,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,130.1087333,128.58025,137.797678,15.453.2953.2
3433,T0,15,AMB,Jewell,453,2953,0.5826,179.1279,163.6354,134.1224,27.5321,63.5983,179.1279,S,NA,3,3,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,158.9619,156.62515,165.03672,15.453.2953.3
3437,T6,15,AMB,Jewell,453,2953,0.4177,168.0224,146.9966,111.925,26.056,84.8707,168.0224,S,NA,2,3,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,142.3146667,139.9737,149.446464,15.453.2953.3
3428,T0,15,AMB,Jewell,453,2953,0.4728,177.8446,161.997,132.0914,27.3717,65.1493,177.8446,S,NA,5,5,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,157.311,154.968,163.461664,15.453.2953.5
3440,T6,15,AMB,Jewell,453,2953,0.4324,170.1782,149.3239,116.8301,25.3381,79.607,170.1782,S,NA,3,5,,A.ten,IndivCross,PAL2,Davies1,PAL2xDavies1,T.F37,C84,PALxDAV,145.4440667,143.50415,152.005872,15.453.2953.5
